plot_id,plot_health,greenhouse_id,farm_id,date
P0001,0.578306272949365,GH003,F08,2025-06-20
P0001,0.686320877910809,GH003,F08,2025-06-21
P0001,0.69210163437654,GH003,F08,2025-06-22
P0001,0.66896382387582,GH003,F08,2025-06-23
P0001,0.67595279207021,GH003,F08,2025-06-24
P0001,0.68207368441278,GH003,F08,2025-06-25
P0001,0.661609857062017,GH003,F08,2025-06-26
P0001,0.666080582335038,GH003,F08,2025-06-27
P0001,0.677999380461328,GH003,F08,2025-06-28
P0001,0.67695358371619,GH003,F08,2025-06-29
P0001,0.673877868185076,GH003,F08,2025-06-30
P0001,0.663654777855529,GH003,F08,2025-07-01
P0001,0.635130772707642,GH003,F08,2025-07-02
P0001,0.536394523502071,GH003,F08,2025-07-03
P0001,0.617196449496412,GH003,F08,2025-07-04
P0001,0.701616847215116,GH003,F08,2025-07-05
P0001,0.587911467675373,GH003,F08,2025-07-06
P0001,0.62267234381424,GH003,F08,2025-07-07
P0001,0.670346204449407,GH003,F08,2025-07-08
P0001,0.659691715773002,GH003,F08,2025-07-09
P0001,0.678976699529908,GH003,F08,2025-07-10
P0001,0.672982680120609,GH003,F08,2025-07-11
P0001,0.628229576112991,GH003,F08,2025-07-12
P0001,0.666745031902543,GH003,F08,2025-07-13
P0001,0.669167123399338,GH003,F08,2025-07-14
P0001,0.675535762223603,GH003,F08,2025-07-15
P0001,0.696772531659024,GH003,F08,2025-07-16
P0001,0.670917854470505,GH003,F08,2025-07-17
P0001,0.612958705410727,GH003,F08,2025-07-18
P0001,0.649222813533631,GH003,F08,2025-07-19
P0001,0.593384720050559,GH003,F08,2025-07-20
P0001,0.615447307828567,GH003,F08,2025-07-21
P0001,0.602748929580215,GH003,F08,2025-07-22
P0001,0.491590398302261,GH003,F08,2025-07-23
P0001,0.591429718983853,GH003,F08,2025-07-24
P0001,0.62953201651577,GH003,F08,2025-07-25
P0001,0.636909579662815,GH003,F08,2025-07-26
P0001,0.692040981507072,GH003,F08,2025-07-27
P0001,0.654089401488353,GH003,F08,2025-07-28
P0001,0.66121576079468,GH003,F08,2025-07-29
P0001,0.668899981352571,GH003,F08,2025-07-30
P0001,0.590604666845842,GH003,F08,2025-07-31
P0001,0.69485614821083,GH003,F08,2025-08-01
P0001,0.665537492423958,GH003,F08,2025-08-02
P0001,0.69275839636579,GH003,F08,2025-08-03
P0001,0.662202423634979,GH003,F08,2025-08-04
P0001,0.673300517802508,GH003,F08,2025-08-05
P0001,0.621471989268359,GH003,F08,2025-08-06
P0001,0.676153864618296,GH003,F08,2025-08-07
P0001,0.648887692740249,GH003,F08,2025-08-08
P0001,0.620578717818903,GH003,F08,2025-08-09
P0001,0.592111943610868,GH003,F08,2025-08-10
P0001,0.578938695601538,GH003,F08,2025-08-11
P0001,0.669837072315845,GH003,F08,2025-08-12
P0001,0.595390435410459,GH003,F08,2025-08-13
P0001,0.67260473178001,GH003,F08,2025-08-14
P0001,0.654614331920875,GH003,F08,2025-08-15
P0001,0.685951134280133,GH003,F08,2025-08-16
P0001,0.678964518532861,GH003,F08,2025-08-17
P0001,0.675048668022511,GH003,F08,2025-08-18
P0001,0.694668437340385,GH003,F08,2025-08-19
P0001,0.655139716226049,GH003,F08,2025-08-20
P0001,0.675779128478447,GH003,F08,2025-08-21
P0001,0.630452946251791,GH003,F08,2025-08-22
P0001,0.667154017217687,GH003,F08,2025-08-23
P0001,0.684293696303522,GH003,F08,2025-08-24
P0001,0.663630826959223,GH003,F08,2025-08-25
P0001,0.558963625858021,GH003,F08,2025-08-26
P0001,0.592688246334467,GH003,F08,2025-08-27
P0001,0.535914742606229,GH003,F08,2025-08-28
P0001,0.530914375572921,GH003,F08,2025-08-29
P0001,0.578122444066769,GH003,F08,2025-08-30
P0001,0.569989109923631,GH003,F08,2025-08-31
P0001,0.691007280004539,GH003,F08,2025-09-01
P0001,0.713542688047301,GH003,F08,2025-09-02
P0001,0.675050311782348,GH003,F08,2025-09-03
P0001,0.674699538420441,GH003,F08,2025-09-04
P0001,0.705532473490356,GH003,F08,2025-09-05
P0001,0.668901371139177,GH003,F08,2025-09-06
P0001,0.625217891824922,GH003,F08,2025-09-07
P0001,0.598191318887681,GH003,F08,2025-09-08
P0001,0.680800764783474,GH003,F08,2025-09-09
P0001,0.607592887436761,GH003,F08,2025-09-10
P0001,0.648058966893622,GH003,F08,2025-09-11
P0001,0.666777320255684,GH003,F08,2025-09-12
P0002,0.649328895329251,GH013,F08,2025-02-15
P0002,0.615186896937395,GH013,F08,2025-02-16
P0002,0.617644992819299,GH013,F08,2025-02-17
P0002,0.660554913432531,GH013,F08,2025-02-18
P0002,0.672863025275937,GH013,F08,2025-02-19
P0002,0.540256764242955,GH013,F08,2025-02-20
P0002,0.605316773594281,GH013,F08,2025-02-21
P0002,0.575070726489617,GH013,F08,2025-02-22
P0002,0.543945836209232,GH013,F08,2025-02-23
P0002,0.552998532268145,GH013,F08,2025-02-24
P0002,0.641586057402198,GH013,F08,2025-02-25
P0002,0.663312340521912,GH013,F08,2025-02-26
P0002,0.551785029371924,GH013,F08,2025-02-27
P0002,0.5016668300449,GH013,F08,2025-02-28
P0002,0.576029291934439,GH013,F08,2025-03-01
P0002,0.458151909537397,GH013,F08,2025-03-02
P0002,0.524906946741263,GH013,F08,2025-03-03
P0002,0.587915554786061,GH013,F08,2025-03-04
P0002,0.545160062689705,GH013,F08,2025-03-05
P0002,0.641626186932907,GH013,F08,2025-03-06
P0002,0.653236739546186,GH013,F08,2025-03-07
P0002,0.57471092610068,GH013,F08,2025-03-08
P0002,0.574193361820133,GH013,F08,2025-03-09
P0002,0.588859833016762,GH013,F08,2025-03-10
P0002,0.622540468854599,GH013,F08,2025-03-11
P0002,0.571696215026235,GH013,F08,2025-03-12
P0002,0.607163512718985,GH013,F08,2025-03-13
P0002,0.524276143062334,GH013,F08,2025-03-14
P0002,0.62967327719848,GH013,F08,2025-03-15
P0002,0.549109044829246,GH013,F08,2025-03-16
P0002,0.526233292208805,GH013,F08,2025-03-17
P0002,0.512347165220784,GH013,F08,2025-03-18
P0002,0.529115447498767,GH013,F08,2025-03-19
P0002,0.518645092800798,GH013,F08,2025-03-20
P0002,0.529405213791813,GH013,F08,2025-03-21
P0002,0.517560107487106,GH013,F08,2025-03-22
P0002,0.5408968182227,GH013,F08,2025-03-23
P0002,0.538732352329258,GH013,F08,2025-03-24
P0002,0.573977166579604,GH013,F08,2025-03-25
P0002,0.57725439458862,GH013,F08,2025-03-26
P0002,0.559472620165653,GH013,F08,2025-03-27
P0002,0.529448531001885,GH013,F08,2025-03-28
P0002,0.503679045675008,GH013,F08,2025-03-29
P0002,0.553748519688292,GH013,F08,2025-03-30
P0002,0.557222626573237,GH013,F08,2025-03-31
P0002,0.594569336175168,GH013,F08,2025-04-01
P0002,0.522606203889689,GH013,F08,2025-04-02
P0002,0.521431720443577,GH013,F08,2025-04-03
P0002,0.477036338532848,GH013,F08,2025-04-04
P0002,0.44695179011313,GH013,F08,2025-04-05
P0002,0.435594099231709,GH013,F08,2025-04-06
P0002,0.445681918326655,GH013,F08,2025-04-07
P0002,0.531165665439446,GH013,F08,2025-04-08
P0002,0.515104236701019,GH013,F08,2025-04-09
P0002,0.526162886627074,GH013,F08,2025-04-10
P0002,0.528476525709588,GH013,F08,2025-04-11
P0002,0.542667236519147,GH013,F08,2025-04-12
P0002,0.538540909447707,GH013,F08,2025-04-13
P0002,0.556162746929365,GH013,F08,2025-04-14
P0002,0.554888727957722,GH013,F08,2025-04-15
P0002,0.543679351365336,GH013,F08,2025-04-16
P0002,0.560489558917393,GH013,F08,2025-04-17
P0002,0.519764602754155,GH013,F08,2025-04-18
P0002,0.517138894088487,GH013,F08,2025-04-19
P0002,0.514548925912617,GH013,F08,2025-04-20
P0002,0.542380589149691,GH013,F08,2025-04-21
P0002,0.525730345662933,GH013,F08,2025-04-22
P0002,0.555684563196567,GH013,F08,2025-04-23
P0002,0.52142556735089,GH013,F08,2025-04-24
P0002,0.557168861549644,GH013,F08,2025-04-25
P0002,0.535862404273999,GH013,F08,2025-04-26
P0002,0.571583009216194,GH013,F08,2025-04-27
P0002,0.533754079176074,GH013,F08,2025-04-28
P0002,0.569511772190657,GH013,F08,2025-04-29
P0002,0.537277892048462,GH013,F08,2025-04-30
P0002,0.543961742330259,GH013,F08,2025-05-01
P0002,0.610638432720906,GH013,F08,2025-05-02
P0002,0.641226957903644,GH013,F08,2025-05-03
P0002,0.543986692129176,GH013,F08,2025-05-04
P0002,0.636004694901326,GH013,F08,2025-05-05
P0002,0.559777416939438,GH013,F08,2025-05-06
P0002,0.590844004102444,GH013,F08,2025-05-07
P0002,0.559229231748539,GH013,F08,2025-05-08
P0002,0.646105907811293,GH013,F08,2025-05-09
P0002,0.564659002796932,GH013,F08,2025-05-10
P0002,0.446007679287509,GH013,F08,2025-05-11
P0002,0.452940613631736,GH013,F08,2025-05-12
P0002,0.532581240265908,GH013,F08,2025-05-13
P0002,0.599684519693114,GH013,F08,2025-05-14
P0002,0.627647528883276,GH013,F08,2025-05-15
P0002,0.596795567243274,GH013,F08,2025-05-16
P0002,0.622767301043744,GH013,F08,2025-05-17
P0002,0.560957861844251,GH013,F08,2025-05-18
P0002,0.642038923600661,GH013,F08,2025-05-19
P0002,0.577009124791641,GH013,F08,2025-05-20
P0002,0.558074355379032,GH013,F08,2025-05-21
P0002,0.60880684782887,GH013,F08,2025-05-22
P0002,0.616433488373542,GH013,F08,2025-05-23
P0002,0.65038513431704,GH013,F08,2025-05-24
P0002,0.589002175899714,GH013,F08,2025-05-25
P0002,0.643866826996022,GH013,F08,2025-05-26
P0002,0.659087003006052,GH013,F08,2025-05-27
P0002,0.634077776766795,GH013,F08,2025-05-28
P0002,0.548417201631533,GH013,F08,2025-05-29
P0002,0.613757506083058,GH013,F08,2025-05-30
P0002,0.645705289607408,GH013,F08,2025-05-31
P0002,0.654463786322116,GH013,F08,2025-06-01
P0002,0.673709990545322,GH013,F08,2025-06-02
P0002,0.684421613379842,GH013,F08,2025-06-03
P0002,0.639174717368647,GH013,F08,2025-06-04
P0002,0.655316904352947,GH013,F08,2025-06-05
P0002,0.638025598697342,GH013,F08,2025-06-06
P0002,0.631424231138879,GH013,F08,2025-06-07
P0002,0.647377989681277,GH013,F08,2025-06-08
P0002,0.660897454211171,GH013,F08,2025-06-09
P0002,0.682022238726734,GH013,F08,2025-06-10
P0002,0.6623316850706,GH013,F08,2025-06-11
P0002,0.655018995887434,GH013,F08,2025-06-12
P0002,0.633288682408697,GH013,F08,2025-06-13
P0002,0.687078162378048,GH013,F08,2025-06-14
P0002,0.513040867950279,GH013,F08,2025-06-15
P0002,0.5790009953974,GH013,F08,2025-06-16
P0002,0.474065352465468,GH013,F08,2025-06-17
P0002,0.568254679968976,GH013,F08,2025-06-18
P0002,0.508299963124589,GH013,F08,2025-06-19
P0002,0.598792378120659,GH013,F08,2025-06-20
P0002,0.690118421544725,GH013,F08,2025-06-21
P0002,0.654510846868926,GH013,F08,2025-06-22
P0002,0.652476204795267,GH013,F08,2025-06-23
P0002,0.618287229163905,GH013,F08,2025-06-24
P0002,0.634127940178695,GH013,F08,2025-06-25
P0002,0.679874551480376,GH013,F08,2025-06-26
P0002,0.625440840672327,GH013,F08,2025-06-27
P0002,0.659647318773565,GH013,F08,2025-06-28
P0002,0.640241948226568,GH013,F08,2025-06-29
P0002,0.652124820485172,GH013,F08,2025-06-30
P0002,0.661475544261298,GH013,F08,2025-07-01
P0002,0.605512187431588,GH013,F08,2025-07-02
P0002,0.636872759492184,GH013,F08,2025-07-03
P0002,0.614399371238192,GH013,F08,2025-07-04
P0002,0.610416189519174,GH013,F08,2025-07-05
P0002,0.672397860387466,GH013,F08,2025-07-06
P0002,0.544625761398849,GH013,F08,2025-07-07
P0002,0.675577583816224,GH013,F08,2025-07-08
P0002,0.636167264061915,GH013,F08,2025-07-09
P0002,0.649653352446594,GH013,F08,2025-07-10
P0002,0.625671588052209,GH013,F08,2025-07-11
P0002,0.648509521705728,GH013,F08,2025-07-12
P0002,0.616990719798529,GH013,F08,2025-07-13
P0002,0.659362953809477,GH013,F08,2025-07-14
P0002,0.652202335404961,GH013,F08,2025-07-15
P0002,0.652688370007242,GH013,F08,2025-07-16
P0002,0.651880223765992,GH013,F08,2025-07-17
P0002,0.655324521642664,GH013,F08,2025-07-18
P0002,0.656260639689121,GH013,F08,2025-07-19
P0002,0.593233070159234,GH013,F08,2025-07-20
P0002,0.607411280669004,GH013,F08,2025-07-21
P0002,0.558138140749607,GH013,F08,2025-07-22
P0002,0.540209836124649,GH013,F08,2025-07-23
P0002,0.452121151434136,GH013,F08,2025-07-24
P0002,0.501439310478557,GH013,F08,2025-07-25
P0002,0.659352320784458,GH013,F08,2025-07-26
P0002,0.645864419026307,GH013,F08,2025-07-27
P0002,0.675767967309877,GH013,F08,2025-07-28
P0002,0.663017540383255,GH013,F08,2025-07-29
P0002,0.654550112292138,GH013,F08,2025-07-30
P0002,0.691991859015095,GH013,F08,2025-07-31
P0002,0.673448362515272,GH013,F08,2025-08-01
P0002,0.586635231894956,GH013,F08,2025-08-02
P0002,0.627155239632268,GH013,F08,2025-08-03
P0002,0.645300322239905,GH013,F08,2025-08-04
P0002,0.630692698097522,GH013,F08,2025-08-05
P0002,0.613921884656352,GH013,F08,2025-08-06
P0002,0.594056758525625,GH013,F08,2025-08-07
P0002,0.586926422642689,GH013,F08,2025-08-08
P0002,0.645608208485149,GH013,F08,2025-08-09
P0002,0.594550464333812,GH013,F08,2025-08-10
P0002,0.636082294610092,GH013,F08,2025-08-11
P0002,0.68159987479001,GH013,F08,2025-08-12
P0002,0.577603057237103,GH013,F08,2025-08-13
P0002,0.646696762622811,GH013,F08,2025-08-14
P0002,0.628682847531564,GH013,F08,2025-08-15
P0002,0.632114833225226,GH013,F08,2025-08-16
P0002,0.651956769329458,GH013,F08,2025-08-17
P0002,0.639855635634713,GH013,F08,2025-08-18
P0002,0.641309959754905,GH013,F08,2025-08-19
P0002,0.609563462762158,GH013,F08,2025-08-20
P0002,0.641100525999122,GH013,F08,2025-08-21
P0002,0.6896350252887,GH013,F08,2025-08-22
P0002,0.667300813675432,GH013,F08,2025-08-23
P0002,0.616363152943683,GH013,F08,2025-08-24
P0002,0.640727800647474,GH013,F08,2025-08-25
P0002,0.491210621366765,GH013,F08,2025-08-26
P0002,0.52401885421318,GH013,F08,2025-08-27
P0002,0.501813467484899,GH013,F08,2025-08-28
P0002,0.541928184014988,GH013,F08,2025-08-29
P0002,0.574248470038882,GH013,F08,2025-08-30
P0002,0.636449762574479,GH013,F08,2025-08-31
P0002,0.684430685876966,GH013,F08,2025-09-01
P0002,0.653524965861322,GH013,F08,2025-09-02
P0002,0.666837780883258,GH013,F08,2025-09-03
P0002,0.635181291976498,GH013,F08,2025-09-04
P0002,0.671444915659482,GH013,F08,2025-09-05
P0002,0.66246865763856,GH013,F08,2025-09-06
P0002,0.634441133966739,GH013,F08,2025-09-07
P0002,0.66112927636499,GH013,F08,2025-09-08
P0002,0.634148360698729,GH013,F08,2025-09-09
P0002,0.630065069338119,GH013,F08,2025-09-10
P0002,0.632323285157963,GH013,F08,2025-09-11
P0002,0.65220791377912,GH013,F08,2025-09-12
P0003,0.640153703335861,GH003,F08,2025-02-15
P0003,0.640203632287766,GH003,F08,2025-02-16
P0003,0.657573731602536,GH003,F08,2025-02-17
P0003,0.64201493354092,GH003,F08,2025-02-18
P0003,0.650416754801001,GH003,F08,2025-02-19
P0003,0.648670210983222,GH003,F08,2025-02-20
P0003,0.617107810845512,GH003,F08,2025-02-21
P0003,0.643707177562667,GH003,F08,2025-02-22
P0003,0.594088860383138,GH003,F08,2025-02-23
P0003,0.610545281498645,GH003,F08,2025-02-24
P0003,0.530250130060892,GH003,F08,2025-02-25
P0003,0.608333320342005,GH003,F08,2025-02-26
P0003,0.576007312092184,GH003,F08,2025-02-27
P0003,0.53999749726844,GH003,F08,2025-02-28
P0003,0.50565754558009,GH003,F08,2025-03-01
P0003,0.512676285203262,GH003,F08,2025-03-02
P0003,0.57628351990507,GH003,F08,2025-03-03
P0003,0.580695603802568,GH003,F08,2025-03-04
P0003,0.613363996602374,GH003,F08,2025-03-05
P0003,0.556878249416224,GH003,F08,2025-03-06
P0003,0.565762975876167,GH003,F08,2025-03-07
P0003,0.619126058055993,GH003,F08,2025-03-08
P0003,0.558468833932862,GH003,F08,2025-03-09
P0003,0.575521958951201,GH003,F08,2025-03-10
P0003,0.641521201854334,GH003,F08,2025-03-11
P0003,0.6134871401719,GH003,F08,2025-03-12
P0003,0.632714968420717,GH003,F08,2025-03-13
P0003,0.593686852257044,GH003,F08,2025-03-14
P0003,0.516814891905947,GH003,F08,2025-03-15
P0003,0.52562786435584,GH003,F08,2025-03-16
P0003,0.612854301330406,GH003,F08,2025-03-17
P0003,0.624582190617285,GH003,F08,2025-03-18
P0003,0.608938024933002,GH003,F08,2025-03-19
P0003,0.521878272223485,GH003,F08,2025-03-20
P0003,0.604751133477347,GH003,F08,2025-03-21
P0003,0.529708919431787,GH003,F08,2025-03-22
P0003,0.530999903371241,GH003,F08,2025-03-23
P0003,0.576063128893579,GH003,F08,2025-03-24
P0003,0.617209704589642,GH003,F08,2025-03-25
P0003,0.510091757823707,GH003,F08,2025-03-26
P0003,0.592261610584509,GH003,F08,2025-03-27
P0003,0.537451462203874,GH003,F08,2025-03-28
P0003,0.539514353772259,GH003,F08,2025-03-29
P0003,0.511069859226135,GH003,F08,2025-03-30
P0003,0.552270208186798,GH003,F08,2025-03-31
P0003,0.506620580649312,GH003,F08,2025-04-01
P0003,0.502075130825671,GH003,F08,2025-04-02
P0003,0.521063276739163,GH003,F08,2025-04-03
P0003,0.525605162988478,GH003,F08,2025-04-04
P0003,0.446153431211411,GH003,F08,2025-04-05
P0003,0.429969334940327,GH003,F08,2025-04-06
P0003,0.438848611766518,GH003,F08,2025-04-07
P0003,0.49699987767354,GH003,F08,2025-04-08
P0003,0.48756624495119,GH003,F08,2025-04-09
P0003,0.523577232890888,GH003,F08,2025-04-10
P0003,0.518675358103805,GH003,F08,2025-04-11
P0003,0.558203764954284,GH003,F08,2025-04-12
P0003,0.545147685431125,GH003,F08,2025-04-13
P0003,0.567617121106709,GH003,F08,2025-04-14
P0003,0.570440971924862,GH003,F08,2025-04-15
P0003,0.582466042188238,GH003,F08,2025-04-16
P0003,0.518634821219143,GH003,F08,2025-04-17
P0003,0.527633862997254,GH003,F08,2025-04-18
P0003,0.500406595823897,GH003,F08,2025-04-19
P0003,0.486027055435158,GH003,F08,2025-04-20
P0003,0.492225731294463,GH003,F08,2025-04-21
P0003,0.520978872185593,GH003,F08,2025-04-22
P0003,0.550466422035068,GH003,F08,2025-04-23
P0003,0.542823835651563,GH003,F08,2025-04-24
P0003,0.556918551512978,GH003,F08,2025-04-25
P0003,0.624019374282496,GH003,F08,2025-04-26
P0003,0.5422975947945,GH003,F08,2025-04-27
P0003,0.546493901308049,GH003,F08,2025-04-28
P0003,0.540973959769956,GH003,F08,2025-04-29
P0003,0.529117725970802,GH003,F08,2025-04-30
P0003,0.572978855318224,GH003,F08,2025-05-01
P0003,0.534328810264936,GH003,F08,2025-05-02
P0003,0.57369666605008,GH003,F08,2025-05-03
P0003,0.651802292954115,GH003,F08,2025-05-04
P0003,0.577137865548463,GH003,F08,2025-05-05
P0003,0.604768439318326,GH003,F08,2025-05-06
P0003,0.494684666184665,GH003,F08,2025-05-07
P0003,0.56483571757526,GH003,F08,2025-05-08
P0003,0.561348342546969,GH003,F08,2025-05-09
P0003,0.532618046337629,GH003,F08,2025-05-10
P0003,0.56622167902658,GH003,F08,2025-05-11
P0003,0.512049726756544,GH003,F08,2025-05-12
P0003,0.490055014376703,GH003,F08,2025-05-13
P0003,0.513484404054084,GH003,F08,2025-05-14
P0003,0.675944061835212,GH003,F08,2025-05-15
P0003,0.659458129103018,GH003,F08,2025-05-16
P0003,0.635266115741256,GH003,F08,2025-05-17
P0003,0.542561368341415,GH003,F08,2025-05-18
P0003,0.556101362545223,GH003,F08,2025-05-19
P0003,0.640125526413771,GH003,F08,2025-05-20
P0003,0.632140921624714,GH003,F08,2025-05-21
P0003,0.565940691771105,GH003,F08,2025-05-22
P0003,0.653253913768061,GH003,F08,2025-05-23
P0003,0.645608203131278,GH003,F08,2025-05-24
P0003,0.626979669534425,GH003,F08,2025-05-25
P0003,0.659980828728722,GH003,F08,2025-05-26
P0003,0.583701975039493,GH003,F08,2025-05-27
P0003,0.565889160078976,GH003,F08,2025-05-28
P0003,0.563715774859364,GH003,F08,2025-05-29
P0003,0.629159630634949,GH003,F08,2025-05-30
P0003,0.643139173652362,GH003,F08,2025-05-31
P0003,0.593838376969176,GH003,F08,2025-06-01
P0003,0.660722679889892,GH003,F08,2025-06-02
P0003,0.676108800879434,GH003,F08,2025-06-03
P0003,0.650108910682347,GH003,F08,2025-06-04
P0003,0.683661579833325,GH003,F08,2025-06-05
P0003,0.671519174101096,GH003,F08,2025-06-06
P0003,0.651610913099825,GH003,F08,2025-06-07
P0003,0.647884516774044,GH003,F08,2025-06-08
P0003,0.673495066874862,GH003,F08,2025-06-09
P0003,0.663835231798258,GH003,F08,2025-06-10
