plot_id,marketable_yield,roi_normalized,precision_benefit,plot_health,env_stability_score,final_score,performance_percent,final_score_scaled
P0046,0.6920094043834244,0.45599795021148115,0.3715889834557218,0.6951465463638926,0.5617934778937417,0.5982374163157181,66.18785777581499,0.7942542933097798
P0047,0.25934129399958256,0.4431962638882995,0.1509896828932398,0.6725594496830246,0.5056747902238542,0.44014201927094593,48.696481661205596,0.5843577799344671
P0048,0.38839967716712365,0.32765337056523725,0.17347192012090287,0.6655760015660217,0.5624720484834855,0.4578716494615198,50.65805445733475,0.6078966534880169
P0049,0.47433777432510354,0.21464339593803267,0.0514792173842251,0.6760282900520487,0.4885105930816378,0.4408198036265083,48.77147044208948,0.5852576453050736
P0050,0.15622758123231037,0.5589367184972335,0.251516594779073,0.7059247582224711,0.6367021868938904,0.47116480132265653,52.12878367082294,0.6255454040498754
P0051,0.8155491663963026,0.5235214249310334,0.18469895627811353,0.696250824447212,0.7936199947048161,0.6778857592830801,75.00000000000001,0.9
P0052,0.10578625396318131,0.32871754825995925,0.10963195465260267,0.6632190440603927,0.7526569087754245,0.3981001583179862,44.0450495750578,0.5285405949006936
P0053,0.24396336141181527,0.530199814408407,0.47122512971126956,0.7068700582207055,0.541176393117851,0.4871941920340639,53.90224518243072,0.6468269421891686
P0054,0.8011650794938531,0.37302034702550463,0.19637844961192033,0.6996825054126682,0.4067773852873823,0.5793607672314025,64.09938097579939,0.7691925717095927
P0055,0.5311854354815306,0.32731688898847194,0.1202507094620713,0.6958580957169394,0.5448591287495008,0.5028907816063407,55.63888620460795,0.6676666344552954
P0056,0.6365924448382335,0.4864765999610503,0.28510262459519986,0.6730326968134314,0.6625213498596891,0.5944883913538038,65.77307273527816,0.7892768728233378
P0057,0.04591866008569392,0.40986240006680297,0.13894049654200405,0.663199688652919,0.6614739787237227,0.38820924184129724,42.950737258280114,0.5154088470993613
P0058,0.04065467326356168,0.48781714206501414,0.23224933677836365,0.6690812923791941,0.6716939798864394,0.4137875744120047,45.780675660927635,0.5493681079311316
P0059,0.2422545737468323,0.4770498593215054,0.34152324781294396,0.7039723909998915,0.4715468658805707,0.4557401269771317,50.42222683573346,0.6050667220288015
P0060,0.6036889618363912,0.4888127278096166,0.2583712524472223,0.6603355556052865,0.4904079826182295,0.5548735194197387,61.39015813002508,0.7366818975603009
P0061,0.04919455234773597,0.4190339549823746,0.11609627350329142,0.6747984518713427,0.5992033709201995,0.38390178673094455,42.47416856089648,0.5096900227307578
P0062,0.1848698406799411,0.39760550990160726,0.20220647153113058,0.7004809341044237,0.5383063771461286,0.42083884335396593,46.56081473805825,0.558729776856699
P0063,0.1728600129606698,0.47587286934266093,0.2214125350359168,0.7055130782879293,0.49092427124730875,0.4319137582347406,47.78612240189906,0.5734334688227887
P0064,0.07511395764403428,0.42878230264017025,0.17524173358582357,0.6753954441074539,0.3979356657732981,0.3670310605254022,40.607623279352524,0.4872914793522303
P0065,0.754954048884638,0.5211019197934615,0.4177837071494555,0.7057644702179946,0.547182377023661,0.6361693540792774,70.38457572321022,0.8446149086785226
P0066,0.26904463124951894,0.40906655361484007,0.18889607814687676,0.6700385188942899,0.6398718410160765,0.45591523756189345,50.441600740078385,0.6052992088809406
P0067,0.13511769789884628,0.39905953495471946,0.09457381793216009,0.6600049752106651,0.3949832257026429,0.36927761166300443,40.856177453876505,0.49027412944651805
P0068,0.2087412098489427,0.4726716730421378,0.18499711917188796,0.7061280739259148,0.48065006746830274,0.43866966577553573,48.53358325149045,0.5824029990178853
P0069,0.738579477849878,0.4257310717644017,0.08744852003356791,0.6818735673412842,0.43148861428433793,0.567570721275714,62.79495256058705,0.7535394307270445
P0070,0.6319376294941323,0.3538557106233519,0.09978301966594777,0.6717083443181568,0.4131043975383699,0.5129271131976698,56.74928697500583,0.6809914437000699
P0071,0.20185888428165974,0.5034395465647545,0.3330675856984158,0.7050968713162536,0.6170373323645869,0.47190074889435873,52.21020752008044,0.6265224902409652
P0072,0.17453240669287132,0.5103950860447471,0.17984006259497434,0.6695026183121374,0.5523127813130659,0.43917306842379117,48.589278769654285,0.5830713452358514
P0073,0.421759529617935,0.22636788678301697,0.07099153298052584,0.6962832420131131,0.5788399155046338,0.44756620505913436,49.51787955382841,0.5942145546459409
P0074,0.7730485203359465,0.3271154729321973,0.17037147700602054,0.698501882849272,0.451580880581266,0.5645746009836422,62.46346747061698,0.7495616096474037
P0075,0.7980025117082119,0.48546167544875996,0.31452311235063335,0.7007598587916525,0.6576869119493738,0.6503353294825045,71.951872484785,0.8634224698174199
P0076,0.08676657813509751,0.5630806169956356,0.18626488084931966,0.676130780312449,0.6060368640102372,0.436051596411552,48.24392500213226,0.5789271000255871
P0077,0.1981797635787626,0.58125962325902,0.5016902533936214,0.6943142552188657,0.588171935285439,0.49165770165559713,54.39607945617182,0.6527529534740617
P0078,0.10855762501011339,0.5095886212087385,0.32315691196073937,0.6772579025309676,0.5635619097883854,0.42997105050425527,47.57118488803168,0.5708542186563802
P0079,0.22249282090896177,1,0.7693698127697863,0.7082156279535005,0.7082336276802466,0.63850528805159,70.64301904573809,0.847716228548857
P0080,0.09849449064440316,0.5485635933787597,0.2868514934362177,0.6843444635437878,0.6466287229440848,0.4491122445373814,49.68893044150476,0.5962671652980571
P0081,0.15512483660687965,0.5493685760152722,0.43924426901891006,0.7059742108795544,0.6329674326469522,0.4772804760537589,52.8054103716372,0.6336649244596464
P0082,0.2032446044036953,0.4916446765280576,0.2592936203247281,0.6694667386036816,0.5741814546871549,0.450343134323353,49.82511376249014,0.5979013651498817
P0083,0.7437488451530697,0.4690981037780891,0.22250557038302846,0.6800739444191276,0.494239495346975,0.5956788684164228,65.90478486888435,0.7908574184266121
P0084,0.17413257470484286,0.5558530484910508,0.40772173348809027,0.6865242712300521,0.3682727805756425,0.43846110610247946,48.51050860319607,0.5821261032383529
P0085,0.5650441884594826,0.3141926009234786,0.06922347561552637,0.7014662186640391,0.6368521048469846,0.5224169509425483,57.79922469846325,0.693590696381559
P0086,0.18630156040118911,1,0.5678146539303397,0.7048297871391025,0.6003822197477132,0.6005459805638063,66.44327296375126,0.797319275565015
P0087,0.028796554094501214,0.4777576260147377,0.19982542615366355,0.6610361901471284,0.5542318853747137,0.3864634743827072,42.75758884410967,0.513091066129316
P0088,0.18337532022532205,0.36384204654890495,0.21913118920119107,0.7032259607383397,0.44177285186087367,0.3990020851285984,44.14483705380268,0.5297380446456322
P0089,0.5604726220599058,0.2719229041669685,0.066481535525588,0.6967528173467161,0.40124526977491737,0.47382158423890985,52.42272511448114,0.6290727013737737
P0090,0.21539847100327558,0.5795615778811977,0.29817606618495196,0.7019500401637457,0.6050717110842267,0.4906670057841001,54.2864707361998,0.6514376488343976
P0091,0.3239073076964035,0.46255657326110455,0.22396567508648768,0.6981908311260152,0.36360648393622197,0.4530982997504587,50.12994006132176,0.6015592807358612
P0092,0.7318081912205475,0.49532277290912113,0.28053940263380894,0.6956568451994811,0.4226937921350069,0.5947184008452563,65.79852055096495,0.7895822466115793
P0093,0.48396946519674844,0.35149373949013857,0.19164269875077317,0.6680222181431453,0.5611210953817363,0.49382012821214466,54.635326245944455,0.6556239149513334
P0094,0.13385983935335544,1,0.5023973777436981,0.6727935124691935,0.4566667135117253,0.5519762058372487,61.06960482777462,0.7328352579332954
P0095,0.301181995900283,0.5536612294239199,0.41763168709619386,0.6930433716108093,0.5158736004002333,0.5002933734436119,55.35151387153123,0.6642181664583748
P0096,0.7232016616650107,0.3163849041822489,0.14504409748920408,0.7012214945409148,0.457605750893901,0.5472551656888395,60.54727786296988,0.7265673343556385
P0097,0.18879950187074068,1,0.26067688355754454,0.7059383919340176,0.4838539790924634,0.5687363895864734,62.92391990074687,0.7550870388089624
P0098,0,0.4980085404056397,0.2748358018911367,0.6756944699459839,0.6758556123175911,0.40854588453010143,45.20074499302496,0.5424089399162996
P0099,0.31037913947150586,0.42267424946905086,0.12808311962267047,0.7016789703120612,0.38263007244357405,0.4380007136343994,48.45957165012817,0.5815148598015379
P0100,0.5405497373304956,0.37913176294938,0.3032450408414505,0.7000428775660082,0.41792745434102163,0.5098099515212214,56.40441009489423,0.6768529211387309
P0101,0.15979140873600894,0.41391536185754463,0.32379316358491284,0.7005831686319267,0.42271355040743896,0.40615874598353197,44.93663649311776,0.539239637917413
P0102,1,0.3840547213151863,0.1404073626526207,0.7066608790761836,0.49021013160458704,0.6532307879711616,72.27222054295774,0.8672666465154928
P0103,0.4936663873300804,0.432887060607244,0.2895705930759185,0.7059369641093938,0.5189139155298916,0.5251215393614632,58.09845525263974,0.6971814630316768
P0104,0.17173852441063417,0.3115548785167733,0.09605186009203605,0.6758455746304011,0.6395697223367287,0.3991097219650949,44.15674579008559,0.529880949481027
P0105,0.07231407943569423,0.49735209386075224,0.16034324640035974,0.6663934086790588,0.5179792953986716,0.3983446560954798,44.072100347346364,0.5288652041681563
P0106,0.12585855859530576,0.1163489201218799,0,0.6636691608909597,0.5572078387181365,0.3163432636395221,34.99962117224012,0.4199954540668814
P0107,0.5440113887831762,0.04623169408368819,0,0.669691234547676,0.48456129850583973,0.41486834356866986,45.900249919038046,0.5508029990284565
P0108,0.9681625759284865,0.2655132510859323,0.0669709167282961,0.6696921645132642,0.6484878447978559,0.6248718492344383,69.13464112617865,0.8296156935141438
P0109,0.6074383571279661,0.35122360171711997,0.08253194636003795,0.7016728379686875,0.5132829314428995,0.5265746540942785,58.25922512200003,0.6991107014640003
P0110,0.5896226652237011,0.2748453854642012,0.09558182281391232,0.675079749534587,0.5574059011994384,0.5027580596374187,55.624202096654905,0.6674904251598588
P0111,0.2776858121008376,0.44839860324199693,0.26261636803288707,0.6864841525318517,0.5413736770993445,0.4613633025402595,51.0443643588474,0.6125323723061687
P0112,0.05795380258077679,0.5603180124015019,0.3607248111714696,0.6822435969857624,0.4648408894697651,0.41578891710008736,46.00210043575244,0.5520252052290292
P0113,0.15228549843712455,0.45551681275097666,0.27648877211114553,0.7076043738826565,0.6667889625915803,0.45030872918383996,49.82130724283969,0.5978556869140762
P0114,0.5463255673367904,0.48982569516218216,0.2653548138093036,0.6997598460109548,0.5151892201001842,0.5518401791998142,61.054555097539286,0.7326546611704714
P0115,0.1829621663652166,0.4962841769602179,0.15299059554569278,0.7012157101919428,0.8311272498515656,0.48658223895262465,53.83453984937212,0.6460144781924654
P0116,0.7015568590662747,0.45774554318034605,0.24390996875342522,0.7061134102753341,0.5915288915838262,0.6023566282590477,66.64359960475744,0.7997231952570892
P0117,0.679960414174995,0.30393742926089296,0.11905006055432707,0.6695324650217761,0.4660698931340371,0.5232185848209876,57.887915956628255,0.694654991479539
P0118,0.1732707810046417,0.11753202474814213,0,0.6695603429776753,0.5030113715222662,0.3242060319611868,35.8695430079614,0.4304345160955368
P0119,0.13500990818374398,0.4894217931227155,0.11806091100207715,0.6845251260768773,0.6365064883663831,0.4353687210600827,48.16837296307724,0.5780204755569268
P0120,0.19360887046145114,0.42118023064220567,0.08738535266056,0.6693183072392233,0.43126534318954723,0.3997663647202526,44.22939550423346,0.5307527460508015
