plot_id,plot_health,greenhouse_id,farm_id
P0002,0.769915289644526,GH013,F08
P0002,0.6773635075058325,GH013,F08
P0002,0.6767534979505772,GH013,F08
P0002,0.6940396359397848,GH013,F08
P0002,0.7337361730857442,GH013,F08
P0002,0.6738103207213775,GH013,F08
P0002,0.715612646161604,GH013,F08
P0002,0.6179202639765367,GH013,F08
P0002,0.7421430153063342,GH013,F08
P0002,0.6471887199575468,GH013,F08
P0002,0.6202269913247718,GH013,F08
P0002,0.6038605795251997,GH013,F08
P0002,0.6236239457373677,GH013,F08
P0002,0.6112834178981533,GH013,F08
P0002,0.6239654689339881,GH013,F08
P0002,0.6100046368200538,GH013,F08
P0002,0.6375096580744112,GH013,F08
P0002,0.6349585838858516,GH013,F08
P0002,0.6764986867754632,GH013,F08
P0002,0.6803612802259567,GH013,F08
P0002,0.6594033959300376,GH013,F08
P0002,0.6240165232919572,GH013,F08
P0002,0.5936441949179959,GH013,F08
P0002,0.6526568793761102,GH013,F08
P0002,0.6567515174248466,GH013,F08
P0002,0.7007689478596636,GH013,F08
P0002,0.6159520469061245,GH013,F08
P0002,0.6145677818949059,GH013,F08
P0002,0.5622426733187658,GH013,F08
P0002,0.5267845424327354,GH013,F08
P0002,0.5133981859477391,GH013,F08
P0002,0.5252878511949242,GH013,F08
P0002,0.6260403654579253,GH013,F08
P0002,0.6071101081551269,GH013,F08
P0002,0.6201440101778619,GH013,F08
P0002,0.6228709022776299,GH013,F08
P0002,0.6395963014503606,GH013,F08
P0002,0.6347329462376966,GH013,F08
P0002,0.6555023262915263,GH013,F08
P0002,0.654000747114816,GH013,F08
P0002,0.6407891962276792,GH013,F08
P0002,0.660601976239743,GH013,F08
P0002,0.6126028902698344,GH013,F08
P0002,0.6095081879583051,GH013,F08
P0002,0.6064556099608082,GH013,F08
P0002,0.6392584542670658,GH013,F08
P0002,0.6196342104658594,GH013,F08
P0002,0.6549387312809392,GH013,F08
P0002,0.6145605297612593,GH013,F08
P0002,0.6566881491064314,GH013,F08
P0002,0.6315760171157029,GH013,F08
P0002,0.6736768945394883,GH013,F08
P0002,0.6290911113684212,GH013,F08
P0002,0.6712357013886772,GH013,F08
P0002,0.6332443336905188,GH013,F08
P0002,0.6411220267443806,GH013,F08
P0002,0.7197082425630399,GH013,F08
P0002,0.7557603685384203,GH013,F08
P0002,0.6411514329772163,GH013,F08
P0002,0.7496053256747527,GH013,F08
P0002,0.6597626342921271,GH013,F08
P0002,0.6963782117786128,GH013,F08
P0002,0.6591165344412173,GH013,F08
P0002,0.7615107770869634,GH013,F08
P0002,0.6655161496133997,GH013,F08
P0002,0.5256717982838539,GH013,F08
P0002,0.5338430658053812,GH013,F08
P0002,0.6277087846336229,GH013,F08
P0002,0.7067977851270534,GH013,F08
P0002,0.7397554358784985,GH013,F08
P0002,0.7033928194728968,GH013,F08
P0002,0.7340035211389595,GH013,F08
P0002,0.6611539255741051,GH013,F08
P0002,0.7567173643210439,GH013,F08
P0002,0.6800722013126766,GH013,F08
P0002,0.6577553786446971,GH013,F08
P0002,0.7175495072573067,GH013,F08
P0002,0.7265383880236342,GH013,F08
P0002,0.7665543420231857,GH013,F08
P0002,0.6942074035427415,GH013,F08
P0002,0.7588717605557981,GH013,F08
P0002,0.7768105039114519,GH013,F08
P0002,0.7473342290816565,GH013,F08
P0002,0.646373302477621,GH013,F08
P0002,0.7233844324122388,GH013,F08
P0002,0.761038602051776,GH013,F08
P0002,0.7713615066386182,GH013,F08
P0002,0.7940453913652517,GH013,F08
P0002,0.8066702816966367,GH013,F08
P0002,0.7533415649557871,GH013,F08
P0002,0.7723670052213597,GH013,F08
P0002,0.7519871952746379,GH013,F08
P0002,0.7442067176803214,GH013,F08
P0002,0.7630100731646169,GH013,F08
P0002,0.7789443307151079,GH013,F08
P0002,0.803842340279415,GH013,F08
P0002,0.7806347381902314,GH013,F08
P0002,0.7720158855297878,GH013,F08
P0002,0.746404189825607,GH013,F08
P0002,0.8098013329183266,GH013,F08
P0002,0.6046781886790837,GH013,F08
P0002,0.6824198519292551,GH013,F08
P0002,0.5587410215283501,GH013,F08
P0002,0.6697540723507301,GH013,F08
P0002,0.5990904822763723,GH013,F08
P0002,0.7057462927727837,GH013,F08
P0002,0.8133846310937057,GH013,F08
P0002,0.7714169729532553,GH013,F08
P0002,0.7690189111991778,GH013,F08
P0002,0.7287232366261944,GH013,F08
P0002,0.7473933524828138,GH013,F08
P0002,0.8013110416731942,GH013,F08
P0002,0.7371545977898937,GH013,F08
P0002,0.7774709010543579,GH013,F08
P0002,0.7545994203477913,GH013,F08
P0002,0.7686047640202062,GH013,F08
P0002,0.779625676912343,GH013,F08
P0002,0.713666367714641,GH013,F08
P0002,0.7506284405126668,GH013,F08
P0002,0.7241409449702607,GH013,F08
P0002,0.7194463031639301,GH013,F08
P0002,0.7924988937337203,GH013,F08
P0002,0.6419046502598288,GH013,F08
P0002,0.7962465667233662,GH013,F08
P0002,0.7497969322926671,GH013,F08
P0002,0.7656918521835409,GH013,F08
P0002,0.737426560349654,GH013,F08
P0002,0.7643437149419494,GH013,F08
P0002,0.7271951499110111,GH013,F08
P0002,0.7771357439506058,GH013,F08
P0002,0.7686961243468814,GH013,F08
P0002,0.7692689725180547,GH013,F08
P0002,0.7683164784072075,GH013,F08
P0002,0.7723759830810909,GH013,F08
P0002,0.773479306812362,GH013,F08
P0002,0.6991940033190135,GH013,F08
P0002,0.7159046694380908,GH013,F08
P0002,0.6578305571046466,GH013,F08
P0002,0.6366999699644487,GH013,F08
P0002,0.5328772345270364,GH013,F08
P0002,0.5910044071226848,GH013,F08
P0002,0.7771232116969194,GH013,F08
P0002,0.7612261545350119,GH013,F08
P0002,0.7964709557599684,GH013,F08
P0002,0.7814430982528703,GH013,F08
P0002,0.7714632518102993,GH013,F08
P0002,0.8155926945189707,GH013,F08
P0002,0.7937370323763265,GH013,F08
P0002,0.6914176854073809,GH013,F08
P0002,0.7391752158781012,GH013,F08
P0002,0.7605613010226513,GH013,F08
P0002,0.743344521114628,GH013,F08
P0002,0.7235781716329647,GH013,F08
P0002,0.7001648156276226,GH013,F08
P0002,0.691760887489123,GH013,F08
P0002,0.7609241806853128,GH013,F08
P0002,0.7007467052050111,GH013,F08
P0002,0.7496967859350747,GH013,F08
P0002,0.803344535375019,GH013,F08
P0002,0.6807722196109359,GH013,F08
P0002,0.762207168036536,GH013,F08
P0002,0.7409756790288221,GH013,F08
P0002,0.7450206723665015,GH013,F08
P0002,0.7684066962349863,GH013,F08
P0002,0.754144106136197,GH013,F08
P0002,0.755858195850459,GH013,F08
P0002,0.7184412657427773,GH013,F08
P0002,0.7556113538696222,GH013,F08
P0002,0.8128148925197105,GH013,F08
P0002,0.7864914327964287,GH013,F08
P0002,0.7264554895588455,GH013,F08
P0002,0.755172053797077,GH013,F08
P0002,0.5789487102161384,GH013,F08
P0002,0.617617019215753,GH013,F08
P0002,0.591445394566396,GH013,F08
P0002,0.6387252423253068,GH013,F08
P0002,0.6768184493803292,GH013,F08
P0002,0.7501298895667421,GH013,F08
P0002,0.8066809746871378,GH013,F08
P0002,0.7702549977985019,GH013,F08
P0002,0.7859456949272629,GH013,F08
P0002,0.7486348497921447,GH013,F08
P0002,0.7913757378059463,GH013,F08
P0002,0.7807961762538769,GH013,F08
P0002,0.747762487700475,GH013,F08
P0002,0.7792175600206547,GH013,F08
P0002,0.747417420434974,GH013,F08
P0002,0.7426047878007596,GH013,F08
P0002,0.7452663571549629,GH013,F08
P0002,0.7687026991080615,GH013,F08
P0003,0.75449541350544,GH003,F08
P0003,0.7545542605682894,GH003,F08
P0003,0.775026937984407,GH003,F08
P0003,0.7566890892521824,GH003,F08
P0003,0.7665916104323144,GH003,F08
P0003,0.7645331058995218,GH003,F08
P0003,0.7273331552954228,GH003,F08
P0003,0.758683595175192,GH003,F08
P0003,0.7002026513913344,GH003,F08
P0003,0.7195984530396917,GH003,F08
P0003,0.6249613007888922,GH003,F08
P0003,0.7169914001727937,GH003,F08
P0003,0.678891448810593,GH003,F08
P0003,0.6364497039856941,GH003,F08
P0003,0.5959760866124847,GH003,F08
P0003,0.6042484856108443,GH003,F08
P0003,0.6792169917652167,GH003,F08
P0003,0.6844171445524555,GH003,F08
P0003,0.7229206358321364,GH003,F08
P0003,0.6563456289887905,GH003,F08
P0003,0.6668173099762555,GH003,F08
P0003,0.7297118938010232,GH003,F08
P0003,0.6582203173899395,GH003,F08
P0003,0.6783194038206264,GH003,F08
P0003,0.7561071691740971,GH003,F08
P0003,0.7230657748166112,GH003,F08
P0003,0.7457280013253466,GH003,F08
P0003,0.6997288381715574,GH003,F08
P0003,0.6091263137936809,GH003,F08
P0003,0.6195134243550106,GH003,F08
P0003,0.7223199008164966,GH003,F08
P0003,0.7361425790747635,GH003,F08
P0003,0.7177041146944083,GH003,F08
P0003,0.6150940949788999,GH003,F08
P0003,0.7127693773279373,GH003,F08
P0003,0.624323421268283,GH003,F08
P0003,0.6258449956279275,GH003,F08
P0003,0.6789572353872065,GH003,F08
P0003,0.727453248895148,GH003,F08
P0003,0.6012023202230763,GH003,F08
P0003,0.6980490254961624,GH003,F08
P0003,0.6334489062572283,GH003,F08
P0003,0.6358802633185012,GH003,F08
P0003,0.602355126210497,GH003,F08
P0003,0.6509145177498363,GH003,F08
P0003,0.5971111351781436,GH003,F08
P0003,0.5917537951731037,GH003,F08
P0003,0.6141335282404052,GH003,F08
P0003,0.6194866681596375,GH003,F08
P0003,0.52584358383710506,GH003,F08
P0003,0.506768748614514,GH003,F08
P0003,0.5172340065763065,GH003,F08
P0003,0.5857720204747651,GH003,F08
P0003,0.5746533897699548,GH003,F08
P0003,0.6170965172481176,GH003,F08
P0003,0.6113190890692928,GH003,F08
P0003,0.657907902843937,GH003,F08
P0003,0.6425197982883387,GH003,F08
P0003,0.6690026352584921,GH003,F08
P0003,0.6723308710862584,GH003,F08
P0003,0.6865038116058849,GH003,F08
P0003,0.611271311647408,GH003,F08
P0003,0.6218777265008201,GH003,F08
P0003,0.5897872330809815,GH003,F08
P0003,0.5728392763401494,GH003,F08
P0003,0.5801451350445218,GH003,F08
P0003,0.6140340476809467,GH003,F08
P0003,0.6487885464849151,GH003,F08
P0003,0.639780871697399,GH003,F08
P0003,0.656393129685884,GH003,F08
P0003,0.7354792347231945,GH003,F08
P0003,0.639160635790015,GH003,F08
P0003,0.6441064698946023,GH003,F08
P0003,0.637600578338236,GH003,F08
P0003,0.6236266311810215,GH003,F08
P0003,0.675322061124409,GH003,F08
P0003,0.6297684986400811,GH003,F08
P0003,0.6761680843562173,GH003,F08
P0003,0.7682246279034525,GH003,F08
P0003,0.68022393723179575,GH003,F08
P0003,0.7127897742694491,GH003,F08
P0003,0.5830432751116613,GH003,F08
P0003,0.6657244284830711,GH003,F08
P0003,0.6616141523879595,GH003,F08
P0003,0.6277521648595878,GH003,F08
P0003,0.6673579448602591,GH003,F08
P0003,0.6035100137846593,GH003,F08
P0003,0.5775866932985247,GH003,F08
P0003,0.6052009474388957,GH003,F08
P0003,0.7966785035895226,GH003,F08
P0003,0.7772479190767999,GH003,F08
P0003,0.748734824440628,GH003,F08
P0003,0.6394715235195004,GH003,F08
P0003,0.6554299776726636,GH003,F08
P0003,0.7544622037335174,GH003,F08
P0003,0.7450514205722164,GH003,F08
P0003,0.6670267687780072,GH003,F08
P0003,0.7699355314576524,GH003,F08
P0003,0.7609241743751545,GH003,F08
P0003,0.7389682861471939,GH003,F08
P0003,0.7778639812321537,GH003,F08
P0003,0.6879605018707594,GH003,F08
P0003,0.6669660326998458,GH003,F08
P0003,0.6644044460505256,GH003,F08
P0003,0.7415376232351379,GH003,F08
P0003,0.7580141366639856,GH003,F08
P0003,0.6999074276255285,GH003,F08
P0003,0.7787383388992106,GH003,F08
P0003,0.7968726676670603,GH003,F08
P0003,0.7662287804207274,GH003,F08
P0003,0.8057744939788298,GH003,F08
P0003,0.7914632599952587,GH003,F08
P0003,0.7679990645402373,GH003,F08
P0003,0.7636070741134786,GH003,F08
P0003,0.7937920788829979,GH003,F08
P0003,0.7824068424584684,GH003,F08
P0003,0.7695712979911807,GH003,F08
P0003,0.6543189790043037,GH003,F08
P0003,0.7764866762875257,GH003,F08
P0003,0.6714413194453016,GH003,F08
P0003,0.6344058519777934,GH003,F08
P0003,0.5592406293479708,GH003,F08
P0003,0.5345410965548866,GH003,F08
P0003,0.7013645902710463,GH003,F08
P0003,0.630058671011444,GH003,F08
P0003,0.6507144311327042,GH003,F08
P0003,0.7921975416591591,GH003,F08
P0003,0.7694918444184112,GH003,F08
P0003,0.6660200587953404,GH003,F08
P0003,0.7168972585171874,GH003,F08
P0003,0.7495643905140206,GH003,F08
P0003,0.7595021115445122,GH003,F08
P0003,0.7842483387302835,GH003,F08
P0003,0.8051891889732413,GH003,F08
P0003,0.6846963615556372,GH003,F08
P0003,0.7567003951609733,GH003,F08
P0003,0.7438403024910577,GH003,F08
P0003,0.6376691539182978,GH003,F08
P0003,0.6916875437726802,GH003,F08
P0003,0.6109378552109754,GH003,F08
P0003,0.6489204663554478,GH003,F08
P0003,0.6676908908790954,GH003,F08
P0003,0.7095380207463554,GH003,F08
P0003,0.7436589958986566,GH003,F08
P0003,0.8137074382373035,GH003,F08
P0003,0.7539117064886179,GH003,F08
P0003,0.748279818745484,GH003,F08
P0003,0.7134598412007563,GH003,F08
P0003,0.7693160062971441,GH003,F08
P0003,0.7570904933643305,GH003,F08
P0003,0.7671203583136889,GH003,F08
P0003,0.7384044299861099,GH003,F08
P0003,0.7393610901144984,GH003,F08
P0003,0.774846007530338,GH003,F08
P0003,0.750553914521748,GH003,F08
P0003,0.6527162400475561,GH003,F08
P0003,0.7165096713541198,GH003,F08
P0003,0.6101211317521178,GH003,F08
P0003,0.5874776204698529,GH003,F08
P0003,0.6874840972163863,GH003,F08
P0003,0.6202822635864165,GH003,F08
P0003,0.7756247060491805,GH003,F08
P0003,0.6923948578558223,GH003,F08
P0003,0.7778259956287242,GH003,F08
P0003,0.7921809777924212,GH003,F08
P0003,0.7960888163916672,GH003,F08
P0003,0.7605043547387736,GH003,F08
P0003,0.776256643769768,GH003,F08
P0003,0.7835036691829442,GH003,F08
P0003,0.8005820714105549,GH003,F08
P0003,0.7874683467383008,GH003,F08
P0003,0.7293738542628722,GH003,F08
P0003,0.6527234073791149,GH003,F08
P0003,0.7508040951083904,GH003,F08
P0003,0.7404115362787045,GH003,F08
P0003,0.6570544169022163,GH003,F08
P0003,0.7451836393129494,GH003,F08
P0003,0.7733538660731255,GH003,F08
P0003,0.690240548662942,GH003,F08
P0003,0.765347621798328,GH003,F08
P0003,0.761161143468565,GH003,F08
P0003,0.7869152477847348,GH003,F08
P0003,0.77672139203878,GH003,F08
P0003,0.7506364716536092,GH003,F08
P0003,0.7690043560580613,GH003,F08
P0003,0.7639128617231508,GH003,F08
P0003,0.7716382497224625,GH003,F08
P0003,0.7629080142247935,GH003,F08
P0003,0.7469062487387159,GH003,F08
P0003,0.7077944397817383,GH003,F08
P0003,0.7243487819774946,GH003,F08
P0003,0.658582828397486,GH003,F08
P0003,0.7370717665979069,GH003,F08
P0003,0.690369417331853,GH003,F08
P0003,0.5851780993338562,GH003,F08
P0003,0.6854863440465285,GH003,F08
P0003,0.7212033435733801,GH003,F08
P0003,0.7780296869089286,GH003,F08
P0003,0.7687827169414951,GH003,F08
P0003,0.6829315744938662,GH003,F08
P0003,0.7801475426039082,GH003,F08
P0003,0.7004280672924083,GH003,F08
P0003,0.772443280237044,GH003,F08
P0003,0.7889390512746313,GH003,F08
P0003,0.7611468988213743,GH003,F08
P0003,0.7350792963803469,GH003,F08
P0003,0.7799695854997284,GH003,F08
P0003,0.7570409348913049,GH003,F08
P0003,0.7801352967028947,GH003,F08
P0003,0.7447042357081964,GH003,F08
P0004,0.7245377178195902,GH002,F01
P0004,0.8265746379675172,GH002,F01
P0004,0.8340133133348967,GH002,F01
P0004,0.8316261061665652,GH002,F01
P0004,0.8605861741536575,GH002,F01
P0004,0.75890687320424,GH002,F01
P0004,0.8313692193174692,GH002,F01
P0004,0.7484851557943134,GH002,F01
P0004,0.8665206278725982,GH002,F01
P0004,0.8317383808828551,GH002,F01
P0004,0.8126831700824304,GH002,F01
P0004,0.7128663472661003,GH002,F01
P0004,0.7068922990122896,GH002,F01
P0004,0.721191029652598,GH002,F01
P0004,0.643466102882485,GH002,F01
P0004,0.6757154791390606,GH002,F01
P0004,0.6286207402557875,GH002,F01
P0004,0.758337644838463,GH002,F01
P0004,0.7079113703219436,GH002,F01
P0004,0.823162748787477,GH002,F01
P0004,0.8314453478642951,GH002,F01
P0004,0.8151110420136074,GH002,F01
P0004,0.8283517941577049,GH002,F01
P0004,0.748423182614837,GH002,F01
P0004,0.7121416801574202,GH002,F01
P0004,0.7282279020769818,GH002,F01
P0004,0.7125069595842907,GH002,F01
P0004,0.7217541668579034,GH002,F01
P0004,0.7520747154926938,GH002,F01
P0004,0.7028177695544103,GH002,F01
P0004,0.7256882685412142,GH002,F01
P0004,0.7933547322198746,GH002,F01
P0004,0.7062553292256667,GH002,F01
P0004,0.694023081006091,GH002,F01
P0004,0.6613214574704516,GH002,F01
P0004,0.7116069181000354,GH002,F01
P0004,0.6672508767944314,GH002,F01
P0004,0.7302452643635488,GH002,F01
P0004,0.6890808930038331,GH002,F01
P0004,0.6774637964481955,GH002,F01
P0004,0.7514537568697083,GH002,F01
P0004,0.7273049154739325,GH002,F01
P0004,0.7194427919608999,GH002,F01
P0004,0.7392073812012505,GH002,F01
P0004,0.782277466544493,GH002,F01
P0004,0.7306477415899156,GH002,F01
P0004,0.6874272253665712,GH002,F01
P0004,0.657542031107985,GH002,F01
P0004,0.7081151966141331,GH002,F01
P0004,0.5819433662318153,GH002,F01
P0004,0.5694140150919844,GH002,F01
P0004,0.6377492729495106,GH002,F01
P0004,0.6491694686227156,GH002,F01
P0004,0.7370384221969863,GH002,F01
P0004,0.6886956738832317,GH002,F01
P0004,0.8023838368272712,GH002,F01
P0004,0.6716477696070126,GH002,F01
P0004,0.6919038894879916,GH002,F01
P0004,0.7151039332898375,GH002,F01
P0004,0.738062230659803,GH002,F01
P0004,0.7306969437978065,GH002,F01
P0004,0.6811627173876185,GH002,F01
P0004,0.7300797012700407,GH002,F01
P0004,0.6826906714213411,GH002,F01
P0004,0.7297591096567967,GH002,F01
P0004,0.6702957714031053,GH002,F01
P0004,0.7152936329358373,GH002,F01
P0004,0.7240409622002717,GH002,F01
P0004,0.6826562434577266,GH002,F01
P0004,0.792465828870703,GH002,F01
P0004,0.7377000406124826,GH002,F01
