date,plot_id,greenhouse_id,farm_id,crop,air_temp_c,relative_humidity_pct,vpd_kpa,co2_ppm,light_ppfd,substrate_moisture,substrate_ec,substrate_ph,canopy_temp_c,pest_pressure_index,disease_risk_index,plant_stress_index,alert_type,alert_flag,recommended_action,action_taken,action_delay_days,post_action_stress_delta_3d,daily_energy_cost,daily_fertilizer_cost,daily_labor_cost,daily_pesticide_cost,daily_water_cost,daily_total_input_cost,daily_precision_cost,daily_precision_actions_count,daily_total_actions_count,daily_routine_cost,treatment_block,treatment,plot_area_m2,plant_density_plants_m2,row_orientation,structure_type,heating_system,irrigation_system,capacity_plants,sensor_density_per_100m2,farm_name,region,primary_crop,greenhouse_acres,production_system,climate_zone,stress_lag_1,stress_lag_3,stress_lag_7,stress_lead_3,stress_delta_3d_forward,spike_3d,canopy_air_diff,vpd_kpa_7d_mean,substrate_moisture_7d_mean,pest_pressure_7d_mean,canopy_air_diff_7d_mean
2025-02-25,P0001,GH003,F08,Strawberry,24.088047113121007,72.33387844659154,1.353835627519668,754.5772612543038,540.7634504466274,0.4557041906544303,1.968358885708015,6.125097657289637,24.84317285390092,0.3936887571448945,0.1259089411358852,0.4457238738483924,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.4734554586460244,0.4448426492933064,0.4000425298542412,0.7653010108465352,0.31957713699814283,1.0,0.7551257407799135,1.3471536159822166,0.4795207052451846,0.3998431345125944,2.5320190767455886
2025-02-26,P0001,GH003,F08,Strawberry,22.99372843972308,77.80449840055259,1.5441694541649862,733.6353865789634,386.5926177039784,0.3603114295178182,1.9143265691259304,6.046838662455928,25.947499467619675,0.4598302945083079,0.1439628604134096,0.6453137780297983,High Pest Pressure,1,Increase Irrigation,1,1,-0.015738127,4.482897076658898,0.0,39.79856494610811,0.0,3.301519138829954,47.58298116159696,0.0,0,1,47.58298116159696,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.4457238738483924,0.5437904110255335,0.412053284,0.7019952685172575,0.056681490487459185,0.0,2.9537710278965967,1.3952850777012504,0.4633782845253251,0.41056550962340077,2.35768346782571
2025-02-27,P0001,GH003,F08,Strawberry,22.31092980854464,67.41233172189439,1.3621276670560245,702.0205486172108,434.8040316440618,0.3912312769314184,1.9438318195032311,6.162084460553382,25.37125524,0.3953475474064924,0.1318393285486483,0.578982229,High Pest Pressure,1,Increase Irrigation,1,2,0.02898681,3.148473629055226,0.0,32.172000917676115,0.0,3.7551049467214455,39.075579493452786,0.0,0,1,39.075579493452786,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6453137780297983,0.4734554586460244,0.4171269750337947,0.8486249752614647,0.2696427462614648,1.0,3.060325431455361,1.391530793607192,0.44804711578285866,0.4092617482967534,2.5961905165041657
2025-02-28,P0001,GH003,F08,Strawberry,25.97784883963629,62.14616120782273,1.7067830028719708,727.0545179050883,356.9809451977285,0.3425518125176486,1.9956658058035608,6.108251563368228,26.04528402129432,0.4070636485496315,0.1361163846544661,0.7653010108465352,High Pest Pressure,1,Increase Venting,1,1,-0.046258276,4.518383765175605,0.0,28.29118577281605,0.0,6.4326203460174805,39.242189884009136,0.0,0,1,39.242189884009136,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.578982229,0.4457238738483924,0.4074248235748046,0.6153827087872998,-0.1499183020592354,0.0,0.06743518165803053,1.4762830061472332,0.4186467123516214,0.4112148422335241,2.0915712076197246
2025-03-01,P0001,GH003,F08,Strawberry,23.19079065754921,60.61914890549155,1.626548763115318,695.4918734462631,376.6222786819239,0.4380280423658073,1.993164439057666,6.142468598063408,26.623407326052096,0.4291077106823489,0.1282308208781748,0.7019952685172575,High Pest Pressure,1,Increase Venting,1,0,0.030815345,6.397476265696475,0.0,32.41519697057303,0.0,6.177812753696016,44.99048598996552,0.0,0,1,44.99048598996552,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.7653010108465352,0.6453137780297983,0.4448426492933064,0.6451301097321192,-0.056865158785138314,0.0,3.4326166685028845,1.5074826844803175,0.4129206197864384,0.4119627671156675,2.1821912709445113
2025-03-02,P0001,GH003,F08,Strawberry,23.891117721295963,67.70883621997395,1.3157482451245808,649.6953427,368.0161813043197,0.3123142657441455,1.9456013222972324,6.263525000991399,24.63978011102847,0.4197474234486311,0.1445519583616832,0.8486249752614647,High Pest Pressure,1,Increase Irrigation,1,2,-0.020189438,4.851452931042708,0.0,40.95388176652303,0.0,6.067491560274534,51.87282625784027,0.0,0,1,51.87282625784027,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.7019952685172575,0.578982229,0.5437904110255335,0.4337589925873375,-0.4148659826741272,0.0,0.7486623897325089,1.465939450156457,0.388383939082311,0.41748679633862995,1.9535541874536817
2025-03-03,P0001,GH003,F08,Strawberry,20.790955461465128,68.42191799,1.5705742324654646,690.0404859442759,464.4491017200919,0.4544586458572429,2.023135029858236,6.202523150570882,27.03045123951373,0.4387987862572129,0.1458016804896317,0.6153827087872998,High Pest Pressure,1,,0,0,0.0,6.392580107630259,0.0,21.40599950843319,0.0,0.0,27.79857961606345,0.0,0,0,27.79857961606345,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.8486249752614647,0.7653010108465352,0.4734554586460244,0.5741568460385917,-0.0412258627487081,0.0,6.239495778048603,1.4971124274740018,0.3935142376555016,0.42051202399964555,2.4653474597248426
2025-03-04,P0001,GH003,F08,Strawberry,23.979887110642363,65.50213262643531,1.6257622246384238,684.0148633153881,598.2936639171427,0.4196935514222223,2.029567376,6.365486176194127,25.21654052123178,0.4272529676837731,0.1444653981603628,0.6451301097321192,High Pest Pressure,1,Increase Venting,1,1,-0.060004386,3.438703085115785,0.0,30.522628365007577,0.0,6.7603415624277154,40.72167301255107,0.0,0,1,40.72167301255107,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6153827087872998,0.7019952685172575,0.4457238738483924,0.4369627129379805,-0.20816739679413865,0.0,1.236653410589419,1.5359590842052526,0.38836986062232903,0.42530691121948533,2.5341371268404864
2025-03-05,P0001,GH003,F08,Strawberry,23.88819930328222,73.16742518406089,1.3549514863162802,809.5366054178559,559.5599575651557,0.4060754751115669,1.9493165156912649,6.146442313616765,26.73364536480213,0.4279763897128003,0.1403059771360815,0.4337589925873375,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6451301097321192,0.8486249752614647,0.6453137780297983,0.5825991042332579,0.14884011164592037,1.0,2.845446061519908,1.5089279459411518,0.39490758142143595,0.42075635339155576,2.5186621316438162
2025-03-06,P0001,GH003,F08,Strawberry,21.24691451123128,67.87490221912165,1.7439782896561744,798.1798568,507.9573034007219,0.4891028725389659,2.011977230422952,5.955451844803207,27.55694684,0.4570549115339037,0.1231218123740773,0.5741568460385917,High Pest Pressure,1,Increase Venting,1,1,-0.064747397,5.496567080625399,0.0,43.814983803256546,0.0,6.768609549872891,56.080160433754834,0.0,0,1,56.080160433754834,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.4337589925873375,0.6153827087872998,0.578982229,0.4834188195545759,-0.09073802648401585,0.0,6.310032328768717,1.5634780348840305,0.40888923793679993,0.42957169112404303,2.982905974117153
2025-03-07,P0001,GH003,F08,Strawberry,22.38032680579822,68.83519422772609,1.3063947387311612,841.1537789538729,476.5381263294958,0.441771904,2.099620583,6.214722495212295,26.112822136469685,0.4618973395324859,0.1350815669830508,0.4369627129379805,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.5741568460385917,0.6451301097321192,0.7653010108465352,0.444182967,0.007220254062019482,0.0,3.7324953306714654,1.5062797114353434,0.4230635367199929,0.43740507555016517,3.5064859954047867
2025-03-08,P0001,GH003,F08,Strawberry,25.700434238272628,68.19073018215273,1.839092306156251,877.8190784827298,482.5048725,0.4988105138963322,2.050255632703798,6.295486232,27.14689193355336,0.459367002,0.1535162780783391,0.5825991042332579,High Pest Pressure,1,Increase Venting,1,0,-0.114356896,7.18595352,0.0,39.88243492786012,0.0,9.093953168118391,56.162341616048934,0.0,0,1,56.162341616048934,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.4369627129379805,0.4337589925873375,0.7019952685172575,0.6395077226919229,0.05690861845866502,0.0,1.4464576952807313,1.536643074726905,0.4317467469386394,0.44172783145268674,3.2227489992301934
2025-03-09,P0001,GH003,F08,Strawberry,23.441485723339497,61.94693707217587,1.6988123209959434,882.9680711160735,518.2275913376712,0.5164420611130044,2.020592475237789,6.025247712823803,25.531994349624423,0.4560210984789099,0.1360721224127097,0.4834188195545759,High VPD,0,Increase Venting,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.5825991042332579,0.5741568460385917,0.8486249752614647,0.6102411801062085,0.12682236055163265,1.0,2.090508626284926,1.5913665141370998,0.4609078605627621,0.4469097850284408,3.414441318737681
2025-03-10,P0001,GH003,F08,Strawberry,23.754841671632896,73.98995807103373,1.5594348200708597,930.0833844,584.7859559863628,0.605224473,1.920259900862576,6.090845572420255,26.97479416850233,0.4406776555395799,0.1355679185278243,0.444182967,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.4834188195545759,0.4369627129379805,0.6153827087872998,0.4513795599525617,0.007196592952561698,0.0,3.2199524968694355,1.589775169509299,0.48244583586887024,0.4471781949259218,2.9830779928549433
2025-03-11,P0001,GH003,F08,Strawberry,24.169095433442685,67.43022890354472,1.760343220397608,857.1578754645706,460.91274600423344,0.402668352,1.8575546978294355,6.255397085,25.861397206435967,0.4734443307199603,0.153367427,0.6395077226919229,High Pest Pressure,1,Increase Venting,1,1,0.0363051156957251,5.1757972,0.0,26.24882980913417,0.0,5.421389688750707,36.846016697866375,0.0,0,1,36.846016697866375,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.444182967,0.5825991042332579,0.6451301097321192,0.6384338355017324,-0.0010738871901905256,0.0,1.6923017729932823,1.6090010260463254,0.4800136645228385,0.45377696107394855,3.048170616055495
2025-03-12,P0001,GH003,F08,Strawberry,25.945558628165543,67.03358330082649,1.564333653735727,961.7228265335484,500.72541749588055,0.4209375864926428,2.2324526967821634,6.223739246232169,27.31905432412704,0.4473460788309661,0.1541683843634697,0.6102411801062085,High Pest Pressure,1,Adjust Shade / Venting,1,0,0.009842696,5.820915459704114,0.0,34.28798710750018,0.0,5.213686689854904,45.32258925705919,0.0,0,1,45.32258925705919,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6395077226919229,0.4834188195545759,0.4337589925873375,0.6818335340339207,0.07159235392771213,0.0,1.3734956959614983,1.6389127642491033,0.4821368232915636,0.45654405951940086,2.837891992404294
2025-03-13,P0001,GH003,F08,Strawberry,23.309718995459043,66.45074153443588,1.3120962012026196,931.5033639241766,566.5988811262787,0.5090538559055683,2.1304943478513008,6.263233376155775,26.000610205450656,0.4823165471954186,0.1203143350680963,0.4513795599525617,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6102411801062085,0.444182967,0.5741568460385917,0.6172758687820591,0.1658963088294974,1.0,2.6908912099916122,1.5772153230414527,0.4849869637725068,0.460152864613903,2.320871832578993
2025-03-14,P0001,GH003,F08,Strawberry,26.00921823,62.36243028079782,1.6920711914567317,937.1038728403656,420.9252921838271,0.4113476011966698,2.109757446120983,6.189559067292318,27.52193903135229,0.4445450683265403,0.1307728528085241,0.6384338355017324,High Pest Pressure,1,Increase Venting,1,2,0.0190298065153903,6.0728414430977615,0.0,31.21796202145513,0.0,7.913266675066748,45.20407013961963,0.0,0,1,45.20407013961963,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.4513795599525617,0.6395077226919229,0.4369627129379805,0.631285136,-0.0071486995017323585,0.0,1.512720801352291,1.6323119591451056,0.4806406348006025,0.4576739687273393,2.0037611855333965
2025-03-15,P0001,GH003,F08,Strawberry,25.27031191,62.52429357835339,1.630710939706378,1006.4799362297416,674.6490528,0.3723897753576065,1.9126607192078624,6.142015883268774,27.385228631417075,0.459143523,0.1423855400816802,0.6818335340339207,High Pest Pressure,1,Increase Venting,1,1,-0.060843552,6.438077388137015,0.0,40.92033355790035,0.0,7.539338563620462,54.89774950965783,0.0,0,1,54.89774950965783,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6384338355017324,0.6102411801062085,0.5825991042332579,0.6310576762505702,-0.050775857783350475,0.0,2.1149167214170745,1.6025431925094098,0.46258052929507026,0.4576420431559107,2.099255332124303
2025-03-16,P0001,GH003,F08,Strawberry,21.71426189448548,68.17037801131545,1.804101107363976,944.2681473058678,584.9942956589996,0.4607202618354151,2.2046929554897323,6.103127813771239,27.32998460894791,0.4619345111769679,0.1518592505130787,0.6172758687820591,High Pest Pressure,1,Increase Venting,1,2,0.067450707,4.101737721499655,37.12,66.19270908100127,0.0,10.558928888163324,117.97337569066426,0.0,0,3,117.97337569066426,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6818335340339207,0.4513795599525617,0.4834188195545759,0.4615217789753796,-0.15575408980667949,0.0,5.615722714462429,1.6175844477048429,0.4546202722554146,0.4584868163984904,2.6028573447210888
2025-03-17,P0001,GH003,F08,Strawberry,28.60288862653535,70.02000421173409,1.2816923805100595,919.0895290572956,431.2258299160177,0.3952520067401323,1.949067293979056,6.199830920518767,27.10803293,0.4896772145409954,0.1594625012034099,0.631285136,High Pest Pressure,1,Increase Irrigation,1,1,-0.039068766,5.761080248146278,0.0,32.40047866116913,0.0,5.164946888613184,43.3265058,0.0,0,1,43.3265058,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6172758687820591,0.6384338355017324,0.444182967,0.6407356059073206,0.009450469907320569,0.0,-1.4948556965353497,1.5779069563390142,0.42462420564686215,0.46548675339869267,1.929313317091834
2025-03-18,P0001,GH003,F08,Strawberry,20.95199364660612,69.88779318767307,1.622506743490037,952.4325394822464,364.89576648458063,0.3812714969396399,2.056991809952431,6.047351617096162,28.46224888695031,0.4501832036671694,0.1204274455591451,0.6310576762505702,High Pest Pressure,1,Increase Venting,0,0,0.0,4.497010852952028,0.0,33.83464587543453,0.0,0.0,38.33165672838656,0.0,0,0,38.33165672838656,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.631285136,0.6818335340339207,0.6395077226919229,0.6377520616878469,0.00669438543727674,0.0,7.51025524034419,1.558216031066504,0.42156751206681065,0.46216373524829396,2.760449526713392
2025-03-19,P0001,GH003,F08,Strawberry,23.74546490802369,60.64015028493303,1.5369077970675509,974.8809121029292,385.4711340938143,0.4687684453053732,1.964641512054976,6.102876243730556,26.81629326654334,0.4610238476145071,0.1230321603799934,0.4615217789753796,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6310576762505702,0.6172758687820591,0.6102411801062085,0.6563814391027504,0.19485966012737077,1.0,3.070828358519652,1.5542980515424791,0.4284004918972007,0.46411770221737125,3.002925621364557
2025-03-20,P0001,GH003,F08,Strawberry,24.051321996858743,58.90538156572387,1.5254385294654618,906.6370720163076,513.5261522495956,0.3536446706182064,1.979399982996862,6.194406165118933,28.78742908,0.4847735578483508,0.151029913,0.6407356059073206,High Pest Pressure,1,Increase Irrigation,1,0,-0.055761033,4.345752731182225,0.0,42.33021869,0.0,3.0447595137758072,49.72073093956793,0.0,0,1,49.72073093956793,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.4615217789753796,0.631285136,0.4513795599525617,0.4946708145073045,-0.1460647914000161,0.0,4.736107083141256,1.584775527008599,0.40619917971329184,0.46446870373921867,3.2950993175287917
2025-03-21,P0001,GH003,F08,Strawberry,23.33402411871669,65.37012953585706,1.7188639205766905,939.7119300709858,546.8349858661339,0.4800543542841521,2.1506087562989897,6.218704307443471,26.932852861658667,0.5007109907229752,0.1458045012846915,0.6377520616878469,High Pest Pressure,1,Increase Venting,1,1,0.032490363217443,4.851209426968495,0.0,39.50902646210153,0.0,9.608445788601422,53.96868167767145,0.0,0,1,53.96868167767145,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6407356059073206,0.6310576762505702,0.6384338355017324,0.6290569306792513,-0.008695131008595647,0.0,3.5988287429419756,1.588603059740022,0.4160144301543608,0.4724924069387094,3.5931147377558896
2025-03-22,P0001,GH003,F08,Strawberry,27.78368538448612,66.40242021928968,1.7670769187462376,835.5425561091497,513.0475169,0.4373942487938243,2.114539123,6.171867462232391,26.834265339323373,0.4834554899844419,0.1268559308407788,0.6563814391027504,High Pest Pressure,1,Increase Venting,0,0,0.0,4.446886780414533,0.0,18.15194982013313,0.0,0.0,22.59883660054766,0.0,0,0,22.59883660054766,A,Low N,11.78,12.1,East,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal,0.6377520616878469,0.4615217789753796,0.6818335340339207,0.6372382402638735,-0.01914319883887683,0.0,-0.9494200451627464,1.6080839138885732,0.42530078350239187,0.4759655450793439,3.155352342530201
