plot_id,season_yield_kg_m2,marketable_ratio,season_revenue_cad,total_cost_cad,season_profit_cad,season_roi,precision_benefit_cad,greenhouse_id,farm_id,crop,treatment_block,treatment,plot_area_m2,plant_density_plants_m2,row_orientation,structure_type,heating_system,irrigation_system,capacity_plants,sensor_density_per_100m2,farm_name,region,primary_crop,greenhouse_acres,production_system,climate_zone
P0044,4.90611480510236,0.946841244104887,1828.26701140569,1178.40415262091,649.862858784784,0.551477061023092,422.410858210109,GH017,F08,Strawberry,A,Control,16.84,17.16,West,Glass,Hydronic,EBB-Flow,72,4,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0045,9.22574451000777,0.873546597558066,2753.66748941567,1772.849142805,980.818346610671,0.553244110245513,637.531925296936,GH005,F01,Tomato,A,Integrated Pest,12.71,14.16,East,Polyfilm,Heat Pump,Fertigation,120,4,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0046,9.33656393974068,0.898629730589209,2602.77695089326,1798.07081354933,804.706137343931,0.447538623773926,523.058989273555,GH020,F01,Tomato,A,High N,10.71,16.91,East,Glass,Hydronic,Fertigation,170,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0047,6.13818320342778,0.86002247879941,1672.24550918097,1169.54035798296,502.705151198012,0.429831384412419,326.758348278708,GH014,F02,Pepper,B,Low N,22.88,9.13,South,Polyfilm,Heat Pump,Fertigation,120,4,BC Harvest 2,Maple Ridge,Pepper,7.6,Greenhouse,Interior
P0048,6.66432904645803,0.931373771597142,2008.72780093782,1581.65932557388,427.068475363939,0.270012934175306,277.59450898656,GH007,F04,Cucumber,D,Shade,23.84,10.24,East,Polyfilm,Natural Gas,Drip,185,2,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0049,7.54894596838875,0.904090029759607,1592.82405414887,1430.21182112803,162.612233020832,0.113698006560019,91.1016419644302,GH001,F02,Pepper,B,Low N,13.16,21.58,North,Glass,Hydronic,Fertigation,174,1,BC Harvest 2,Maple Ridge,Pepper,7.6,Greenhouse,Interior
P0050,5.06909131127164,0.895136221187282,2048.57740309843,1288.47577742953,760.1016256689,0.58992310059975,494.066056684785,GH018,F06,Strawberry,C,High Light,13.75,12.7,East,Glass,Heat Pump,EBB-Flow,76,3,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0051,9.73956464589418,0.95265423925255,1776.78312069793,1153.05384686107,623.72927383686,0.540936813605734,405.424027993959,GH002,F01,Tomato,B,High N,12.1,17.78,West,Glass,Heat Pump,EBB-Flow,171,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0052,4.61682993735138,0.90426211545793,1594.40109328444,1253.96777645861,340.433316825832,0.271484900343505,221.281655936791,GH016,F05,Strawberry,B,Shade,16.02,20.77,North,Polyfilm,Heat Pump,EBB-Flow,80,4,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0053,5.51696327364384,0.936819567224158,2830.9698088059,1826.22673227954,1004.74307652636,0.55017433419793,653.082999742132,GH010,F03,Strawberry,D,High Light,20.73,22.24,East,Polyfilm,Hydronic,EBB-Flow,150,1,BC Harvest 3,Langley,Strawberry,6.3,Mixed,Interior
P0054,9.66320751717163,0.949478470793053,2020.33097703373,1515.89512477391,504.43585225982,0.332764347622699,327.883303968883,GH004,F01,Tomato,C,Integrated Pest,17.26,15.02,East,Glass,Natural Gas,Fertigation,211,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0055,7.81106228508603,0.926083376153819,1673.2689617675,1318.00420463082,355.264757136679,0.269547514255609,230.922092138841,GH012,F04,Cucumber,B,High N,15.45,16.68,North,Glass,Hydronic,Fertigation,84,1,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0056,8.19995549972153,0.974594725267861,2242.98067986978,1505.66278512929,737.317894740489,0.489696565540853,479.256631581318,GH004,F01,Tomato,B,Low N,21.77,12.0,South,Glass,Natural Gas,Fertigation,211,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0057,4.08270369875723,0.917122926639032,1643.02821797002,1187.39580482474,455.632413145275,0.383724122397861,296.161068544429,GH018,F06,Strawberry,B,Shade,13.76,10.03,North,Glass,Heat Pump,EBB-Flow,76,3,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0058,4.25709523204905,0.870661753817941,2023.12037981442,1356.38717955957,666.733200254851,0.491550797812275,433.376580165653,GH008,F05,Strawberry,D,Reduced Pest,12.34,23.44,East,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0059,5.62978409986553,0.915863178010716,2466.47846354508,1670.31176944328,796.166694101801,0.476657537034038,517.50835116617,GH013,F08,Strawberry,D,High Light,8.83,16.5,East,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0060,8.87062581041753,0.874237977316649,2132.84781740126,1428.63418569406,704.213631707201,0.492927887879906,457.738860609681,GH004,F01,Tomato,C,Shade,10.21,10.12,South,Glass,Natural Gas,Fertigation,211,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0061,4.42414951539242,0.851665782409476,1491.21541548905,1067.89211210216,423.323303386892,0.396410179070969,275.16014720148,GH017,F08,Strawberry,D,Low N,13.17,20.72,East,Glass,Hydronic,EBB-Flow,72,4,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0062,5.01483097657373,0.945890692844083,2002.56479323268,1465.18005547533,537.384737757341,0.366770442819741,349.300079542272,GH013,F08,Strawberry,C,Integrated Pest,19.9,12.01,South,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0063,5.31011030240641,0.877029656790156,1987.15686206906,1347.19802043584,639.958841633223,0.475029529382909,415.973247061595,GH019,F08,Strawberry,A,High Light,21.38,19.14,North,Polyfilm,Natural Gas,Fertigation,74,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0064,4.47361615525666,0.883909661185878,1819.11467768406,1290.24920257172,528.865475112343,0.409894053069912,343.762558823023,GH011,F05,Strawberry,A,Low N,22.64,15.08,West,Polyfilm,Natural Gas,Drip,163,1,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0065,9.03823815058503,0.978368000136357,2674.73845931115,1739.56527667788,935.173182633273,0.537590164146764,607.862568711627,GH020,F01,Tomato,B,High Light,19.43,18.56,North,Glass,Hydronic,Fertigation,170,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0066,5.96906481922215,0.896078096423326,1916.9918668425,1386.48889523497,530.50297160753,0.382623310890365,344.826931544895,GH019,F08,Strawberry,A,Reduced Pest,19.81,16.87,South,Polyfilm,Natural Gas,Fertigation,74,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0067,4.86339993253448,0.901783693415735,1367.80952259669,999.289790564784,368.519732031902,0.368781644235172,239.537825820736,GH017,F08,Strawberry,A,Shade,8.76,17.06,East,Glass,Hydronic,EBB-Flow,72,4,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0068,5.07298298368118,0.968883822191291,1819.45553657031,1237.21848068263,582.237055887677,0.470601647953422,378.45408632699,GH013,F08,Strawberry,A,High Light,8.23,9.86,North,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0069,9.17830305692391,0.950609292959272,1287.84318544276,916.175122387755,371.668063055007,0.405673603193194,241.584240985754,GH020,F01,Tomato,C,Control,12.98,23.67,North,Glass,Hydronic,Fertigation,170,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0070,8.28692563643056,0.960327492271936,1471.31272507622,1126.35871935314,344.954005723076,0.306255902134962,224.220103719999,GH002,F01,Tomato,D,Low N,20.21,20.91,West,Glass,Heat Pump,EBB-Flow,171,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0071,5.37301753997519,0.905569939950592,2405.55518769749,1589.75637440284,815.798813294652,0.513159642842188,530.269228641524,GH017,F08,Strawberry,A,High Light,14.94,14.38,South,Glass,Hydronic,EBB-Flow,72,4,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0072,5.36837829894747,0.869750500321924,1762.42836955503,1157.37517708141,605.053192473615,0.522780516167104,393.284575107849,GH013,F08,Strawberry,B,Reduced Pest,22.19,12.17,South,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0073,7.59177869518472,0.849189434310128,1694.26592742456,1499.46280663379,194.803120790771,0.129915273609282,119.829980459082,GH014,F02,Pepper,B,High N,16.05,21.7,North,Polyfilm,Heat Pump,Fertigation,120,4,BC Harvest 2,Maple Ridge,Pepper,7.6,Greenhouse,Interior
P0074,10.5417144775448,0.85117396267066,1992.2765132099,1569.62522871503,422.651284494871,0.269268916402977,274.723334921666,GH005,F01,Tomato,A,Integrated Pest,17.85,23.1,South,Polyfilm,Heat Pump,Fertigation,120,4,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0075,10.6523456693694,0.859178537423176,2357.03022507996,1583.71413340538,773.316091674574,0.488292726170063,502.655459588473,GH002,F01,Tomato,A,Integrated Pest,17.37,23.04,West,Glass,Heat Pump,EBB-Flow,171,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0076,4.60068477554143,0.877708849383698,1760.7501567991,1103.46549905154,657.284657747565,0.595654923794646,427.235027535917,GH019,F08,Strawberry,D,Low N,17.17,10.06,North,Polyfilm,Natural Gas,Fertigation,74,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0077,5.10015084531989,0.948832353047011,2875.16014293245,1773.9141502032,1101.24599272924,0.6208000497674,715.809895274009,GH019,F08,Strawberry,C,High N,23.06,14.18,North,Polyfilm,Natural Gas,Fertigation,74,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0078,4.80975850115321,0.872133641231441,2363.30928771332,1553.10745844802,810.201829265296,0.52166501735489,526.631189022443,GH009,F06,Strawberry,D,Low N,11.31,12.38,West,Polyfilm,Heat Pump,EBB-Flow,79,1,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0079,5.57700592737299,0.899051101405833,3476.08403081499,1580.03819582499,1896.04583498999,1.2,1232.4297927435,GH017,F08,Strawberry,C,High Light,8.29,9.51,East,Glass,Hydronic,EBB-Flow,72,4,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0080,4.55946686453308,0.904139114896394,2194.8624650912,1393.05486157874,801.807603512467,0.575575037011669,521.174942283103,GH016,F05,Strawberry,C,Control,18.49,14.17,South,Polyfilm,Heat Pump,EBB-Flow,80,4,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0081,5.12771482705914,0.883356038899502,2715.30703904792,1722.15822196837,993.148817079553,0.576688485651695,645.546731101709,GH003,F08,Strawberry,B,High Light,21.03,12.51,West,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0082,5.63796423225251,0.864781526374254,2133.79610721264,1425.52907474473,708.267032467912,0.496845027587207,460.373571104143,GH003,F08,Strawberry,B,Reduced Pest,13.57,22.99,West,Polyfilm,Natural Gas,EBB-Flow,48,2,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0083,9.98508060824446,0.877524310232716,1999.21762053606,1364.04035816685,635.177262369208,0.465658701787115,412.865220539985,GH004,F01,Tomato,D,Control,20.86,12.51,South,Glass,Natural Gas,Fertigation,211,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0084,4.8640994909725,0.959329613370807,2610.71865727143,1646.45782240506,964.260834866364,0.585657781052551,626.769542663137,GH011,F05,Strawberry,A,Control,17.1,17.21,East,Polyfilm,Natural Gas,Drip,163,1,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0085,7.6362208734028,0.979170118459916,1295.78791328645,1035.47552400273,260.312389283717,0.251394053504475,169.203053034416,GH007,F04,Cucumber,D,Integrated Pest,13.95,20.42,West,Polyfilm,Natural Gas,Drip,185,2,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0086,5.32997727602549,0.891894394350986,2986.24883721005,1357.38583509548,1628.86300211457,1.2,1058.76095137447,GH018,F06,Strawberry,C,High Light,16.99,11.82,East,Glass,Heat Pump,EBB-Flow,76,3,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0087,4.00292118401797,0.904645127226899,1885.97037067868,1276.34255718505,609.627813493625,0.477636516985021,396.258078770856,GH010,F03,Strawberry,A,Shade,20.07,9.65,North,Polyfilm,Hydronic,EBB-Flow,150,1,BC Harvest 3,Langley,Strawberry,6.3,Mixed,Interior
P0088,5.33627693812642,0.886898397512777,2155.34886491892,1632.75474947447,522.59411544445,0.320068960517589,339.686175038893,GH010,F03,Strawberry,A,High Light,15.94,14.23,North,Polyfilm,Hydronic,EBB-Flow,150,1,BC Harvest 3,Langley,Strawberry,6.3,Mixed,Interior
P0089,8.35346648488065,0.891161418699999,1381.84294426144,1158.3635829437,223.479361317739,0.19292678448145,145.26158485653,GH012,F04,Cucumber,C,High N,14.23,8.17,North,Glass,Hydronic,Fertigation,84,1,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0090,5.30119422304639,0.936204289226477,2217.55249154241,1370.16941042309,847.383081119315,0.618451320452157,550.799002727555,GH013,F08,Strawberry,C,Integrated Pest,13.68,23.31,East,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0091,6.09074655823696,0.942945683965721,2013.03748253938,1382.00123144346,631.036251095912,0.456610483940604,410.173563212343,GH018,F06,Strawberry,D,Integrated Pest,17.18,18.11,North,Glass,Heat Pump,EBB-Flow,76,3,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0092,9.81053281933226,0.884385262503438,2215.72225657247,1475.24750619481,740.47475037766,0.501932555227706,481.308587745479,GH020,F01,Tomato,A,High N,17.64,16.86,North,Glass,Hydronic,Fertigation,170,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0093,8.01367171640053,0.860302812026779,2044.86272769146,1569.36320186474,475.499525826727,0.302988833471903,309.074691787373,GH012,F04,Cucumber,D,Reduced Pest,20.67,20.63,North,Glass,Hydronic,Fertigation,84,1,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
