date,plot_id,greenhouse_id,farm_id,daily_energy_cost,daily_fertilizer_cost,daily_labor_cost,daily_pesticide_cost,daily_water_cost,daily_total_input_cost,daily_precision_cost,daily_precision_actions_count,daily_total_actions_count,daily_routine_cost
2025-03-18,P0001,GH003,F08,4.497010852952028,0,33.83464587543453,0,0,38.33165672838656,0,0,0,38.33165672838656
2025-03-19,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-03-20,P0001,GH003,F08,4.345752731182225,0,42.33021869,0,3.0447595137758072,49.72073093956793,0,0,1,49.72073093956793
2025-03-21,P0001,GH003,F08,4.851209426968495,0,39.50902646210153,0,9.608445788601422,53.96868167767145,0,0,1,53.96868167767145
2025-03-22,P0001,GH003,F08,4.446886780414533,0,18.151949820133126,0,0,22.59883660054766,0,0,0,22.59883660054766
2025-03-23,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-03-24,P0001,GH003,F08,2.155211647845419,0,44.421158882582645,0,3.309577756169556,49.88594828659762,0,0,1,49.88594828659762
2025-03-25,P0001,GH003,F08,6.451970458026325,0,38.02653521,0,7.760090603523263,52.238596273482884,0,0,1,52.238596273482884
2025-03-26,P0001,GH003,F08,5.506031779,0,36.611156406627046,0,5.252823942500445,47.37001212841841,0,0,1,47.37001212841841
2025-03-27,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-03-28,P0001,GH003,F08,2.825478586138386,0,24.491799632196315,0,5.964731387736392,33.28200960607109,0,0,1,33.28200960607109
2025-03-29,P0001,GH003,F08,3.567847860895596,0,38.17199145,0,8.866229441864853,50.60606874813995,0,0,1,50.60606874813995
2025-03-30,P0001,GH003,F08,0,0,10.844856709302851,0,5.937056414169679,16.78191312347253,0,0,1,16.78191312347253
2025-03-31,P0001,GH003,F08,5.666207878,0,42.611299637919096,0,4.010600697,52.28810821277867,0,0,1,52.28810821277867
2025-04-01,P0001,GH003,F08,5.1081011189775225,0,42.093528123279405,0,8.281045594547729,55.482674836804655,0,0,1,55.482674836804655
2025-04-02,P0001,GH003,F08,6.340527986339424,0,34.97927941473718,0,3.1414806194202773,44.46128802049688,0,0,1,44.46128802049688
2025-04-03,P0001,GH003,F08,4.935391648156702,0,35.18292159500844,0,4.923130919037266,45.04144416,0,0,1,45.04144416
2025-04-04,P0001,GH003,F08,7.0678158612400885,0,25.231745429692502,0,0,32.29956129093259,0,0,0,32.29956129093259
2025-04-05,P0001,GH003,F08,2.464730127964558,0,40.74969302448851,0,6.7665152832412545,49.98093843569432,0,0,1,49.98093843569432
2025-04-06,P0001,GH003,F08,5.679129880283155,0,33.65396218014843,0,0,39.33309206043159,0,0,0,39.33309206043159
2025-04-07,P0001,GH003,F08,4.229303054104427,0,37.65130866591278,0,6.064345868602482,47.94495758861969,0,0,1,47.94495758861969
2025-04-08,P0001,GH003,F08,3.8410568632978226,0,27.84246260125852,0,7.341598373092065,39.02511783764841,0,0,1,39.02511783764841
2025-04-09,P0001,GH003,F08,7.661851229,0,25.834394760865912,0,5.6694338489966665,39.16567983847846,0,0,1,39.16567983847846
2025-04-10,P0001,GH003,F08,7.182844994911813,0,37.412904416888736,0,5.734092986073024,50.32984239787357,0,0,1,50.32984239787357
2025-04-11,P0001,GH003,F08,3.102296174820767,0,41.466001115334095,0,5.440600820728921,50.00889811088378,0,0,1,50.00889811088378
2025-04-12,P0001,GH003,F08,0,0,10.814438140620952,0,9.210893282530197,20.02533142315115,0,0,1,20.02533142315115
2025-04-13,P0001,GH003,F08,2.344622090542825,0,30.646782065632557,0,3.121075577659176,36.11247973383456,0,0,1,36.11247973383456
2025-04-14,P0001,GH003,F08,13.283529434926614,0,25.35324165922679,0,11.467493771392604,50.10426486554601,0,0,3,50.10426486554601
2025-04-15,P0001,GH003,F08,0,0,6.5708531324212185,0,5.507551726412093,12.078404858833311,0,0,1,12.078404858833311
2025-04-16,P0001,GH003,F08,5.24,38.85,0,0,1.43,45.52,0,1,3,45.52
2025-04-17,P0001,GH003,F08,3.015781862701702,0,32.503808926818834,0,5.554179289832151,41.073770079352684,0,0,1,41.073770079352684
2025-04-18,P0001,GH003,F08,7.569500239801858,0,41.05558431353254,0,8.081249936,56.706334489683115,0,0,1,56.706334489683115
2025-04-19,P0001,GH003,F08,0,0,7.858033465,0,5.717937171081024,13.575970635790124,0,0,1,13.575970635790124
2025-04-20,P0001,GH003,F08,0,0,5.285048600306624,0,7.316513755,12.601562355015215,0,0,1,12.601562355015215
2025-04-21,P0001,GH003,F08,3.6639191216654545,0,31.990601820705393,0,9.325414753602988,44.979935695973836,0,0,1,44.979935695973836
2025-04-22,P0001,GH003,F08,4.469923225760931,0,32.61972025,0,8.923386332681787,46.01302981040832,0,0,1,46.01302981040832
2025-04-23,P0001,GH003,F08,2.2699035372367597,0,29.730231488853633,0,6.607566743264246,38.607701769354634,0,0,1,38.607701769354634
2025-04-24,P0001,GH003,F08,5.225188239201271,0,35.706898409274956,0,8.016564895387777,48.94865154,0,0,1,48.94865154
2025-04-25,P0001,GH003,F08,3.132415835719327,0,27.13950575770671,0,5.747043215737745,36.01896480916378,0,0,1,36.01896480916378
2025-04-26,P0001,GH003,F08,4.586455930280636,0,36.39803173464498,0,8.432309098,49.41679676274158,0,0,1,49.41679676274158
2025-04-27,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-04-28,P0001,GH003,F08,7.51643426,0,33.77202279145975,0,4.191284057,45.479741108866136,0,0,1,45.479741108866136
2025-04-29,P0001,GH003,F08,3.5154365,0,34.104132594099305,0,3.319422470049031,40.93899156,0,0,1,40.93899156
2025-04-30,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-01,P0001,GH003,F08,5.809513263,0,35.870476926680894,0,6.785128731431304,48.46511892151874,0,0,1,48.46511892151874
2025-05-02,P0001,GH003,F08,0,0,10.847498344057882,0,4.507370793645272,15.354869137703155,0,0,1,15.354869137703155
2025-05-03,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-04,P0001,GH003,F08,0,0,11.439688251766434,0,8.1010816,19.540769851808573,0,0,1,19.540769851808573
2025-05-05,P0001,GH003,F08,3.211937927927192,0,23.71452405381408,0,3.7092645608670862,30.63572654260836,0,0,1,30.63572654260836
2025-05-06,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-07,P0001,GH003,F08,5.659080474119764,0,26.182224889266692,0,3.0594659671800892,34.90077133056654,0,0,1,34.90077133056654
2025-05-08,P0001,GH003,F08,3.7349253918880194,0,26.926328373991964,0,7.729923448193014,38.39117721,0,0,1,38.39117721
2025-05-09,P0001,GH003,F08,6.089381462150483,0,30.02920392786569,0,6.5055960654271665,42.62418145544334,0,0,1,42.62418145544334
2025-05-10,P0001,GH003,F08,6.6237353232111165,0,36.93726750653502,0,9.664107847811286,53.225110677557424,0,0,1,53.225110677557424
2025-05-11,P0001,GH003,F08,7.284056989264274,0,26.65800526689562,0,4.732399255,38.67446151120507,0,0,1,38.67446151120507
2025-05-12,P0001,GH003,F08,7.511570718522267,0,40.581898133894875,0,3.8627928225042822,51.95626167492142,0,0,1,51.95626167492142
2025-05-13,P0001,GH003,F08,3.4478114277957905,0,32.15727853542222,0,3.1617432727285144,38.76683323594653,0,0,1,38.76683323594653
2025-05-14,P0001,GH003,F08,2.773962656823892,0,29.703297566155932,0,6.109731442617714,38.58699166559754,0,0,1,38.58699166559754
2025-05-15,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-16,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-17,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-18,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-19,P0001,GH003,F08,2.2911031301358045,21.4,40.68809646337035,0,4.925718197771377,69.30491779127753,0,0,3,69.30491779127753
2025-05-20,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-21,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-22,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-23,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-24,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-25,P0001,GH003,F08,6.322147203289289,0,28.43105515403435,0,8.429504068307235,43.182706425630876,0,0,1,43.182706425630876
2025-05-26,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-27,P0001,GH003,F08,3.1213539854312877,0,33.296100604260076,0,3.503900560699205,39.92135515039057,0,0,1,39.92135515039057
2025-05-28,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-05-29,P0001,GH003,F08,6.800999213114808,0,38.676121740483744,0,9.445283673,54.92240462675087,0,0,1,54.92240462675087
2025-05-30,P0001,GH003,F08,7.788908925108908,0,42.26224000024422,0,6.785977462694432,56.83712638804756,0,0,1,56.83712638804756
2025-05-31,P0001,GH003,F08,2.887787242497045,0,26.18049354702161,0,7.874603642604558,36.942884432123215,0,0,1,36.942884432123215
2025-06-01,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-02,P0001,GH003,F08,3.6999847768789875,0,39.760865535908245,0,3.9164197406334225,47.37727005342065,0,0,1,47.37727005342065
2025-06-03,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-04,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-05,P0001,GH003,F08,0,44.09,37.41,0,1.73,83.22999999999999,0,1,3,83.22999999999999
2025-06-06,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-07,P0001,GH003,F08,9.21,36.31,46.22,0,1.48,93.22,0,0,4,93.22
2025-06-08,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-09,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-10,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-11,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-12,P0001,GH003,F08,4.14,30.97,62.51,42.6,1.97,142.18999999999997,0,0,5,142.18999999999997
2025-06-13,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-14,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-15,P0001,GH003,F08,5.144388214820784,0,39.39505454027806,0,3.6265372804925367,48.16598003559138,0,0,1,48.16598003559138
2025-06-16,P0001,GH003,F08,4.5832953315257905,0,23.310887915634034,0,0,27.894183247159823,0,0,0,27.894183247159823
2025-06-17,P0001,GH003,F08,4.5556498025859105,0,19.355164849246442,0,0,23.910814651832354,0,0,0,23.910814651832354
2025-06-18,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-19,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-20,P0001,GH003,F08,3.302633553452109,0,31.216122353595374,0,5.475786435620465,39.99454234266795,0,0,1,39.99454234266795
2025-06-21,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-22,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-23,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-24,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-25,P0001,GH003,F08,0,43.21,0,0,1.37,44.58,0,1,2,44.58
2025-06-26,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-27,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-28,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-29,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-06-30,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-01,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-02,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-03,P0001,GH003,F08,7.335290150430376,0,24.91796027,0,6.643041774897986,38.89629219364986,0,0,1,38.89629219364986
2025-07-04,P0001,GH003,F08,0,0,7.524068309136064,0,7.028513659307396,14.552581968443459,0,0,1,14.552581968443459
2025-07-05,P0001,GH003,F08,0,44.34,44.04,0,1.74,90.12,0,0,3,90.12
2025-07-06,P0001,GH003,F08,0,0,5.103466633881276,0,5.308519208027866,10.411985841909143,0,0,1,10.411985841909143
2025-07-07,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-08,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-09,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-10,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-11,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-12,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-13,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-14,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-15,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-16,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-17,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-18,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-19,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-20,P0001,GH003,F08,6.089535846275618,0,43.11199594743508,0,4.908636066290368,54.11016786000106,0,0,1,54.11016786000106
2025-07-21,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-22,P0001,GH003,F08,2.923209736,0,24.403928362123988,0,0,27.32713809826072,0,0,0,27.32713809826072
2025-07-23,P0001,GH003,F08,2.0266342368825985,0,32.45308307892665,0,9.869873796271497,44.34959111208075,0,0,1,44.34959111208075
2025-07-24,P0001,GH003,F08,6.576097688953431,0,31.067698580673348,0,0,37.643796269626776,0,0,0,37.643796269626776
2025-07-25,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-26,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-27,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-28,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-29,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-30,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-07-31,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-01,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-02,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-03,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-04,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-05,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-06,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-07,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-08,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-09,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-10,P0001,GH003,F08,2.095145721923136,0,31.683473713237415,0,4.908633439607918,38.68725287476847,0,0,1,38.68725287476847
2025-08-11,P0001,GH003,F08,7.282499606567042,0,39.506985893141064,0,3.965474357992065,50.75495985770017,0,0,1,50.75495985770017
2025-08-12,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-13,P0001,GH003,F08,5.176558751289791,0,29.54632285374384,0,5.516217650706703,40.23909925574033,0,0,1,40.23909925574033
2025-08-14,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-15,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-16,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-17,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-18,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-19,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-20,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-21,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-22,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-23,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-24,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-08-25,P0001,GH003,F08,8.23,39.28,62.78,0,1.74,112.03000000000002,0,0,4,112.03000000000002
2025-08-26,P0001,GH003,F08,7.580514215748204,0,35.65742335127611,0,5.127099200666976,48.36503676769129,0,0,1,48.36503676769129
2025-08-27,P0001,GH003,F08,6.631139167422436,0,19.64082242489523,0,0,26.271961592317666,0,0,0,26.271961592317666
2025-08-28,P0001,GH003,F08,7.366061614162057,0,22.22083039156388,0,0,29.586892005725936,0,0,0,29.586892005725936
2025-08-29,P0001,GH003,F08,6.462906263704543,0,32.84493854101269,0,5.952146407040594,45.25999121175782,0,0,1,45.25999121175782
2025-08-30,P0001,GH003,F08,5.459701731935138,0,30.198924666078092,0,0,35.65862639801323,0,0,0,35.65862639801323
2025-08-31,P0001,GH003,F08,3.0383616350860443,76.55176265750784,15.11129639736074,47.80905980384379,1.63,144.1404804937984,59.74019420694842,2,3,84.40028628684999
2025-09-01,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-02,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-03,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-04,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-05,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-06,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-07,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-08,P0001,GH003,F08,6.365879121983348,0,39.01839044264232,0,7.365996154609895,52.750265719235564,0,0,1,52.750265719235564
2025-09-09,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-10,P0001,GH003,F08,5.553844843165863,0,40.18929322487593,0,7.222035532745142,52.96517360078694,0,0,1,52.96517360078694
2025-09-11,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-09-12,P0001,GH003,F08,0,0,0,0,0,0,0,0,0,0
2025-02-15,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-02-16,P0002,GH013,F08,4.727949990420889,0,26.497418283324492,0,7.888029197906301,39.11339747165168,0,0,1,39.11339747165168
2025-02-17,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-02-18,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-02-19,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-02-20,P0002,GH013,F08,5.3515477403556355,0,40.09370153547978,0,4.096795494298574,49.54204477013399,0,0,1,49.54204477013399
2025-02-21,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-02-22,P0002,GH013,F08,3.393538335030084,0,27.01792143677653,0,3.3216105479578473,33.73307031976446,0,0,1,33.73307031976446
2025-02-23,P0002,GH013,F08,4.426563372375658,0,32.03771245446562,0,0,36.46427582684128,0,0,0,36.46427582684128
2025-02-24,P0002,GH013,F08,2.7451857922010623,0,35.90278943030152,0,8.535668598099175,47.18364382060175,0,0,1,47.18364382060175
2025-02-25,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-02-26,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-02-27,P0002,GH013,F08,4.458617788545565,0,36.342022204226424,0,4.520068477,45.32070847002533,0,0,1,45.32070847002533
2025-02-28,P0002,GH013,F08,4.801594730758042,0,33.70912464457308,0,5.209655027227699,43.72037440255882,0,0,1,43.72037440255882
2025-03-01,P0002,GH013,F08,7.1466325258067425,0,30.871250005593105,0,0,38.01788253139985,0,0,0,38.01788253139985
2025-03-02,P0002,GH013,F08,5.16307898,0,36.82863341641712,0,6.189758000863968,48.18147039679525,0,0,1,48.18147039679525
2025-03-03,P0002,GH013,F08,7.453211266742892,0,20.332031703326678,0,0,27.785242970069568,0,0,0,27.785242970069568
2025-03-04,P0002,GH013,F08,7.807507084,0,31.474752040334792,0,0,39.282259124731596,0,0,0,39.282259124731596
2025-03-05,P0002,GH013,F08,2.2939257437798863,0,29.82530036897871,0,8.014144578407802,40.13337069,0,0,1,40.13337069
2025-03-06,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-03-07,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-03-08,P0002,GH013,F08,5.58286072,0,26.50928441618509,0,0,32.09214514,0,0,0,32.09214514
2025-03-09,P0002,GH013,F08,3.795402087676986,71.52777357098245,53.74515374605926,25.41537888425565,1.52,156.00370828897434,57.060707041371955,1,3,98.94300124760238
2025-03-10,P0002,GH013,F08,7.107953715556619,0,38.895856445015326,0,4.145091010462021,50.14890117103397,0,0,1,50.14890117103397
2025-03-11,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-03-12,P0002,GH013,F08,4.9644678092665835,0,40.88548736028548,0,9.316815854889956,55.16677102444201,0,0,1,55.16677102444201
2025-03-13,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-03-14,P0002,GH013,F08,2.4685112,0,37.35423376843372,0,5.250691339340754,45.073436307662085,0,0,1,45.073436307662085
2025-03-15,P0002,GH013,F08,0,0,0,0,0,0,0,0,0,0
2025-03-16,P0002,GH013,F08,3.2900397777895374,0,29.036897111078943,0,9.878638849873473,42.205575738741956,0,0,1,42.205575738741956
2025-03-17,P0002,GH013,F08,6.043329011,0,26.341213462762312,0,0,32.384542473330484,0,0,0,32.384542473330484
2025-03-18,P0002,GH013,F08,2.4776905394606876,0,29.08776343,0,4.997887940920374,36.56334190806706,0,0,1,36.56334190806706
2025-03-19,P0002,GH013,F08,4.274470383863604,0,33.27238219362124,0,8.079571110261064,45.626423687745906,0,0,1,45.626423687745906
2025-03-20,P0002,GH013,F08,7.229731196131535,0,34.67371763,0,5.636683784015184,47.54013260742941,0,0,1,47.54013260742941
2025-03-21,P0002,GH013,F08,2.175208470085058,0,37.706076502646766,0,8.856114151117435,48.737399123849265,0,0,1,48.737399123849265
2025-03-22,P0002,GH013,F08,11.657202224927051,55.47104293658309,89.57646257347622,63.79888643007355,1.63,222.13359416505992,76.06558385836453,2,5,146.06801030669538
2025-03-23,P0002,GH013,F08,6.0529050374245745,0,33.16380097733432,0,6.236846146965189,45.45355216172408,0,0,1,45.45355216172408
2025-03-24,P0002,GH013,F08,3.924421707652855,0,28.52991652,0,9.093723201627533,41.54806143390279,0,0,1,41.54806143390279
2025-03-25,P0002,GH013,F08,2.6763000413845126,0,34.497667844290746,0,8.277570376200565,45.451538261875825,0,0,1,45.451538261875825
2025-03-26,P0002,GH013,F08,2.614443615629731,103.58027688722541,8.088618658897751,64.41703772634311,1.71,180.4103769,77.62094624083028,1,3,102.78943064726573
2025-03-27,P0002,GH013,F08,7.815368289254613,0,18.858574208244463,0,0,26.673942497499077,0,0,0,26.673942497499077
2025-03-28,P0002,GH013,F08,6.061497729062332,0,30.605366037914735,0,7.102200170644806,43.76906393762187,0,0,1,43.76906393762187
2025-03-29,P0002,GH013,F08,4.255947314655414,0,31.16650937323925,0,4.749929507604675,40.17238619549934,0,0,1,40.17238619549934
2025-03-30,P0002,GH013,F08,7.001272661199765,0,36.45864246102329,0,4.8190740334263715,48.27898915564943,0,0,1,48.27898915564943
2025-03-31,P0002,GH013,F08,2.6200172308262726,0,32.424934644467484,0,9.939954640735742,44.98490652,0,0,1,44.98490652
2025-04-01,P0002,GH013,F08,7.44,25.64,67.8356772,41.72,11.197715978766078,153.8333931763148,0,0,5,153.8333931763148
2025-04-02,P0002,GH013,F08,2.761567315125212,0,36.77226369857986,0,3.968928728299454,43.50275974200453,0,0,1,43.50275974200453
2025-04-03,P0002,GH013,F08,3.1853778427334025,0,41.15432537538706,0,4.428451612554214,48.768154830674675,0,0,1,48.768154830674675
2025-04-04,P0002,GH013,F08,6.581374411,0,35.38578651887685,0,3.7477007036871908,45.71486163317403,0,0,1,45.71486163317403
