date,plot_id,greenhouse_id,farm_id,input_type,quantity,unit_cost,total_cost,reason,purpose,is_precision_action
2025-06-25,P0001,GH003,F08,Fertilizer,22.16089563656429,1.95,43.21,Shock response,Response to alert,1
2025-06-25,P0001,GH003,F08,Water,548.8227541663899,0.0025,1.37,Growth phase,Routine,0
2025-07-05,P0001,GH003,F08,Fertilizer,22.740000327472767,1.95,44.34,Irrigation adjustment,Routine,0
2025-07-05,P0001,GH003,F08,Water,695.4859328140766,0.0025,1.74,Shock response,Routine,0
2025-07-05,P0001,GH003,F08,Labor,1.5728946786872031,28.0,44.04,Shock response,Routine,0
2025-08-25,P0001,GH003,F08,Fertilizer,20.14598368416225,1.95,39.28,Irrigation adjustment,Routine,0
2025-08-25,P0001,GH003,F08,Water,696.94392110473,0.0025,1.74,Pest response,Routine,0
2025-08-25,P0001,GH003,F08,Labor,2.2420073352183536,28.0,62.78,Pest response,Routine,0
2025-08-25,P0001,GH003,F08,Energy,43.29547236141436,0.19,8.23,Routine,Routine,0
2025-08-31,P0001,GH003,F08,Fertilizer,18.973956910426967,1.95,37.0,Pest response,Response to alert,1
2025-08-31,P0001,GH003,F08,Pesticide,1.12998357276839,14.0,15.82,Growth phase,Response to alert,1
2025-08-31,P0001,GH003,F08,Water,651.3658183855912,0.0025,1.63,Irrigation adjustment,Routine,0
2025-03-09,P0002,GH013,F08,Fertilizer,26.361293310346625,1.95,51.4,Irrigation adjustment,Response to alert,1
2025-03-09,P0002,GH013,F08,Water,608.3324153319663,0.0025,1.52,Pest response,Routine,0
2025-03-09,P0002,GH013,F08,Labor,1.3195860308542935,28.0,36.95,Routine,Routine,0
2025-03-22,P0002,GH013,F08,Fertilizer,13.121678545904093,1.95,25.59,Shock response,Response to alert,1
2025-03-22,P0002,GH013,F08,Pesticide,2.7478167040704875,14.0,38.47,Pest response,Response to alert,1
2025-03-22,P0002,GH013,F08,Water,652.77317882595,0.0025,1.63,Routine,Routine,0
2025-03-22,P0002,GH013,F08,Labor,2.621956897328068,28.0,73.41,Pest response,Routine,0
2025-03-22,P0002,GH013,F08,Energy,28.848788658238803,0.19,5.48,Routine,Routine,0
2025-03-26,P0002,GH013,F08,Fertilizer,28.888511982247223,1.95,56.33,Shock response,Routine,0
2025-03-26,P0002,GH013,F08,Pesticide,3.223769934259922,14.0,45.13,Routine,Response to alert,1
2025-03-26,P0002,GH013,F08,Water,682.4874746767758,0.0025,1.71,Pest response,Routine,0
2025-04-01,P0002,GH013,F08,Fertilizer,13.150947803405064,1.95,25.64,Growth phase,Routine,0
2025-04-01,P0002,GH013,F08,Pesticide,2.980012862683042,14.0,41.72,Pest response,Routine,0
2025-04-01,P0002,GH013,F08,Water,686.2422100259492,0.0025,1.72,Shock response,Routine,0
2025-04-01,P0002,GH013,F08,Labor,2.0540735026968178,28.0,57.51,Growth phase,Routine,0
2025-04-01,P0002,GH013,F08,Energy,39.13891504266776,0.19,7.44,Irrigation adjustment,Routine,0
2025-04-16,P0002,GH013,F08,Fertilizer,19.733233088287754,1.95,38.48,Routine,Response to alert,1
2025-04-16,P0002,GH013,F08,Water,492.5793388425723,0.0025,1.23,Growth phase,Routine,0
2025-04-16,P0002,GH013,F08,Labor,1.66045243131305,28.0,46.49,Routine,Routine,0
2025-04-20,P0002,GH013,F08,Fertilizer,19.46508674432843,1.95,37.96,Pest response,Response to alert,1
2025-04-20,P0002,GH013,F08,Pesticide,1.0549539116435065,14.0,14.77,Pest response,Response to alert,1
2025-04-20,P0002,GH013,F08,Water,720.1541153227727,0.0025,1.8,Growth phase,Routine,0
2025-04-20,P0002,GH013,F08,Labor,1.5187012469939964,28.0,42.52,Pest response,Routine,0
2025-04-20,P0002,GH013,F08,Energy,29.880283280381978,0.19,5.68,Pest response,Routine,0
2025-08-05,P0002,GH013,F08,Fertilizer,20.146239051076293,1.95,39.29,Pest response,Routine,0
2025-08-05,P0002,GH013,F08,Water,640.7505403942156,0.0025,1.6,Pest response,Routine,0
2025-08-05,P0002,GH013,F08,Labor,2.964043459284033,28.0,82.99,Routine,Routine,0
2025-08-07,P0002,GH013,F08,Pesticide,1.8867703140005896,14.0,26.41,Growth phase,Response to alert,1
2025-08-07,P0002,GH013,F08,Water,680.3668442036621,0.0025,1.7,Growth phase,Routine,0
2025-08-07,P0002,GH013,F08,Labor,1.486127314513468,28.0,41.61,Routine,Routine,0
2025-08-07,P0002,GH013,F08,Energy,40.88179509696978,0.19,7.77,Pest response,Routine,0
2025-08-10,P0002,GH013,F08,Water,548.1863947137123,0.0025,1.37,Growth phase,Routine,0
2025-08-10,P0002,GH013,F08,Labor,0.896709217229265,28.0,25.11,Irrigation adjustment,Routine,0
2025-08-10,P0002,GH013,F08,Energy,38.12222463787423,0.19,7.24,Routine,Routine,0
2025-03-17,P0003,GH003,F08,Fertilizer,4.476015849234614,1.95,8.73,Growth phase,Routine,0
2025-03-17,P0003,GH003,F08,Pesticide,1.5607322653166673,14.0,21.85,Irrigation adjustment,Response to alert,1
2025-03-17,P0003,GH003,F08,Water,730.7443731203795,0.0025,1.83,Growth phase,Routine,0
2025-03-17,P0003,GH003,F08,Labor,1.757883840919531,28.0,49.22,Shock response,Routine,0
2025-04-30,P0003,GH003,F08,Fertilizer,15.453784432935414,1.95,30.13,Growth phase,Response to alert,1
2025-04-30,P0003,GH003,F08,Pesticide,3.823243485359345,14.0,53.53,Irrigation adjustment,Routine,0
2025-04-30,P0003,GH003,F08,Energy,39.76441818136456,0.19,7.56,Routine,Routine,0
2025-05-02,P0003,GH003,F08,Fertilizer,11.458609461371298,1.95,22.34,Routine,Routine,0
2025-05-02,P0003,GH003,F08,Pesticide,2.113758776778636,14.0,29.59,Growth phase,Response to alert,1
2025-05-02,P0003,GH003,F08,Water,497.7165437892653,0.0025,1.24,Irrigation adjustment,Routine,0
2025-05-02,P0003,GH003,F08,Labor,2.3980359110232543,28.0,67.15,Irrigation adjustment,Routine,0
2025-05-02,P0003,GH003,F08,Energy,33.223255888964154,0.19,6.31,Routine,Routine,0
2025-05-09,P0003,GH003,F08,Fertilizer,25.4003281964233,1.95,49.53,Shock response,Routine,0
2025-05-09,P0003,GH003,F08,Water,516.013881140046,0.0025,1.29,Pest response,Routine,0
2025-05-09,P0003,GH003,F08,Labor,2.164811611242506,28.0,60.61,Pest response,Routine,0
2025-05-14,P0003,GH003,F08,Fertilizer,29.78741827386734,1.95,58.09,Irrigation adjustment,Routine,0
2025-05-14,P0003,GH003,F08,Pesticide,3.4355777745474723,14.0,48.1,Irrigation adjustment,Response to alert,1
2025-05-14,P0003,GH003,F08,Water,800.0317087476988,0.0025,2.0,Shock response,Routine,0
2025-05-14,P0003,GH003,F08,Labor,1.6797982867344097,28.0,47.03,Growth phase,Routine,0
2025-05-14,P0003,GH003,F08,Energy,20.90677534790401,0.19,3.97,Irrigation adjustment,Routine,0
2025-06-18,P0003,GH003,F08,Pesticide,1.2979630842053536,14.0,18.17,Growth phase,Routine,0
2025-06-18,P0003,GH003,F08,Water,405.16872758978855,0.0025,1.01,Pest response,Routine,0
2025-06-18,P0003,GH003,F08,Labor,1.0166369781471332,28.0,28.47,Routine,Routine,0
2025-06-18,P0003,GH003,F08,Energy,34.30562842004289,0.19,6.52,Irrigation adjustment,Routine,0
2025-07-07,P0003,GH003,F08,Fertilizer,10.112197099934376,1.95,19.72,Irrigation adjustment,Response to alert,1
2025-07-07,P0003,GH003,F08,Water,630.92461076592,0.0025,1.58,Shock response,Routine,0
2025-07-07,P0003,GH003,F08,Energy,21.972294349106274,0.19,4.17,Growth phase,Routine,0
2025-07-28,P0003,GH003,F08,Fertilizer,3.4786729710490434,1.95,6.78,Irrigation adjustment,Response to alert,1
2025-07-28,P0003,GH003,F08,Pesticide,2.335261843639146,14.0,32.69,Shock response,Routine,0
2025-07-28,P0003,GH003,F08,Water,654.4565087249614,0.0025,1.64,Growth phase,Routine,0
2025-07-28,P0003,GH003,F08,Labor,2.3699911118834827,28.0,66.36,Irrigation adjustment,Routine,0
2025-07-28,P0003,GH003,F08,Energy,38.68032996676772,0.19,7.35,Irrigation adjustment,Routine,0
2025-08-02,P0003,GH003,F08,Fertilizer,27.377709475007688,1.95,53.39,Routine,Routine,0
2025-08-02,P0003,GH003,F08,Pesticide,1.7700918986094327,14.0,24.78,Irrigation adjustment,Routine,0
2025-08-02,P0003,GH003,F08,Water,628.1758247620168,0.0025,1.57,Pest response,Routine,0
2025-08-21,P0003,GH003,F08,Fertilizer,18.389277237577858,1.95,35.86,Routine,Response to alert,1
2025-08-21,P0003,GH003,F08,Water,634.4676611789228,0.0025,1.59,Routine,Routine,0
2025-08-21,P0003,GH003,F08,Labor,2.211791870230949,28.0,61.93,Growth phase,Routine,0
2025-08-21,P0003,GH003,F08,Energy,22.66806113380462,0.19,4.31,Shock response,Routine,0
2025-03-10,P0004,GH002,F01,Fertilizer,19.451247536448744,1.95,37.93,Growth phase,Routine,0
2025-03-10,P0004,GH002,F01,Water,749.3185950357058,0.0025,1.87,Pest response,Routine,0
2025-03-29,P0004,GH002,F01,Fertilizer,25.68668866335476,1.95,50.09,Irrigation adjustment,Routine,0
2025-03-29,P0004,GH002,F01,Pesticide,1.4105742831241077,14.0,19.75,Shock response,Routine,0
2025-03-29,P0004,GH002,F01,Water,623.0071556102884,0.0025,1.56,Routine,Routine,0
2025-03-29,P0004,GH002,F01,Labor,0.7196395771553272,28.0,20.15,Pest response,Routine,0
2025-03-29,P0004,GH002,F01,Energy,48.34221703221853,0.19,9.19,Pest response,Routine,0
2025-04-04,P0004,GH002,F01,Pesticide,2.178671830590826,14.0,30.5,Growth phase,Response to alert,1
2025-04-04,P0004,GH002,F01,Water,688.6600516910272,0.0025,1.72,Pest response,Routine,0
2025-04-04,P0004,GH002,F01,Labor,0.985649284503432,28.0,27.6,Irrigation adjustment,Routine,0
2025-05-13,P0004,GH002,F01,Fertilizer,22.53813290135878,1.95,43.95,Growth phase,Routine,0
2025-05-13,P0004,GH002,F01,Water,543.5921544987827,0.0025,1.36,Shock response,Routine,0
2025-05-13,P0004,GH002,F01,Labor,0.3585363747057359,28.0,10.04,Irrigation adjustment,Routine,0
2025-05-13,P0004,GH002,F01,Energy,38.14315985356881,0.19,7.25,Pest response,Routine,0
2025-05-15,P0004,GH002,F01,Fertilizer,19.295739042596036,1.95,37.63,Growth phase,Routine,0
2025-05-15,P0004,GH002,F01,Pesticide,3.607156568806564,14.0,50.5,Shock response,Response to alert,1
2025-05-15,P0004,GH002,F01,Water,879.0719571367785,0.0025,2.2,Irrigation adjustment,Routine,0
2025-05-15,P0004,GH002,F01,Labor,2.4670311297272853,28.0,69.08,Shock response,Routine,0
2025-05-15,P0004,GH002,F01,Energy,46.31410525029335,0.19,8.8,Pest response,Routine,0
2025-06-19,P0004,GH002,F01,Fertilizer,21.686736474916096,1.95,42.29,Growth phase,Response to alert,1
2025-06-19,P0004,GH002,F01,Pesticide,2.768605045538981,14.0,38.76,Routine,Response to alert,1
2025-06-19,P0004,GH002,F01,Water,826.1111789663642,0.0025,2.07,Shock response,Routine,0
2025-06-19,P0004,GH002,F01,Labor,1.8553051949850683,28.0,51.95,Irrigation adjustment,Routine,0
2025-06-19,P0004,GH002,F01,Energy,32.02246464220578,0.19,6.08,Shock response,Routine,0
2025-07-01,P0004,GH002,F01,Fertilizer,10.02992961001042,1.95,19.56,Shock response,Response to alert,1
2025-07-01,P0004,GH002,F01,Pesticide,1.6986048748300184,14.0,23.78,Shock response,Response to alert,1
2025-07-01,P0004,GH002,F01,Water,676.0420755298851,0.0025,1.69,Routine,Routine,0
2025-08-26,P0004,GH002,F01,Fertilizer,18.380335706967333,1.95,35.84,Irrigation adjustment,Routine,0
2025-08-26,P0004,GH002,F01,Water,700.6439098414633,0.0025,1.75,Pest response,Routine,0
2025-08-26,P0004,GH002,F01,Labor,1.6594136166312723,28.0,46.46,Routine,Routine,0
2025-03-10,P0005,GH004,F01,Fertilizer,24.9984512643088,1.95,48.75,Shock response,Routine,0
2025-03-10,P0005,GH004,F01,Pesticide,2.334712532782953,14.0,32.69,Growth phase,Response to alert,1
2025-03-10,P0005,GH004,F01,Water,569.6154461467852,0.0025,1.42,Growth phase,Routine,0
2025-03-10,P0005,GH004,F01,Labor,1.3343642555983124,28.0,37.36,Pest response,Routine,0
2025-03-16,P0005,GH004,F01,Fertilizer,26.49174388384772,1.95,51.66,Pest response,Routine,0
2025-03-16,P0005,GH004,F01,Pesticide,2.0344550290483614,14.0,28.48,Routine,Response to alert,1
2025-03-16,P0005,GH004,F01,Water,482.91412200819934,0.0025,1.21,Pest response,Routine,0
2025-03-16,P0005,GH004,F01,Labor,2.19887471064299,28.0,61.57,Shock response,Routine,0
2025-03-16,P0005,GH004,F01,Energy,36.078946752725,0.19,6.85,Irrigation adjustment,Routine,0
2025-04-10,P0005,GH004,F01,Fertilizer,24.301211831224315,1.95,47.39,Shock response,Routine,0
2025-04-10,P0005,GH004,F01,Water,420.624713075852,0.0025,1.05,Growth phase,Routine,0
2025-05-29,P0005,GH004,F01,Fertilizer,20.339919746601637,1.95,39.66,Irrigation adjustment,Response to alert,1
2025-05-29,P0005,GH004,F01,Water,868.1765927944159,0.0025,2.17,Pest response,Routine,0
2025-05-29,P0005,GH004,F01,Labor,3.150875785729065,28.0,88.22,Routine,Routine,0
2025-05-29,P0005,GH004,F01,Energy,38.70456814544056,0.19,7.35,Growth phase,Routine,0
2025-06-17,P0005,GH004,F01,Fertilizer,21.829223793031115,1.95,42.57,Growth phase,Routine,0
2025-06-17,P0005,GH004,F01,Pesticide,1.562268983074485,14.0,21.87,Routine,Routine,0
2025-06-17,P0005,GH004,F01,Water,625.7030362648396,0.0025,1.56,Growth phase,Routine,0
2025-06-17,P0005,GH004,F01,Labor,1.8124690365833245,28.0,50.75,Pest response,Routine,0
2025-06-17,P0005,GH004,F01,Energy,23.267980627111385,0.19,4.42,Irrigation adjustment,Routine,0
2025-06-28,P0005,GH004,F01,Fertilizer,21.660732231119603,1.95,42.24,Growth phase,Response to alert,1
2025-06-28,P0005,GH004,F01,Pesticide,0.8887521493337971,14.0,12.44,Irrigation adjustment,Response to alert,1
2025-06-28,P0005,GH004,F01,Water,562.310068509926,0.0025,1.41,Irrigation adjustment,Routine,0
2025-06-28,P0005,GH004,F01,Labor,1.4316443189141173,28.0,40.09,Irrigation adjustment,Routine,0
2025-06-28,P0005,GH004,F01,Energy,33.161192800382665,0.19,6.3,Pest response,Routine,0
2025-07-05,P0005,GH004,F01,Fertilizer,16.08310644816375,1.95,31.36,Growth phase,Routine,0
2025-07-05,P0005,GH004,F01,Water,815.9589442279399,0.0025,2.04,Irrigation adjustment,Routine,0
2025-07-05,P0005,GH004,F01,Energy,25.076115838017174,0.19,4.76,Pest response,Routine,0
2025-07-09,P0005,GH004,F01,Fertilizer,24.63405193330458,1.95,48.04,Routine,Routine,0
2025-07-09,P0005,GH004,F01,Pesticide,1.583534114353513,14.0,22.17,Routine,Routine,0
2025-07-09,P0005,GH004,F01,Water,533.7927980280501,0.0025,1.33,Growth phase,Routine,0
2025-07-10,P0005,GH004,F01,Fertilizer,13.97340377963885,1.95,27.25,Irrigation adjustment,Routine,0
2025-07-10,P0005,GH004,F01,Water,858.6101296253239,0.0025,2.15,Irrigation adjustment,Routine,0
2025-07-10,P0005,GH004,F01,Labor,1.880540931829421,28.0,52.66,Pest response,Routine,0
2025-07-10,P0005,GH004,F01,Energy,31.690440939969623,0.19,6.02,Irrigation adjustment,Routine,0
2025-07-11,P0005,GH004,F01,Fertilizer,14.295257726507495,1.95,27.88,Shock response,Response to alert,1
2025-07-11,P0005,GH004,F01,Water,608.8642230957391,0.0025,1.52,Irrigation adjustment,Routine,0
2025-07-11,P0005,GH004,F01,Labor,2.002533744396392,28.0,56.07,Routine,Routine,0
2025-07-20,P0005,GH004,F01,Pesticide,3.207825465301973,14.0,44.91,Pest response,Routine,0
2025-07-20,P0005,GH004,F01,Water,522.7035924361107,0.0025,1.31,Growth phase,Routine,0
2025-08-15,P0005,GH004,F01,Fertilizer,18.22177515361456,1.95,35.53,Irrigation adjustment,Response to alert,1
2025-08-15,P0005,GH004,F01,Pesticide,4.003832293768933,14.0,56.05,Pest response,Response to alert,1
2025-08-15,P0005,GH004,F01,Water,852.3480912776388,0.0025,2.13,Shock response,Routine,0
2025-03-23,P0006,GH008,F05,Fertilizer,15.297691718675868,1.95,29.83,Shock response,Routine,0
2025-03-23,P0006,GH008,F05,Pesticide,2.5546621591196206,14.0,35.77,Growth phase,Routine,0
2025-03-23,P0006,GH008,F05,Water,424.5402232597273,0.0025,1.06,Pest response,Routine,0
2025-03-23,P0006,GH008,F05,Labor,1.4868189496776825,28.0,41.63,Routine,Routine,0
2025-03-23,P0006,GH008,F05,Energy,32.813012562250265,0.19,6.23,Shock response,Routine,0
2025-03-24,P0006,GH008,F05,Fertilizer,10.5703615038345,1.95,20.61,Pest response,Response to alert,1
2025-03-24,P0006,GH008,F05,Water,769.3416353971963,0.0025,1.92,Routine,Routine,0
2025-04-11,P0006,GH008,F05,Fertilizer,26.766264749977974,1.95,52.19,Routine,Response to alert,1
2025-04-11,P0006,GH008,F05,Water,489.0469247669848,0.0025,1.22,Routine,Routine,0
2025-04-11,P0006,GH008,F05,Labor,1.8369746454484333,28.0,51.44,Irrigation adjustment,Routine,0
2025-04-17,P0006,GH008,F05,Fertilizer,16.072290563543028,1.95,31.34,Irrigation adjustment,Response to alert,1
2025-04-17,P0006,GH008,F05,Pesticide,2.5325731036474277,14.0,35.46,Shock response,Response to alert,1
2025-04-17,P0006,GH008,F05,Water,745.7930711870708,0.0025,1.86,Pest response,Routine,0
2025-04-20,P0006,GH008,F05,Fertilizer,18.796512529539942,1.95,36.65,Routine,Routine,0
2025-04-20,P0006,GH008,F05,Water,687.9878048441019,0.0025,1.72,Irrigation adjustment,Routine,0
2025-04-20,P0006,GH008,F05,Energy,38.46752014340835,0.19,7.31,Shock response,Routine,0
2025-05-14,P0006,GH008,F05,Fertilizer,11.175950971901273,1.95,21.79,Pest response,Routine,0
2025-05-14,P0006,GH008,F05,Pesticide,2.3300661116819303,14.0,32.62,Shock response,Routine,0
2025-05-14,P0006,GH008,F05,Water,778.9719965638272,0.0025,1.95,Irrigation adjustment,Routine,0
2025-05-14,P0006,GH008,F05,Labor,0.4917241613858458,28.0,13.77,Pest response,Routine,0
2025-05-14,P0006,GH008,F05,Energy,31.622078450159385,0.19,6.01,Growth phase,Routine,0
2025-05-26,P0006,GH008,F05,Fertilizer,17.867759006097035,1.95,34.84,Growth phase,Response to alert,1
2025-05-26,P0006,GH008,F05,Pesticide,0.4338469946591463,14.0,6.07,Growth phase,Routine,0
2025-05-26,P0006,GH008,F05,Water,678.4289096439003,0.0025,1.7,Irrigation adjustment,Routine,0
2025-05-26,P0006,GH008,F05,Labor,3.4267708424405967,28.0,95.95,Irrigation adjustment,Routine,0
2025-05-26,P0006,GH008,F05,Energy,27.405421381704222,0.19,5.21,Routine,Routine,0
2025-05-28,P0006,GH008,F05,Fertilizer,21.669054878223225,1.95,42.25,Irrigation adjustment,Routine,0
2025-05-28,P0006,GH008,F05,Pesticide,2.620446015809246,14.0,36.69,Growth phase,Response to alert,1
2025-05-28,P0006,GH008,F05,Water,622.5351147761493,0.0025,1.56,Pest response,Routine,0
2025-05-28,P0006,GH008,F05,Energy,37.12507766911681,0.19,7.05,Irrigation adjustment,Routine,0
2025-06-03,P0006,GH008,F05,Fertilizer,9.45785089386234,1.95,18.44,Routine,Response to alert,1
2025-06-03,P0006,GH008,F05,Pesticide,2.2451251081050776,14.0,31.43,Routine,Response to alert,1
2025-06-03,P0006,GH008,F05,Water,474.3026900928144,0.0025,1.19,Growth phase,Routine,0
2025-06-03,P0006,GH008,F05,Energy,38.80406225229552,0.19,7.37,Pest response,Routine,0
2025-06-14,P0006,GH008,F05,Fertilizer,15.518224055548467,1.95,30.26,Shock response,Routine,0
2025-06-14,P0006,GH008,F05,Water,741.4893229605298,0.0025,1.85,Routine,Routine,0
2025-06-14,P0006,GH008,F05,Labor,2.111999913078156,28.0,59.14,Routine,Routine,0
2025-06-14,P0006,GH008,F05,Energy,28.116357206671456,0.19,5.34,Pest response,Routine,0
2025-07-05,P0006,GH008,F05,Fertilizer,22.871731531061023,1.95,44.6,Pest response,Routine,0
2025-07-05,P0006,GH008,F05,Pesticide,2.584534059389813,14.0,36.18,Shock response,Response to alert,1
2025-07-05,P0006,GH008,F05,Water,712.039071283891,0.0025,1.78,Growth phase,Routine,0
2025-07-05,P0006,GH008,F05,Labor,1.4112055768013425,28.0,39.51,Irrigation adjustment,Routine,0
2025-07-05,P0006,GH008,F05,Energy,34.15388988368023,0.19,6.49,Irrigation adjustment,Routine,0
2025-07-26,P0006,GH008,F05,Fertilizer,17.263213118874525,1.95,33.66,Growth phase,Response to alert,1
2025-07-26,P0006,GH008,F05,Pesticide,1.9551859412251105,14.0,27.37,Pest response,Routine,0
2025-07-26,P0006,GH008,F05,Water,648.124274785525,0.0025,1.62,Routine,Routine,0
2025-07-26,P0006,GH008,F05,Labor,1.1851387570137888,28.0,33.18,Routine,Routine,0
2025-07-26,P0006,GH008,F05,Energy,34.73300589152073,0.19,6.6,Shock response,Routine,0
2025-08-30,P0006,GH008,F05,Fertilizer,19.02807858671841,1.95,37.1,Irrigation adjustment,Response to alert,1
2025-08-30,P0006,GH008,F05,Water,741.1180767365419,0.0025,1.85,Routine,Routine,0
2025-08-30,P0006,GH008,F05,Energy,27.04955615348227,0.19,5.14,Routine,Routine,0
2025-02-28,P0007,GH008,F05,Water,528.9945070970568,0.0025,1.32,Routine,Routine,0
2025-02-28,P0007,GH008,F05,Labor,2.745281491632165,28.0,76.87,Shock response,Routine,0
2025-02-28,P0007,GH008,F05,Energy,27.057114321646825,0.19,5.14,Growth phase,Routine,0
2025-04-07,P0007,GH008,F05,Fertilizer,20.051836256107062,1.95,39.1,Growth phase,Routine,0
2025-04-07,P0007,GH008,F05,Pesticide,2.295847638757564,14.0,32.14,Growth phase,Routine,0
2025-04-07,P0007,GH008,F05,Water,644.2072653780699,0.0025,1.61,Growth phase,Routine,0
2025-04-07,P0007,GH008,F05,Labor,1.538157421925028,28.0,43.07,Pest response,Routine,0
2025-05-08,P0007,GH008,F05,Fertilizer,17.739582887582642,1.95,34.59,Irrigation adjustment,Response to alert,1
2025-05-08,P0007,GH008,F05,Pesticide,1.5245058067790531,14.0,21.34,Shock response,Response to alert,1
2025-05-08,P0007,GH008,F05,Water,556.7030964810056,0.0025,1.39,Routine,Routine,0
2025-05-08,P0007,GH008,F05,Labor,2.3340371531410584,28.0,65.35,Shock response,Routine,0
2025-05-22,P0007,GH008,F05,Fertilizer,17.241849559371527,1.95,33.62,Pest response,Response to alert,1
2025-05-22,P0007,GH008,F05,Water,631.8839733684431,0.0025,1.58,Shock response,Routine,0
2025-05-22,P0007,GH008,F05,Labor,1.4702116917538264,28.0,41.17,Growth phase,Routine,0
2025-05-22,P0007,GH008,F05,Energy,42.597012433652594,0.19,8.09,Pest response,Routine,0
2025-05-25,P0007,GH008,F05,Fertilizer,8.870893331089288,1.95,17.3,Routine,Routine,0
2025-05-25,P0007,GH008,F05,Pesticide,2.923734791274467,14.0,40.93,Growth phase,Routine,0
2025-05-25,P0007,GH008,F05,Water,689.7757344598161,0.0025,1.72,Shock response,Routine,0
2025-05-25,P0007,GH008,F05,Labor,0.8619634950152193,28.0,24.13,Shock response,Routine,0
2025-06-19,P0007,GH008,F05,Water,542.2597206916727,0.0025,1.36,Shock response,Routine,0
2025-08-03,P0007,GH008,F05,Fertilizer,16.263797648693537,1.95,31.71,Routine,Response to alert,1
2025-08-03,P0007,GH008,F05,Pesticide,1.6754591147886644,14.0,23.46,Shock response,Routine,0
2025-08-03,P0007,GH008,F05,Water,780.4438275658167,0.0025,1.95,Shock response,Routine,0
2025-08-03,P0007,GH008,F05,Labor,2.1514556127605333,28.0,60.24,Shock response,Routine,0
2025-08-03,P0007,GH008,F05,Energy,21.98243822937286,0.19,4.18,Routine,Routine,0
2025-08-16,P0007,GH008,F05,Fertilizer,14.636678158527952,1.95,28.54,Growth phase,Routine,0
2025-08-16,P0007,GH008,F05,Water,647.054466417945,0.0025,1.62,Shock response,Routine,0
2025-08-16,P0007,GH008,F05,Labor,1.7074928121544726,28.0,47.81,Pest response,Routine,0
2025-08-16,P0007,GH008,F05,Energy,36.7742778029244,0.19,6.99,Routine,Routine,0
2025-08-24,P0007,GH008,F05,Pesticide,1.664126477461232,14.0,23.3,Shock response,Response to alert,1
2025-08-24,P0007,GH008,F05,Water,427.3684494819472,0.0025,1.07,Shock response,Routine,0
2025-08-24,P0007,GH008,F05,Energy,36.05951123218941,0.19,6.85,Shock response,Routine,0
2025-03-04,P0008,GH009,F06,Fertilizer,11.324278975319558,1.95,22.08,Routine,Response to alert,1
2025-03-04,P0008,GH009,F06,Water,587.6768062153092,0.0025,1.47,Pest response,Routine,0
2025-03-04,P0008,GH009,F06,Labor,1.7866229431731535,28.0,50.03,Pest response,Routine,0
2025-03-17,P0008,GH009,F06,Fertilizer,15.224581521127387,1.95,29.69,Pest response,Response to alert,1
