date,plot_id,greenhouse_id,farm_id,blossom_count,pest_severity,disease_severity,leaf_color,notes_flag
2026-04-12,P0005,GH004,F01,38.80805967,0.155249323,0.036528906,Fair,Moderate
2026-04-26,P0005,GH004,F01,50.89257677,0.307872555,0.20582976,Poor,Minor
2026-05-10,P0005,GH004,F01,47.62056206,0.475102715,0.152610275,Good,None
2026-05-24,P0005,GH004,F01,47.29434897,0.486937329,0.278755784,Good,None
2026-06-07,P0005,GH004,F01,37.02265254,0.204176678,0.115935984,Good,Moderate
2026-06-21,P0005,GH004,F01,35.0664784,0.154050094,0.171372757,Good,Minor
2026-07-05,P0005,GH004,F01,37.091217,0.054490017,0.226128808,Good,Minor
2026-07-19,P0005,GH004,F01,37.67626981,0.356562424,0.12451694,Good,None
2026-08-02,P0005,GH004,F01,46.20554592,0.302515738,0.116730261,Good,None
2026-08-16,P0005,GH004,F01,46.11840875,0.024649664,0.285685087,Good,Minor
2026-08-30,P0005,GH004,F01,52.77024711,0.243852203,0.224412032,Excellent,None
2026-02-15,P0006,GH008,F05,33.75009866,0.306468012,0.183483101,Excellent,None
2026-03-01,P0006,GH008,F05,45.42911307,0.218616133,0.291220531,Good,None
2026-03-15,P0006,GH008,F05,39.04131085,0.216861745,0.025901929,Fair,None
2026-03-29,P0006,GH008,F05,39.21491211,0.100368589,0.107469881,Good,Minor
2026-04-12,P0006,GH008,F05,30.47538686,0.230093749,0.244872163,Fair,None
2026-04-26,P0006,GH008,F05,49.67109993,0.509618661,0.255730325,Excellent,Minor
2026-05-10,P0006,GH008,F05,59.20163928,0.201325181,0.226815285,Excellent,None
2026-05-24,P0006,GH008,F05,46.54688682,0.10832883,0.117910107,Fair,Minor
2026-06-07,P0006,GH008,F05,38.01836954,0.321488811,0.083184466,Fair,Moderate
2026-06-21,P0006,GH008,F05,28.354863,0.372435793,0.341432131,Good,None
2026-07-05,P0006,GH008,F05,48.03785005,0.276729895,0.408739888,Excellent,Minor
2026-07-19,P0006,GH008,F05,43.95383643,0.158263552,0.424002437,Fair,Moderate
2026-08-02,P0006,GH008,F05,38.69358438,0.284391747,0.246716054,Good,Minor
2026-08-16,P0006,GH008,F05,34.25880272,0.401244004,0.182066765,Good,None
2026-08-30,P0006,GH008,F05,35.32848713,0.381986553,0.018870315,Good,None
2026-02-15,P0007,GH008,F05,30.8153505,0.219423586,0.460744522,Fair,Minor
2026-03-01,P0007,GH008,F05,35.19369122,0.302968015,0.366322448,Fair,Moderate
2026-03-15,P0007,GH008,F05,31.77791599,0.374966011,0.177914303,Good,None
2026-03-29,P0007,GH008,F05,26.95451736,0.213105544,0.428857737,Poor,None
2026-04-12,P0007,GH008,F05,16.97419667,0.56813147,0.318108942,Good,Minor
2026-04-26,P0007,GH008,F05,43.7337509,0.401644101,0.406212691,Good,Minor
2026-05-10,P0007,GH008,F05,16.89903332,0.81490807,0.312321844,Fair,Moderate
2026-05-24,P0007,GH008,F05,33.97467315,0.488288344,0.280159398,Fair,Minor
2026-06-07,P0007,GH008,F05,34.86929866,0.406652376,0.191171996,Good,Minor
2026-06-21,P0007,GH008,F05,20.43032942,0.582219109,0.26566728,Good,Moderate
2026-07-05,P0007,GH008,F05,30.25334335,0.257071658,0.231668672,Fair,Minor
2026-07-19,P0007,GH008,F05,32.82580365,0.68038456,0.441280601,Fair,Minor
2026-08-02,P0007,GH008,F05,28.1338781,0.63224491,0.348391676,Good,None
2026-08-16,P0007,GH008,F05,39.339241,0.203157998,0.299557914,Fair,Moderate
2026-08-30,P0007,GH008,F05,29.72525004,0.479969325,0.544431117,Excellent,None
2026-02-15,P0008,GH009,F06,28.37731392,0.561353114,0.331747435,Good,None
2026-03-01,P0008,GH009,F06,23.92062702,0.324216222,0.443700732,Good,Minor
2026-03-15,P0008,GH009,F06,15.91472937,0.393543533,0.14957086,Fair,None
2026-03-29,P0008,GH009,F06,26.36728245,0.240682359,0.253176019,Excellent,None
2026-04-12,P0008,GH009,F06,42.778536,0.306263689,0.197197374,Fair,Minor
2026-04-26,P0008,GH009,F06,33.06226012,0.242043622,0.232785904,Excellent,None
2026-05-10,P0008,GH009,F06,27.68184679,0.181776155,0.21122944,Good,None
2026-05-24,P0008,GH009,F06,35.08948812,0.229867695,0.126557684,Poor,Severe
2026-06-07,P0008,GH009,F06,36.43516783,0.334262939,0.052914028,Excellent,None
2026-06-21,P0008,GH009,F06,38.10460062,0.27453599,0.141314458,Good,Severe
2026-07-05,P0008,GH009,F06,29.34326922,0.118936991,0.102926438,Fair,Severe
2026-07-19,P0008,GH009,F06,34.11545053,0.233418954,0.199687685,Fair,None
2026-08-02,P0008,GH009,F06,30.34356084,0.259670766,0.34596903,Excellent,None
2026-08-16,P0008,GH009,F06,34.05259228,0.392920369,0.083049242,Fair,None
2026-08-30,P0008,GH009,F06,25.38567424,0.254232283,0.240928329,Good,None
2026-02-15,P0009,GH018,F06,36.23519622,0.09236428,0.225680635,Good,None
2026-03-01,P0009,GH018,F06,34.54622974,0.177675018,0.071403821,Good,None
2026-03-15,P0009,GH018,F06,30.32278911,0.281854856,0.018646841,Good,None
2026-03-29,P0009,GH018,F06,8.683706575,0.431993724,0.135780644,Excellent,None
2026-04-12,P0009,GH018,F06,16.91764966,0.28600341,0.15380013,Good,None
2026-04-26,P0009,GH018,F06,38.86843481,0.430720048,0.145468264,Good,Moderate
2026-05-10,P0009,GH018,F06,37.73598042,0.59360609,0.151302852,Fair,Moderate
2026-05-24,P0009,GH018,F06,29.41329093,0.262585464,0.013325047,Good,None
2026-06-07,P0009,GH018,F06,33.97789235,0.133966449,0.084511492,Excellent,None
2026-06-21,P0009,GH018,F06,30.18215478,0.130344223,0.03179113,Good,Severe
2026-07-05,P0009,GH018,F06,24.89257477,0.230237384,0.049216614,Good,None
2026-07-19,P0009,GH018,F06,28.15408721,0.101997399,0.154605502,Good,None
2026-08-02,P0009,GH018,F06,20.74917923,0.489055514,0.148165496,Good,Minor
2026-08-16,P0009,GH018,F06,23.33343129,0.420332503,0.250959338,Excellent,None
2026-08-30,P0009,GH018,F06,37.07609172,0.402019136,0.284406047,Good,Severe
2026-02-15,P0010,GH013,F08,45.44082214,0.202052641,0.052318037,Good,Minor
2026-03-01,P0010,GH013,F08,41.98654364,0.165437461,0.166210893,Good,Moderate
2026-03-15,P0010,GH013,F08,39.17255496,0.323672834,0.380615471,Good,Minor
2026-03-29,P0010,GH013,F08,44.78208993,0.354645778,0.343872456,Fair,None
2026-04-12,P0010,GH013,F08,54.69136529,0.115869492,0.152829631,Poor,Moderate
2026-04-26,P0010,GH013,F08,40.99156127,0.554744606,0.24571872,Excellent,None
2026-05-10,P0010,GH013,F08,44.76958796,0.35239582,0.043941123,Good,None
2026-05-24,P0010,GH013,F08,21.5191363,0.166986543,0.357836009,Excellent,Minor
2026-06-07,P0010,GH013,F08,32.68656081,0.262382917,0.076420748,Excellent,Minor
2026-06-21,P0010,GH013,F08,34.24928728,0.44747129,0.260784506,Fair,Minor
2026-07-05,P0010,GH013,F08,34.58152422,0.245195169,0.351617079,Good,Minor
2026-07-19,P0010,GH013,F08,36.38309806,0.227347012,0.129198527,Excellent,None
2026-08-02,P0010,GH013,F08,34.54990302,0.48745252,0.366575869,Good,Minor
2026-08-16,P0010,GH013,F08,51.29028151,0.188895539,0.146572472,Fair,Moderate
2026-08-30,P0010,GH013,F08,44.8282863,0.164849359,0.208365082,Fair,None
2026-02-15,P0011,GH009,F06,23.37704602,0.173395237,0.206184512,Fair,Moderate
2026-03-01,P0011,GH009,F06,34.35761723,0.099716068,0.301235303,Fair,Moderate
2026-03-15,P0011,GH009,F06,22.05791942,0.073655305,0.288985349,Good,Minor
2026-03-29,P0011,GH009,F06,24.74367147,0.449990044,0.3696582,Good,Moderate
2026-04-12,P0011,GH009,F06,33.71356362,0.168372196,0.212915589,Good,Moderate
2026-04-26,P0011,GH009,F06,25.54508089,0.178321389,0.129491646,Fair,Moderate
2026-05-10,P0011,GH009,F06,31.02605458,0.633536701,0.109844991,Excellent,None
2026-05-24,P0011,GH009,F06,23.44863545,0.192664054,0.346680715,Good,None
2026-06-07,P0011,GH009,F06,30.02828088,0.207385383,0.163345852,Good,Severe
2026-06-21,P0011,GH009,F06,27.82059148,0.176240053,0.20892733,Fair,None
2026-07-05,P0011,GH009,F06,41.49999682,0.179251472,0.177412387,Good,None
2026-07-19,P0011,GH009,F06,21.52972133,0.363642745,0.212987687,Good,Moderate
2026-08-02,P0011,GH009,F06,31.95934001,0.41024038,0.314365162,Good,Minor
2026-08-16,P0011,GH009,F06,37.0265775,0.098304521,0.010009428,Fair,None
2026-08-30,P0011,GH009,F06,19.67444572,0.049681137,0.282535095,Fair,None
2026-02-15,P0012,GH017,F08,22.73573988,0.281334401,0.336956056,Good,None
2026-03-01,P0012,GH017,F08,22.06331857,0.351786558,0.335565059,Fair,None
2026-03-15,P0012,GH017,F08,32.06964835,0.369145956,0.189628164,Excellent,Minor
2026-03-29,P0012,GH017,F08,16.01212378,0.234309666,0.534916919,Good,None
2026-04-12,P0012,GH017,F08,31.4344853,0.679927908,0.365237018,Excellent,Moderate
2026-04-26,P0012,GH017,F08,18.9822677,0.287911554,0.170080142,Excellent,None
2026-05-10,P0012,GH017,F08,24.25857351,0.465147941,0.195587306,Good,None
2026-05-24,P0012,GH017,F08,24.41875576,0.539232604,0.327008198,Good,None
2026-06-07,P0012,GH017,F08,34.4028972,0.58703042,0.304649785,Good,Minor
2026-06-21,P0012,GH017,F08,36.09405327,0.378897242,0.48264751,Good,None
2026-07-05,P0012,GH017,F08,36.149773,0.432022407,0.293560769,Excellent,Moderate
2026-07-19,P0012,GH017,F08,39.33221536,0.480736283,0.254380676,Fair,None
2026-08-02,P0012,GH017,F08,25.19386637,0.576127064,0.14220013,Poor,Minor
2026-08-16,P0012,GH017,F08,37.2791137,0.539216207,0.187351332,Good,Minor
2026-08-30,P0012,GH017,F08,31.06288098,0.507399599,0.199072506,Good,None
2026-02-15,P0013,GH008,F05,29.49792707,0.209387634,0.101401069,Fair,Severe
2026-03-01,P0013,GH008,F05,43.42270192,0.193130363,0.578197465,Good,Minor
2026-03-15,P0013,GH008,F05,36.79213729,0.313416885,0.055468312,Fair,None
2026-03-29,P0013,GH008,F05,37.90285904,0.302374854,0.093611536,Fair,Minor
2026-04-12,P0013,GH008,F05,33.59549878,0.381999685,0.149302342,Good,None
2026-04-26,P0013,GH008,F05,27.14199166,0.322489804,0.186641976,Fair,None
2026-05-10,P0013,GH008,F05,34.117726,0.185582413,0.115405726,Fair,Moderate
2026-05-24,P0013,GH008,F05,21.89476072,0.280395905,0.064498702,Good,None
2026-06-07,P0013,GH008,F05,44.22103158,0.546211312,0.120509584,Good,Minor
2026-06-21,P0013,GH008,F05,30.92015283,0.398987252,0.204435004,Good,Minor
2026-07-05,P0013,GH008,F05,33.28546514,0.195798491,0.041760894,Excellent,Minor
2026-07-19,P0013,GH008,F05,25.91186249,0.161072579,0.106048631,Good,None
2026-08-02,P0013,GH008,F05,19.12599446,0.214380758,0.132680638,Good,None
2026-08-16,P0013,GH008,F05,28.01275533,0.371743227,0.358932937,Fair,None
2026-08-30,P0013,GH008,F05,29.63428439,0.214200797,0.30893086,Fair,None
2026-02-15,P0014,GH019,F08,34.88581698,0.360605456,0.292363868,Good,Minor
2026-03-01,P0014,GH019,F08,31.54744109,0.394515931,0.189446595,Poor,None
2026-03-15,P0014,GH019,F08,34.25361375,0.128114111,0.276499969,Good,None
2026-03-29,P0014,GH019,F08,30.15668676,0.327453138,0.194067663,Poor,Minor
2026-04-12,P0014,GH019,F08,25.43050404,0.114460191,0.277125398,Good,Minor
2026-04-26,P0014,GH019,F08,37.5828263,0.403545402,0.32320998,Poor,Minor
2026-05-10,P0014,GH019,F08,29.64404969,0.383314378,0.235645383,Poor,Minor
2026-05-24,P0014,GH019,F08,26.02454168,0.173426649,0.31148623,Good,Severe
2026-06-07,P0014,GH019,F08,48.66983928,0.408974972,0.106791119,Poor,None
2026-06-21,P0014,GH019,F08,29.48306726,0.122172423,0.30296296,Good,None
2026-07-05,P0014,GH019,F08,33.7687898,0.048829022,0.1681675,Excellent,Minor
2026-07-19,P0014,GH019,F08,39.78423418,0.071300706,0.119702129,Fair,Minor
2026-08-02,P0014,GH019,F08,41.19643917,0.538870915,0.114363373,Poor,None
2026-08-16,P0014,GH019,F08,35.93040083,0.098353176,0.133927522,Fair,Moderate
2026-08-30,P0014,GH019,F08,34.41549997,0.435603463,0.050505469,Good,Minor
2026-02-15,P0015,GH001,F02,44.85824409,0.180303691,0.099896392,Good,None
2026-03-01,P0015,GH001,F02,26.5891872,0.122426124,0.120240675,Poor,Minor
2026-03-15,P0015,GH001,F02,43.25018905,0.334557891,0.226849966,Fair,None
2026-03-29,P0015,GH001,F02,29.03551012,0.173304543,0.233329963,Poor,Minor
2026-04-12,P0015,GH001,F02,37.69110584,0.051034245,0.251222944,Good,Minor
2026-04-26,P0015,GH001,F02,26.97611248,0.091165223,0.137251096,Excellent,Minor
2026-05-10,P0015,GH001,F02,37.04339831,0.074449954,0.33860406,Good,Minor
2026-05-24,P0015,GH001,F02,34.03643846,0.364295714,0.145257573,Good,Moderate
2026-06-07,P0015,GH001,F02,48.96109711,0.206633221,0.128082618,Good,None
2026-06-21,P0015,GH001,F02,35.7837824,0.151345164,0.161791591,Excellent,None
2026-07-05,P0015,GH001,F02,38.58074169,0.426887956,0.200256511,Excellent,Moderate
2026-07-19,P0015,GH001,F02,42.47779083,0.026000719,0.488787803,Good,None
2026-08-02,P0015,GH001,F02,39.41818553,0.416758631,0.258499268,Fair,Moderate
2026-08-16,P0015,GH001,F02,31.81959882,0.094102303,0.113818974,Excellent,None
2026-08-30,P0015,GH001,F02,42.68625975,0.212189126,0.408900284,Good,Severe
2026-02-15,P0016,GH019,F08,32.63783376,0.233835236,0.149464193,Fair,None
2026-03-01,P0016,GH019,F08,45.88533465,0.251978016,0.294881712,Good,None
2026-03-15,P0016,GH019,F08,54.57791852,0.170710504,0.095696823,Excellent,None
2026-03-29,P0016,GH019,F08,30.90347562,0.026660943,0.130968297,Excellent,Minor
2026-04-12,P0016,GH019,F08,51.20056839,0.061806891,0.106322827,Good,None
2026-04-26,P0016,GH019,F08,40.67532146,0.124050634,0.153468499,Good,None
2026-05-10,P0016,GH019,F08,43.86515863,0.165857161,0.466265915,Good,Moderate
2026-05-24,P0016,GH019,F08,42.80611097,0.412935877,0.150720928,Good,None
2026-06-07,P0016,GH019,F08,41.68872309,0.402654696,0.221528513,Excellent,None
2026-06-21,P0016,GH019,F08,45.10395068,0.193479475,0.063145228,Excellent,Severe
2026-07-05,P0016,GH019,F08,43.91359072,0.268263665,0.099735953,Fair,Moderate
2026-07-19,P0016,GH019,F08,44.23271408,0.090147216,0.122822151,Fair,None
2026-08-02,P0016,GH019,F08,34.58783186,0.31998434,0.260447222,Excellent,None
2026-08-16,P0016,GH019,F08,44.1021731,0.109619916,0.319733786,Excellent,None
2026-08-30,P0016,GH019,F08,32.4154848,0.161507709,0.108054572,Poor,Minor
2026-02-15,P0017,GH004,F01,37.62697492,0.31601338,0.487955722,Good,None
2026-03-01,P0017,GH004,F01,27.42596991,0.144100133,0.053304615,Good,None
2026-03-15,P0017,GH004,F01,29.98000171,0.189341819,0.209664474,Excellent,None
2026-03-29,P0017,GH004,F01,19.64073038,0.180572221,0.108404994,Fair,None
2026-04-12,P0017,GH004,F01,32.23471096,0.070851665,0.036294122,Excellent,None
2026-04-26,P0017,GH004,F01,28.62270014,0.276628002,0.400197706,Excellent,None
2026-05-10,P0017,GH004,F01,29.11796898,0.297730888,0.300684364,Good,None
2026-05-24,P0017,GH004,F01,28.07277948,0.065436297,0.128425505,Good,None
2026-06-07,P0017,GH004,F01,33.15882068,0.321036017,0.221634875,Good,None
2026-06-21,P0017,GH004,F01,24.36190838,0.228630487,0.284276409,Good,None
2026-07-05,P0017,GH004,F01,34.18716033,0.302817046,0.021249686,Excellent,Severe
2026-07-19,P0017,GH004,F01,21.77004808,0.04239866,0.295114934,Good,Minor
2026-08-02,P0017,GH004,F01,31.72873717,0.183105873,0.066046926,Excellent,None
2026-08-16,P0017,GH004,F01,34.44534962,0.280080328,0.27670984,Fair,None
2026-08-30,P0017,GH004,F01,27.07409282,0.163909922,0.276096119,Good,None
2026-02-15,P0018,GH013,F08,26.81093268,0.59884873,0.166584724,Poor,Minor
2026-03-01,P0018,GH013,F08,32.00840703,0.081250001,0.324552875,Fair,Minor
2026-03-15,P0018,GH013,F08,28.61262186,0.065765074,0.297986799,Poor,None
2026-03-29,P0018,GH013,F08,36.78454539,0.221741148,0.083064851,Poor,Moderate
2026-04-12,P0018,GH013,F08,22.59309969,0.233795682,0.212691225,Fair,None
2026-04-26,P0018,GH013,F08,38.51605292,0.162543517,0.099222031,Good,None
2026-05-10,P0018,GH013,F08,52.81496252,0.175083806,0.284757837,Excellent,Minor
2026-05-24,P0018,GH013,F08,33.08758815,0.260162525,0.185392767,Excellent,Minor
2026-06-07,P0018,GH013,F08,30.82366678,0.59344594,0.162239746,Good,None
2026-06-21,P0018,GH013,F08,34.0464024,0.313111081,0.183258998,Fair,Moderate
2026-07-05,P0018,GH013,F08,26.65970252,0.362822212,0.049066207,Excellent,None
2026-07-19,P0018,GH013,F08,22.41378397,0.110481017,0.207186129,Good,None
2026-08-02,P0018,GH013,F08,36.78434111,0.046476755,0.441456092,Fair,None
2026-08-16,P0018,GH013,F08,19.13905715,0.146323033,0.072741872,Poor,None
2026-08-30,P0018,GH013,F08,30.19681833,0.331638361,0.210804152,Excellent,Moderate
2026-02-15,P0019,GH002,F01,25.5684811,0.297286581,0.152621501,Excellent,None
2026-03-01,P0019,GH002,F01,32.15307631,0.125393332,0.060977954,Good,None
2026-03-15,P0019,GH002,F01,29.1421231,0.208659388,0.249129962,Good,None
2026-03-29,P0019,GH002,F01,19.5841621,0.121465183,0.105929935,Good,Severe
2026-04-12,P0019,GH002,F01,41.33623258,0.129503669,0.143412632,Excellent,None
2026-04-26,P0019,GH002,F01,22.52977416,0.179255059,0.378642471,Good,Moderate
2026-05-10,P0019,GH002,F01,43.98164383,0.112978555,0.103932023,Good,None
2026-05-24,P0019,GH002,F01,30.55478319,0.144159436,0.231884595,Fair,Minor
2026-06-07,P0019,GH002,F01,21.68289396,0.482234833,0.245017634,Good,Moderate
2026-06-21,P0019,GH002,F01,29.31643008,0.124744405,0.589734752,Fair,None
2026-07-05,P0019,GH002,F01,38.84316983,0.175413608,0.246606648,Fair,None
2026-07-19,P0019,GH002,F01,35.70036827,0.05468191,0.241858554,Good,None
2026-08-02,P0019,GH002,F01,49.19413355,0.075920511,0.218032482,Poor,Moderate
2026-08-16,P0019,GH002,F01,32.96074214,0.498038378,0.049256896,Good,Minor
2026-08-30,P0019,GH002,F01,41.32145869,0.547876316,0.265206416,Good,None
2026-02-15,P0020,GH015,F02,33.50490375,0.2706943,0.081542197,Fair,None
2026-03-01,P0020,GH015,F02,27.74801784,0.143429629,0.075774128,Fair,None
2026-03-15,P0020,GH015,F02,21.91907554,0.464571517,0.199797396,Poor,Moderate
2026-03-29,P0020,GH015,F02,37.41068857,0.161494952,0.083190781,Excellent,Minor
2026-04-12,P0020,GH015,F02,28.77006418,0.1436887,0.021506435,Fair,None
2026-04-26,P0020,GH015,F02,47.33487855,0.386073097,0.231342644,Good,None
2026-05-10,P0020,GH015,F02,34.97799507,0.088339687,0.049102397,Fair,None
2026-05-24,P0020,GH015,F02,52.09862981,0.374858755,0.249928344,Fair,None
2026-06-07,P0020,GH015,F02,33.6094178,0.393036095,0.15001827,Fair,Minor
2026-06-21,P0020,GH015,F02,31.13055165,0.324297547,0.178123768,Fair,Minor
2026-07-05,P0020,GH015,F02,32.91510379,0.243796803,0.235136363,Good,Moderate
2026-07-19,P0020,GH015,F02,22.44938324,0.487756043,0.126449798,Excellent,Severe
2026-08-02,P0020,GH015,F02,23.13834045,0.033453926,0.054908406,Good,None
2026-08-16,P0020,GH015,F02,46.28062715,0.147520319,0.022869929,Excellent,Moderate
2026-08-30,P0020,GH015,F02,25.4621958,0.437143337,0.22122187,Fair,None
2026-02-15,P0021,GH004,F01,37.91249261,0.498560646,0.148123987,Excellent,None
2026-03-01,P0021,GH004,F01,60,0.255134579,0.17817827,Good,Minor
2026-03-15,P0021,GH004,F01,38.56089605,0.174266624,0.092865163,Excellent,Minor
2026-03-29,P0021,GH004,F01,32.75090038,0.024448964,0.149732863,Good,Moderate
2026-04-12,P0021,GH004,F01,47.15816448,0.579676516,0.15810985,Good,Minor
2026-04-26,P0021,GH004,F01,26.24788838,0.220793312,0.188627095,Fair,Moderate
2026-05-10,P0021,GH004,F01,48.27346087,0.100286225,0.096166647,Good,None
2026-05-24,P0021,GH004,F01,27.97835675,0.281181223,0.426175722,Excellent,Moderate
2026-06-07,P0021,GH004,F01,55.91292786,0.208479391,0.173352369,Good,None
2026-06-21,P0021,GH004,F01,41.71858787,0.129882454,0.19800294,Excellent,None
2026-07-05,P0021,GH004,F01,47.76138354,0.255346462,0.244516153,Excellent,None
2026-07-19,P0021,GH004,F01,44.4325046,0.165047414,0.116389868,Poor,Minor
2026-08-02,P0021,GH004,F01,44.89822276,0.413390805,0.095968792,Excellent,None
2026-08-16,P0021,GH004,F01,31.47062799,0.17215311,0.195477287,Excellent,None
2026-08-30,P0021,GH004,F01,52.09865907,0.41454431,0.120659096,Fair,None
2026-02-15,P0022,GH017,F08,44.42191956,0.026839699,0.089142718,Excellent,Moderate
2026-03-01,P0022,GH017,F08,35.06567187,0.076692701,0.107418556,Good,None
2026-03-15,P0022,GH017,F08,22.27599533,0.044545554,0.313663393,Fair,Minor
2026-03-29,P0022,GH017,F08,36.06045752,0.043468531,0.297378566,Good,None
2026-04-12,P0022,GH017,F08,38.18484681,0.261886993,0.194934775,Poor,None
2026-04-26,P0022,GH017,F08,50.83535742,0.115219758,0.176920869,Excellent,Minor
2026-05-10,P0022,GH017,F08,37.23368768,0.040703413,0.021968615,Excellent,None
2026-05-24,P0022,GH017,F08,46.90847519,0.270531547,0.053366634,Fair,None
2026-06-07,P0022,GH017,F08,28.43030332,0.42364019,0.194280535,Excellent,None
