"plot_id","season_yield_kg_m2","marketable_ratio","season_revenue_cad","total_cost_cad","season_profit_cad","season_roi","precision_benefit_cad"
"P0024",6.02608407595902,0.904502805650122,1658.96337253849,1212.57647284518,446.386899693307,0.368130925916703,290.15148480065
"P0025",6.43286178658735,0.845387715508311,1553.7796211094,1094.54248170105,459.237139408356,0.419569954648675,298.504140615432
"P0026",7.41241326413087,0.884142736429755,1883.38375787744,1373.39943072563,509.984327151807,0.371329939231413,331.489812648674
"P0027",5.36914133623583,0.842141054956938,1126.55848420413,1379.22717529196,-252.668691087833,-0.183195847366005,0
"P0028",5.99441837318317,0.888884315918354,2392.86704894705,1629.74980727619,763.11724167086,0.468241958528752,496.026207086059
"P0029",6.93057250674636,0.932303402644176,1517.35947527436,1229.93101892691,287.428456347449,0.233694777938216,186.828496625842
"P0030",8.10306858769739,0.877130258507069,2528.05624259691,1716.10457259503,811.951670001882,0.473136476044743,527.768585501223
"P0031",5.28293987670345,0.931282637381732,1387.81179087258,1459.48017865353,-71.6683877809524,-0.0491054204292595,0
"P0032",8.89186068270573,0.969847227527293,1850.0192811631,1323.63849371156,526.380787451538,0.39767715275153,342.1475118435
"P0033",6.23573757569269,0.905259426201821,1834.2577695295,1210.1592669897,624.098502539796,0.515716004962103,405.664026650867
"P0034",4.19677366798889,0.868995338493175,2650.66518233857,1647.12557605637,1003.53960628221,0.609267211237733,652.300744083434
"P0035",4.77791159248861,0.969179994249569,1511.04567039487,1498.19114467737,12.8545257174934,0.00858003050088883,8.35544171637071
"P0036",8.1236280418048,0.972419925531964,1518.21487789706,1085.84570445419,432.369173442868,0.398186567087081,281.039962737864
"P0037",9.51592871076764,0.858886791548658,2240.7335467333,1744.5328961263,496.200650606996,0.284431810778002,322.530422894547
"P0038",6.55699674190709,0.965949394727531,1660.73008374838,1182.22716173764,478.502922010742,0.404747021128695,311.026899306983
"P0039",10.4959942655711,0.880900883357377,2142.67771100584,1578.64637958376,564.031331422083,0.357287951701255,366.620365424354
"P0040",8.82508714434094,0.857944562050834,1434.78742336447,1052.62238267427,382.165040690199,0.36305996051431,248.407276448629
"P0041",9.70687653473349,0.856530736632655,1379.87921268181,962.419146569065,417.460066112742,0.433761181498672,271.349042973282
"P0042",8.24303980984818,0.946323010791925,2075.79385498041,1379.25228582993,696.541569150481,0.505013895069499,452.752019947813
"P0043",6.35796311601322,0.852381952018638,2578.55581381919,1183.88645144328,1394.66936237591,1.17804318199238,906.535085544342
"P0044",4.90611480510236,0.946841244104887,1828.26701140569,1178.40415262091,649.862858784784,0.551477061023092,422.410858210109
"P0045",9.22574451000777,0.873546597558066,2753.66748941567,1772.849142805,980.818346610671,0.553244110245513,637.531925296936
"P0046",9.33656393974068,0.898629730589209,2602.77695089326,1798.07081354933,804.706137343931,0.447538623773926,523.058989273555
"P0047",6.13818320342778,0.86002247879941,1672.24550918097,1169.54035798296,502.705151198012,0.429831384412419,326.758348278708
"P0048",6.66432904645803,0.931373771597142,2008.72780093782,1581.65932557388,427.068475363939,0.270012934175306,277.59450898656
"P0049",7.54894596838875,0.904090029759607,1592.82405414887,1430.21182112803,162.612233020832,0.113698006560019,91.1016419644302
"P0050",5.06909131127164,0.895136221187282,2048.57740309843,1288.47577742953,760.1016256689,0.58992310059975,494.066056684785
"P0051",9.73956464589418,0.95265423925255,1776.78312069793,1153.05384686107,623.72927383686,0.540936813605734,405.424027993959
"P0052",4.61682993735138,0.90426211545793,1594.40109328444,1253.96777645861,340.433316825832,0.271484900343505,221.281655936791
"P0053",5.51696327364384,0.936819567224158,2830.9698088059,1826.22673227954,1004.74307652636,0.55017433419793,653.082999742132
"P0054",9.66320751717163,0.949478470793053,2020.33097703373,1515.89512477391,504.43585225982,0.332764347622699,327.883303968883
"P0055",7.81106228508603,0.926083376153819,1673.2689617675,1318.00420463082,355.264757136679,0.269547514255609,230.922092138841
"P0056",8.19995549972153,0.974594725267861,2242.98067986978,1505.66278512929,737.317894740489,0.489696565540853,479.256631581318
"P0057",4.08270369875723,0.917122926639032,1643.02821797002,1187.39580482474,455.632413145275,0.383724122397861,296.161068544429
"P0058",4.25709523204905,0.870661753817941,2023.12037981442,1356.38717955957,666.733200254851,0.491550797812275,433.376580165653
"P0059",5.62978409986553,0.915863178010716,2466.47846354508,1670.31176944328,796.166694101801,0.476657537034038,517.50835116617
"P0060",8.87062581041753,0.874237977316649,2132.84781740126,1428.63418569406,704.213631707201,0.492927887879906,457.738860609681
"P0061",4.42414951539242,0.851665782409476,1491.21541548905,1067.89211210216,423.323303386892,0.396410179070969,275.16014720148
"P0062",5.01483097657373,0.945890692844083,2002.56479323268,1465.18005547533,537.384737757341,0.366770442819741,349.300079542272
"P0063",5.31011030240641,0.877029656790156,1987.15686206906,1347.19802043584,639.958841633223,0.475029529382909,415.973247061595
"P0064",4.47361615525666,0.883909661185878,1819.11467768406,1290.24920257172,528.865475112343,0.409894053069912,343.762558823023
"P0065",9.03823815058503,0.978368000136357,2674.73845931115,1739.56527667788,935.173182633273,0.537590164146764,607.862568711627
"P0066",5.96906481922215,0.896078096423326,1916.9918668425,1386.48889523497,530.50297160753,0.382623310890365,344.826931544895
"P0067",4.86339993253448,0.901783693415735,1367.80952259669,999.289790564784,368.519732031902,0.368781644235172,239.537825820736
"P0068",5.07298298368118,0.968883822191291,1819.45553657031,1237.21848068263,582.237055887677,0.470601647953422,378.45408632699
"P0069",9.17830305692391,0.950609292959272,1287.84318544276,916.175122387755,371.668063055007,0.405673603193194,241.584240985754
"P0070",8.28692563643056,0.960327492271936,1471.31272507622,1126.35871935314,344.954005723076,0.306255902134962,224.220103719999
"P0071",5.37301753997519,0.905569939950592,2405.55518769749,1589.75637440284,815.798813294652,0.513159642842188,530.269228641524
"P0072",5.36837829894747,0.869750500321924,1762.42836955503,1157.37517708141,605.053192473615,0.522780516167104,393.284575107849
"P0073",7.59177869518472,0.849189434310128,1694.26592742456,1499.46280663379,194.803120790771,0.129915273609282,119.829980459082
"P0074",10.5417144775448,0.85117396267066,1992.2765132099,1569.62522871503,422.651284494871,0.269268916402977,274.723334921666
"P0075",10.6523456693694,0.859178537423176,2357.03022507996,1583.71413340538,773.316091674574,0.488292726170063,502.655459588473
"P0076",4.60068477554143,0.877708849383698,1760.7501567991,1103.46549905154,657.284657747565,0.595654923794646,427.235027535917
"P0077",5.10015084531989,0.948832353047011,2875.16014293245,1773.9141502032,1101.24599272924,0.6208000497674,715.809895274009
"P0078",4.80975850115321,0.872133641231441,2363.30928771332,1553.10745844802,810.201829265296,0.52166501735489,526.631189022443
"P0079",5.57700592737299,0.899051101405833,3476.08403081499,1580.03819582499,1896.04583498999,1.2,1232.4297927435
"P0080",4.55946686453308,0.904139114896394,2194.8624650912,1393.05486157874,801.807603512467,0.575575037011669,521.174942283103
"P0081",5.12771482705914,0.883356038899502,2715.30703904792,1722.15822196837,993.148817079553,0.576688485651695,645.546731101709
"P0082",5.63796423225251,0.864781526374254,2133.79610721264,1425.52907474473,708.267032467912,0.496845027587207,460.373571104143
"P0083",9.98508060824446,0.877524310232716,1999.21762053606,1364.04035816685,635.177262369208,0.465658701787115,412.865220539985
"P0084",4.8640994909725,0.959329613370807,2610.71865727143,1646.45782240506,964.260834866364,0.585657781052551,626.769542663137
"P0085",7.6362208734028,0.979170118459916,1295.78791328645,1035.47552400273,260.312389283717,0.251394053504475,169.203053034416
"P0086",5.32997727602549,0.891894394350986,2986.24883721005,1357.38583509548,1628.86300211457,1.2,1058.76095137447
"P0087",4.00292118401797,0.904645127226899,1885.97037067868,1276.34255718505,609.627813493625,0.477636516985021,396.258078770856
"P0088",5.33627693812642,0.886898397512777,2155.34886491892,1632.75474947447,522.59411544445,0.320068960517589,339.686175038893
"P0089",8.35346648488065,0.891161418699999,1381.84294426144,1158.3635829437,223.479361317739,0.19292678448145,145.26158485653
"P0090",5.30119422304639,0.936204289226477,2217.55249154241,1370.16941042309,847.383081119315,0.618451320452157,550.799002727555
"P0091",6.09074655823696,0.942945683965721,2013.03748253938,1382.00123144346,631.036251095912,0.456610483940604,410.173563212343
"P0092",9.81053281933226,0.884385262503438,2215.72225657247,1475.24750619481,740.47475037766,0.501932555227706,481.308587745479
"P0093",8.01367171640053,0.860302812026779,2044.86272769146,1569.36320186474,475.499525826727,0.302988833471903,309.074691787373
"P0094",4.6607454805543,0.939053640366864,2808.96532033315,1276.80241833325,1532.1629019999,1.2,995.905886299934
"P0095",6.18939942393621,0.901514739631225,2644.05641946504,1670.67665333804,973.379766126999,0.582626066020718,632.69684798255
"P0096",8.89659263867606,0.968281338580589,1868.98040087749,1489.90833090042,379.072069977071,0.254426438268173,246.396845485096
"P0097",5.31784519581986,0.897306775277352,2023.36370594202,919.710775428193,1103.65293051383,1.2,717.374404833991
"P0098",4.04578679459189,0.843880100978154,2190.41631811824,1454.8002248198,735.616093298441,0.505647497675881,478.150460643987
"P0099",5.99576410420701,0.941659409575521,1562.06650872602,1114.61102032749,447.455488398537,0.401445419288129,290.846067459049
"P0100",7.46519337377381,0.978009464639268,2495.00265926154,1860.25190717602,634.750752085516,0.34121763275013,412.587988855585
"P0101",5.04053944419204,0.905290655761557,2500.17791212106,1799.55634732111,700.621564799943,0.389330162316348,455.404017119963
"P0102",10.8948679909821,0.973370914434879,1689.57582127371,1253.36937666146,436.206444612247,0.348027048318469,283.53418899796
"P0103",8.07164244261645,0.862762559172032,2331.72187278294,1647.19442429808,684.527448484859,0.415571737244411,444.942841515158
"P0104",5.34497372803098,0.869800356326676,1533.08635041965,1228.68507104434,304.401279375314,0.247745566825016,197.860831593954
"P0105",4.43127729709829,0.887811685849071,1673.56909840977,1112.19855295319,561.370545456583,0.504739503540975,364.890854546779
"P0106",4.81601230596465,0.89683244504632,1466.6969702687,1500.09279237111,-33.3958221024047,-0.0222625042079017,0
"P0107",7.58436479104376,0.965924146371629,1095.03453753928,1243.29548526824,-148.260947728959,-0.119248360092752,0
"P0108",10.6293123599203,0.976151367794104,1409.37630217311,1190.29030364207,219.085998531033,0.184060978956704,142.405899045171
"P0109",8.53823199046797,0.911429712140528,1342.37069112723,1030.519766475,311.850924652231,0.302615180026047,202.70310102395
"P0110",8.1637676632337,0.937544198829632,1645.36458383392,1374.6090163887,270.755567445222,0.196969148475787,175.991118839394
"P0111",5.83153126585457,0.92786665644286,2198.17508033054,1529.66834676524,668.506733565295,0.437027238603042,434.529376817442
"P0112",3.98852919297875,0.960474585613546,2452.31635294862,1540.56064527118,911.755707677436,0.591833700592126,592.641209990334
"P0113",5.27334483600091,0.855089413958951,2245.78264087263,1552.16280913678,693.619831735852,0.446873116436544,450.852890628304
"P0114",7.99290858787629,0.918634476032863,2160.44045036426,1445.75954912345,714.680901240809,0.494329020115492,464.542585806526
"P0115",4.96216195845582,0.953166116956666,1635.53771361977,1087.9921904204,547.545523199377,0.503262365318824,355.904590079595
"P0116",8.91906255347023,0.948391796376454,2106.56679048787,1452.84888265439,653.717907833483,0.449955887111346,424.916640091764
"P0117",8.76407334243634,0.947444673397702,1729.54894483412,1397.94387643636,331.60506839776,0.237209142646761,215.543294458544
"P0118",4.76798693722029,0.977368004868957,1366.19787943216,1394.9705970953,-28.7727176631363,-0.0206260388018563,0
"P0119",5.19568050051582,0.843962534220766,1441.33533745722,964.897544506827,476.437792950388,0.493770344491759,309.684565417752
"P0120",5.6223899007142,0.854853683249197,1291.6734195427,923.033369152502,368.640050390202,0.39937889865095,239.616032753631
