date,plot_id,greenhouse_id,farm_id,crop,air_temp_c,relative_humidity_pct,vpd_kpa,co2_ppm,light_ppfd,substrate_moisture,substrate_ec,substrate_ph,canopy_temp_c,pest_pressure_index,disease_risk_index,plant_stress_index,alert_type,alert_flag,recommended_action,action_taken,action_delay_days,post_action_stress_delta_3d
2025-03-07,P0001,GH003,F08,Strawberry,22.38032680579822,68.83519422772609,1.3063947387311612,841.1537789538729,476.5381263294958,0.441771904,2.099620583,6.214722495212295,26.112822136469685,0.4618973395324859,0.1350815669830508,0.4369627129379805,,0,,0,0,0
2025-03-08,P0001,GH003,F08,Strawberry,25.700434238272628,68.19073018215273,1.839092306156251,877.8190784827298,482.5048725,0.4988105138963322,2.050255632703798,6.295486232,27.14689193355336,0.459367002,0.1535162780783391,0.5825991042332579,High Pest Pressure,1,Increase Venting,1,0,-0.114356896
2025-03-09,P0001,GH003,F08,Strawberry,23.441485723339497,61.94693707217587,1.6988123209959434,882.9680711160735,518.2275913376712,0.5164420611130044,2.020592475237789,6.025247712823803,25.531994349624423,0.4560210984789099,0.1360721224127097,0.48341881955457594,High VPD,0,Increase Venting,0,0,0
2025-03-10,P0001,GH003,F08,Strawberry,23.754841671632896,73.98995807103373,1.5594348200708597,930.0833844,584.7859559863628,0.605224473,1.920259900862576,6.090845572420255,26.97479416850233,0.4406776555395799,0.1355679185278243,0.444182967,,0,,0,0,0
2025-03-11,P0001,GH003,F08,Strawberry,24.169095433442685,67.43022890354472,1.760343220397608,857.1578754645706,460.91274600423344,0.402668352,1.8575546978294355,6.255397085,25.861397206435967,0.4734443307199603,0.153367427,0.6395077226919229,High Pest Pressure,1,Increase Venting,1,1,0.036305115695725115
2025-03-12,P0001,GH003,F08,Strawberry,25.945558628165543,67.03358330082649,1.564333653735727,961.7228265335484,500.72541749588055,0.4209375864926428,2.2324526967821634,6.223739246232169,27.31905432412704,0.4473460788309661,0.1541683843634697,0.6102411801062085,High Pest Pressure,1,Adjust Shade / Venting,1,0,0.009842696
2025-03-13,P0001,GH003,F08,Strawberry,23.309718995459043,66.45074153443588,1.3120962012026196,931.5033639241766,566.5988811262787,0.5090538559055683,2.1304943478513008,6.263233376155775,26.000610205450656,0.4823165471954186,0.1203143350680963,0.4513795599525617,,0,,0,0,0
2025-03-14,P0001,GH003,F08,Strawberry,26.00921823,62.36243028079782,1.6920711914567317,937.1038728403656,420.9252921838271,0.4113476011966698,2.109757446120983,6.189559067292318,27.52193903135229,0.4445450683265403,0.1307728528085241,0.6384338355017324,High Pest Pressure,1,Increase Venting,1,2,0.019029806515390324
2025-03-15,P0001,GH003,F08,Strawberry,25.27031191,62.52429357835339,1.630710939706378,1006.4799362297416,674.6490528,0.3723897753576065,1.9126607192078624,6.142015883268774,27.385228631417075,0.459143523,0.1423855400816802,0.6818335340339207,High Pest Pressure,1,Increase Venting,1,1,-0.060843552
2025-03-16,P0001,GH003,F08,Strawberry,21.71426189448548,68.17037801131545,1.804101107363976,944.2681473058678,584.9942956589996,0.4607202618354151,2.2046929554897323,6.103127813771239,27.32998460894791,0.4619345111769679,0.1518592505130787,0.6172758687820591,High Pest Pressure,1,Increase Venting,1,2,0.067450707
2025-03-17,P0001,GH003,F08,Strawberry,28.60288862653535,70.02000421173409,1.2816923805100595,919.0895290572956,431.2258299160177,0.3952520067401323,1.949067293979056,6.199830920518767,27.10803293,0.4896772145409954,0.1594625012034099,0.631285136,High Pest Pressure,1,Increase Irrigation,1,1,-0.039068766
2025-03-18,P0001,GH003,F08,Strawberry,20.95199364660612,69.88779318767307,1.622506743490037,952.4325394822464,364.89576648458063,0.3812714969396399,2.056991809952431,6.047351617096162,28.46224888695031,0.4501832036671694,0.1204274455591451,0.6310576762505702,High Pest Pressure,1,Increase Venting,0,0,0
2025-03-19,P0001,GH003,F08,Strawberry,23.74546490802369,60.64015028493303,1.5369077970675509,974.8809121029292,385.4711340938143,0.4687684453053732,1.964641512054976,6.102876243730556,26.81629326654334,0.4610238476145071,0.1230321603799934,0.4615217789753796,,0,,0,0,0
2025-03-20,P0001,GH003,F08,Strawberry,24.051321996858743,58.90538156572387,1.5254385294654618,906.6370720163076,513.5261522495956,0.3536446706182064,1.979399982996862,6.194406165118933,28.78742908,0.4847735578483508,0.151029913,0.6407356059073206,High Pest Pressure,1,Increase Irrigation,1,0,-0.055761033
2025-03-21,P0001,GH003,F08,Strawberry,23.33402411871669,65.37012953585706,1.7188639205766905,939.7119300709858,546.8349858661339,0.4800543542841521,2.1506087562989897,6.218704307443471,26.932852861658667,0.5007109907229752,0.1458045012846915,0.6377520616878469,High Pest Pressure,1,Increase Venting,1,1,0.032490363217443044
2025-03-22,P0001,GH003,F08,Strawberry,27.78368538448612,66.40242021928968,1.7670769187462376,835.5425561091497,513.0475169,0.4373942487938243,2.114539123,6.171867462232391,26.834265339323373,0.4834554899844419,0.1268559308407788,0.6563814391027504,High Pest Pressure,1,Increase Venting,0,0,0
2025-03-23,P0001,GH003,F08,Strawberry,24.09642446601087,72.62694121,1.5774947989511834,829.3691076747824,507.1406637406607,0.4540288383249397,2.088374515788949,6.061035650613034,26.80990060627565,0.5034633984262812,0.1346362249155509,0.4946708145073045,,0,,0,0,0
2025-03-24,P0001,GH003,F08,Strawberry,26.913303493288225,63.83003177,1.7921424287574117,796.0321012207726,535.9080882953286,0.4720136260312745,1.9157446512866128,6.108762397012046,28.21914885766809,0.4573732169087884,0.1242389570493068,0.6290569306792513,High Pest Pressure,1,Increase Venting,1,0,-0.018643577
2025-03-25,P0001,GH003,F08,Strawberry,24.92789818288198,64.27397827722669,1.9519776134932336,756.4177930466187,487.3678423229669,0.5088070641808751,2.166890308679573,6.0293738917010815,28.0697371,0.4813640293448871,0.1487405921139645,0.6372382402638735,High Pest Pressure,1,Increase Venting,1,2,0.083044126
2025-03-26,P0001,GH003,F08,Strawberry,26.29501162252538,67.44623560772244,1.9538332005828176,737.5098952532595,595.1292447825521,0.5534138910831039,1.939236327820948,6.139453179,28.50916079509076,0.5075113906312392,0.1527316511351632,0.6659408648230439,High Pest Pressure,1,Increase Venting,1,1,-0.01505111
2025-03-27,P0001,GH003,F08,Strawberry,25.889564828306003,69.61693305762697,1.4025479850949876,758.1272941661026,510.1196615130268,0.4504838328702326,1.9785740661358744,6.146384270567033,26.84275900634104,0.4809707650704174,0.1493620399548434,0.5167267300017533,,0,,0,0,0
2025-03-28,P0001,GH003,F08,Strawberry,24.477195211954232,67.42065047,1.8099477491964555,697.3098363189728,607.2941112874701,0.5131419244355574,1.917584176001515,6.175867821674371,28.308892825248787,0.5047342552976503,0.1263065512199333,0.6306422870446384,High Pest Pressure,1,Increase Venting,1,1,-0.040881232
2025-03-29,P0001,GH003,F08,Strawberry,25.591364340928514,66.11293899247329,1.7199763420010254,742.5665760968424,599.8966815912777,0.4714078334934881,2.000023595,6.275871120099323,26.97475542934701,0.4800516449924532,0.1483066785575376,0.5939542719147896,High Pest Pressure,1,Increase Venting,1,0,-0.069472195
2025-03-30,P0001,GH003,F08,Strawberry,24.73684023182122,66.42368727974466,1.5832674250754557,739.6338634560527,560.6341412124573,0.5587002319688859,2.0365136161364856,6.025551097707206,27.856077665004463,0.4736663498233092,0.1413598898251402,0.5391256780718464,High Pest Pressure,0,Adjust Shade / Venting,1,2,-0.078879847
2025-03-31,P0001,GH003,F08,Strawberry,25.190860959997604,69.4083602,1.702977851,761.1951552037527,492.2943177308033,0.4848388233264565,2.1648954231827937,6.189037556449005,28.40964948325915,0.501869012,0.1590755429252851,0.5820219333180606,High Pest Pressure,1,Increase Venting,1,2,-0.016143831
2025-04-01,P0001,GH003,F08,Strawberry,24.06298041454344,67.87042337346597,1.7182327075293475,799.0823595008661,661.8867388282958,0.3615562522922662,1.9297660642260703,6.204490889055856,27.033276064238745,0.5149993251088603,0.1217187259926264,0.6163525543720788,High Pest Pressure,1,Increase Venting,1,1,0.020783733553095225
2025-04-02,P0001,GH003,F08,Strawberry,26.30445718180608,67.04219152924789,1.6231955789413166,747.4627601932737,663.4318822678448,0.4235509759897941,2.056124584247548,6.209008946994328,28.63801146155421,0.5027467442036601,0.153072513,0.6255939448589114,High Pest Pressure,1,Increase Venting,1,0,-0.021046633
2025-04-03,P0001,GH003,F08,Strawberry,26.43985800360331,70.97641261105147,1.5102141051598572,836.2607518432575,618.4445364253733,0.4594100335381894,2.0443869833984274,6.148453616268281,28.259306297338448,0.4894952065810891,0.1420845171216529,0.5851854305916031,High Pest Pressure,1,Adjust Shade / Venting,1,1,-0.02418768
2025-04-04,P0001,GH003,F08,Strawberry,26.581641655012422,61.94614860459193,1.7219827740056068,814.0478662736346,592.6874276346333,0.4634870486919545,2.249059693912716,6.193394479585203,27.58254892515681,0.4703007287369012,0.1583486753409986,0.722144776,High Pest Pressure,1,Increase Venting,0,0,0
2025-04-05,P0001,GH003,F08,Strawberry,24.05930107625383,61.68558299394291,1.5772931428284267,821.2709027866518,649.3784876559617,0.4276767282101781,1.834487735,6.201275849183078,27.52985423549137,0.5057074998246613,0.1294926264040415,0.753693904,High Pest Pressure,1,Adjust Shade / Venting,1,0,-0.084797378
2025-04-06,P0001,GH003,F08,Strawberry,26.61233535897813,61.56657850818646,1.5983238920178735,874.0662262121831,601.9520959660873,0.3174007915524176,2.0628350574518195,6.197380360266926,28.20186451054397,0.4799342466347288,0.1425748670882901,0.8070036440637893,High Pest Pressure,1,Increase Irrigation,0,0,0
2025-04-07,P0001,GH003,F08,Strawberry,24.14400363687113,67.84613859,1.7336496877129297,906.0841578664608,638.3660609168705,0.4186884112529624,2.1117435595006024,6.1033162576092135,28.58521330566008,0.5004501966769045,0.1287049242975065,0.7380447900152917,High Pest Pressure,1,Increase Venting,1,0,-0.035925079
2025-04-08,P0001,GH003,F08,Strawberry,25.60015694369861,61.26856340690999,1.8942064321819745,987.8728633,725.7055244010016,0.415170032,1.9617701712438969,5.989803315462427,29.06691403429148,0.4707555649338477,0.1563302814954849,0.6710476044142082,High Pest Pressure,1,Increase Venting,1,1,0.015512548
2025-04-09,P0001,GH003,F08,Strawberry,24.23689534,60.40782182935057,1.655757406351415,882.0433327793086,615.5631594258577,0.3516833880620226,1.9180712101030963,6.232398136290914,27.245959312860908,0.5087225972974161,0.1392247535122676,0.6976266116848647,High Pest Pressure,1,Increase Venting,1,1,-0.00777123
2025-04-10,P0001,GH003,F08,Strawberry,28.193410408606244,56.92855206952923,1.4496138463497108,928.5162462801012,556.7093822586354,0.4105680045275985,1.943311354618408,6.127656599629135,28.43940679122928,0.4715843682946379,0.1504505100409054,0.6090512214571022,High Pest Pressure,1,Adjust Shade / Venting,1,2,0.001669407
2025-04-11,P0001,GH003,F08,Strawberry,26.586832038858816,67.80538093,1.600060839701981,968.5192574250362,688.9153789301143,0.4704333700404844,2.025415852935671,6.165548025679705,27.789344857275665,0.4767216395950374,0.1289871621179913,0.5773551330069636,High Pest Pressure,1,Increase Venting,1,0,-0.076878306
2025-04-12,P0001,GH003,F08,Strawberry,24.69807063,63.51808379730026,1.4748078986614663,973.0084325840238,627.5473768,0.48808116,1.8252873533150464,6.018351578370649,27.975913921311435,0.4728896657736876,0.141736575,0.5482965662312574,High Pest Pressure,0,Adjust Shade / Venting,1,0,-0.010312727
2025-04-13,P0001,GH003,F08,Strawberry,26.81597518877931,70.16491016433262,1.7358564170106274,924.2496434735116,484.9956749,0.4744319189123284,1.999468370435356,6.212013296981733,28.939879786238283,0.4948862894436028,0.1256727388652266,0.5819045493476397,High Pest Pressure,1,Increase Venting,1,1,-0.150276193
2025-04-14,P0001,GH003,F08,Strawberry,28.25588484851961,67.54390368033418,1.6316349218819255,889.8108298950976,649.8327500893619,0.406240349,1.991085779302852,6.300391241388507,27.907796318065923,0.5128048462202953,0.1529279497350602,0.5513254647814623,High Pest Pressure,1,Increase Venting,1,0,-0.029686172
2025-04-15,P0001,GH003,F08,Strawberry,26.41104162327745,57.14260092451081,1.8032871542634856,930.4195277,700.8562893301254,0.4856726694060748,2.0077325828508563,6.178232727223344,28.25676091733494,0.4877019622065106,0.1292923587446502,0.5350690115034796,High Pest Pressure,0,Increase Venting,1,0,0.057812879
2025-04-16,P0001,GH003,F08,Strawberry,24.890904703187804,58.76531388,1.2828704742047847,915.5319341,642.1470435345444,0.4226987992193252,2.116275171950764,6.201080876049106,26.52478725494534,0.4735622626450956,0.1547876331757497,0.4620415643130889,,0,,0,0,0
2025-04-17,P0001,GH003,F08,Strawberry,26.11276155093148,61.60657275729719,1.6669685348980685,879.4464160887665,729.3373952087891,0.4859607584680199,2.1070148271246074,6.255427053337238,28.11016953,0.4829081663062693,0.1261369852555478,0.6060677438951261,High Pest Pressure,1,Increase Venting,1,1,-0.085334935
2025-04-18,P0001,GH003,F08,Strawberry,26.67034222221735,58.748315547251565,2.073664147138444,942.8188383483392,487.3170767695683,0.466906587,1.8219022206466784,6.046279991816488,27.275268602549986,0.5122920385820149,0.1388163215491731,0.6694165390636179,High Pest Pressure,1,Increase Venting,1,0,-0.054654778
2025-04-19,P0001,GH003,F08,Strawberry,25.402347478060783,65.17751604456842,1.5428842590476255,878.1737535,553.4799659357881,0.4190799509063841,2.0705670108927268,6.162118805827174,27.98468560478679,0.4832159052589803,0.1272800955504074,0.5369944097709616,High Pest Pressure,0,Adjust Shade / Venting,1,1,-0.02531644
2025-04-20,P0001,GH003,F08,Strawberry,28.187726977126736,71.61000480098006,1.4450128246952014,834.7451659523571,646.3350909110424,0.4684349515379004,2.1376467742134686,5.9899795,28.859703095316977,0.4997995306446458,0.1475210316199921,0.5492217608849242,High Pest Pressure,0,Adjust Shade / Venting,1,1,-0.043503313
2025-04-21,P0001,GH003,F08,Strawberry,25.754856075639108,64.09634502412462,1.8659998773084268,784.8572438468453,665.1379553230382,0.4679729578109735,1.9993060047759688,6.111090250811899,28.503102721957564,0.4800337861429324,0.1346502553456224,0.6002099108492098,High Pest Pressure,1,Increase Venting,1,2,0.03645497
2025-04-22,P0001,GH003,F08,Strawberry,27.18548637,65.53583219093518,1.805163112871366,822.6944953331554,706.3982985821289,0.4390981775013418,2.0886922117185733,6.135520435809271,28.29951092849514,0.4723943402038287,0.1434133196417323,0.6437575424354969,High Pest Pressure,1,Increase Venting,1,1,-0.006101959
2025-04-23,P0001,GH003,F08,Strawberry,26.298393417340783,65.4393412,1.4653312210938854,775.8382867752778,604.1855621331819,0.4174473674318176,2.115344949,6.154392827915715,28.912704370556465,0.4673722214060417,0.1572092199136336,0.5933690237640549,High Pest Pressure,1,Adjust Shade / Venting,1,0,-0.038907985
2025-04-24,P0001,GH003,F08,Strawberry,25.417728402929896,68.66161242941308,1.731386569589012,701.6081226,694.9422065,0.4207902600106655,2.1864428244947307,6.163368500128107,28.43005871116241,0.4749346329936857,0.1366726358705974,0.6273859488815993,High Pest Pressure,1,Increase Venting,1,2,0.026890902
2025-04-25,P0001,GH003,F08,Strawberry,25.758787297815832,63.59705847292981,1.7179424428415888,727.0501419408602,693.3435634290928,0.4306164474680828,1.9136876482582192,6.015764056743008,28.477183305490808,0.4823920943109395,0.1368918684973459,0.612967757,High Pest Pressure,1,Increase Venting,1,1,-0.024329972
2025-04-26,P0001,GH003,F08,Strawberry,25.98853428558362,65.96393633,1.6124182422317723,714.1994306913092,551.5207856804542,0.4389129964967586,1.934298295409537,6.206779527037018,27.47266994,0.4624320412935816,0.152654131,0.6001771983012795,High Pest Pressure,1,Increase Venting,1,0,0.08219458
2025-04-27,P0001,GH003,F08,Strawberry,26.631119089277128,63.89284051880495,1.2475731707320696,729.1499698858338,716.1609454879139,0.4890162559048564,2.2524148591267936,6.1887062919260005,26.092710347713822,0.4714780615625455,0.1224938662954945,0.4809142533389278,,0,,0,0,0
2025-04-28,P0001,GH003,F08,Strawberry,26.67403624,64.06863747582143,1.6304808117361604,750.6373750247924,710.2368327927577,0.5040586033018545,1.9906097518911736,6.156500326948121,29.206689092774425,0.4781119084584744,0.1289671760174355,0.6356367768652887,High Pest Pressure,1,Increase Venting,1,0,-0.038946123
2025-04-29,P0001,GH003,F08,Strawberry,26.76220524403719,62.69176860270976,1.758572265137928,763.9580868287169,533.8719651405756,0.4756535985331231,2.0510444504506404,6.145134367268623,27.48819051974196,0.4604125056267737,0.1578517271654531,0.6138565616856778,High Pest Pressure,1,Increase Venting,1,1,-0.017188716
2025-04-30,P0001,GH003,F08,Strawberry,24.70753383569292,63.03977117,1.445188613110421,797.9480072659803,741.9009050118856,0.4940034432762779,2.0066925320745024,6.202711450180417,28.352124635411982,0.4665420573307629,0.1451562120132558,0.49171080449473814,High Canopy Temp,0,Adjust Shade / Venting,0,0,0
2025-05-01,P0001,GH003,F08,Strawberry,25.685096891400523,64.95205598551064,1.7599837547459338,777.1025210504554,717.7351894452102,0.4659180794607004,1.9968967891205192,6.215645306416994,27.130423064488696,0.4546816849322257,0.1279299629301379,0.5886296094083366,High Pest Pressure,1,Increase Venting,1,0,-0.113418722
2025-05-02,P0001,GH003,F08,Strawberry,24.390546685696204,67.27947468774751,1.451792517444571,813.1823204067596,780.4490095830579,0.4870519341084336,2.06917449,6.158675075281554,28.92199382200869,0.4731563359059437,0.1219927824276701,0.5104630381973706,High Pest Pressure,0,Adjust Shade / Venting,1,0,-0.066738013
2025-05-03,P0001,GH003,F08,Strawberry,24.48106198869257,61.825050008175154,1.3110396589411877,840.8051092991648,772.0788064476986,0.5038829898761581,1.890445472,6.188645834460232,27.828051032034992,0.4503637126161042,0.1576397980892173,0.49776541486782944,High Pest Pressure,0,Adjust Shade / Venting,0,0,0
2025-05-04,P0001,GH003,F08,Strawberry,26.85366365672064,64.20248040103887,1.2465329188667682,890.6572601249497,733.7082166387228,0.4719779428083511,2.249828279,6.279931769640799,28.894351045003752,0.4828498185685027,0.1332093249646452,0.5171140801870624,High Pest Pressure,0,Adjust Shade / Venting,1,0,0.000895107
2025-05-05,P0001,GH003,F08,Strawberry,25.306330089769112,63.96480110108851,1.932500134692607,890.4459924768172,587.1031606070505,0.4817263949260475,1.8986229471053824,6.144375659065051,26.94575097,0.4500630303995476,0.1514461564812365,0.6332044941842074,High Pest Pressure,1,Increase Venting,1,1,-0.078418274
2025-05-06,P0001,GH003,F08,Strawberry,26.07940596417657,69.81012316864332,1.5258694298147892,933.6251256802396,691.9446525,0.4665558016658649,1.947084972987484,6.020302198276174,26.001891757415653,0.4803495221303353,0.1484667275336514,0.4780300665081581,,0,,0,0,0
2025-05-07,P0001,GH003,F08,Strawberry,24.34543122132544,62.51810978929692,1.7070862552076518,962.4847404648908,752.6799496214579,0.4894367357882688,2.081915699138226,6.249600388949694,26.907864972468563,0.4600681179948955,0.1549209751673078,0.5897066873640425,High Pest Pressure,1,Increase Venting,1,1,-0.111302287
2025-05-08,P0001,GH003,F08,Strawberry,25.83104487940164,64.56789633992884,1.9280201898908755,999.1085889882517,873.4291095496967,0.4828191300130747,2.088440497732749,6.310695489026068,25.20654852537622,0.4498611360928863,0.1216465411191291,0.5595555314737277,High Pest Pressure,1,Increase Venting,1,1,-0.023707381
2025-05-09,P0001,GH003,F08,Strawberry,24.01322769076336,67.96340315911895,1.825025041276779,997.7031970102096,747.3338192123026,0.3732925550469908,1.911165305,6.107932069295308,25.53145907449758,0.4340182694247033,0.1437239327850005,0.6103507381606477,High Pest Pressure,1,Increase Venting,1,1,0.02982978
2025-05-10,P0001,GH003,F08,Strawberry,23.93810476523972,66.05793940554035,1.5329924527095065,1046.614766831915,635.8372783910835,0.4092816471987239,1.8711004957516424,6.038691419610592,27.38229557392952,0.4272299354927439,0.1515352063177721,0.6520422214629448,High Pest Pressure,1,Adjust Shade / Venting,1,1,-0.023304751
2025-05-11,P0001,GH003,F08,Strawberry,24.53974528852721,69.00167313088883,1.2352986026735076,943.2398085972152,764.3596377,0.3576285152690334,1.942784328886847,6.199667847475297,25.69836652892901,0.4505423639263868,0.1377571354611823,0.7054107379595342,High Pest Pressure,1,Increase Irrigation,1,1,-0.038444984
2025-05-12,P0001,GH003,F08,Strawberry,26.16018847258188,75.06910825833043,1.7519670052413856,912.7098098,752.0656045322278,0.4370064256279526,2.187809019979389,6.113465639,25.49085249,0.4584227637165458,0.1210965943513309,0.8305090504142714,High Pest Pressure,1,Increase Venting,1,0,-0.119339518
2025-05-13,P0001,GH003,F08,Strawberry,25.407457318915167,63.80494799641943,1.4285206019883288,920.1093903475028,751.7062726465012,0.4463426810255071,1.897115729,6.163247330503114,27.377312627343645,0.4260596958574266,0.1508876912904319,0.6285812512341433,High Pest Pressure,1,Adjust Shade / Venting,1,0,-0.026909835
2025-05-14,P0001,GH003,F08,Strawberry,25.14676703455828,67.48971158287016,1.311692937307242,894.5613347190697,693.0945850467289,0.3747764530409709,2.124741586,6.233080217250665,27.81248478355278,0.4394243222380157,0.1284575194674743,0.6151010710552179,High Pest Pressure,1,Increase Irrigation,1,1,0.001451004
2025-05-15,P0001,GH003,F08,Strawberry,23.15630820407594,65.10947445445356,1.517420575001686,898.4052000249509,713.8556112749513,0.469377008,2.0577675409986047,6.142179520967065,25.786168922816746,0.415385611,0.157801708,0.41667762388941754,,0,,0,0,0
2025-05-16,P0001,GH003,F08,Strawberry,22.10322879181481,70.54504629601504,1.4557837576580916,894.3486915814576,767.5733966195586,0.4808543087290222,2.1201096025701527,6.200064844360786,26.60268072897835,0.4276289763766234,0.1237088845014257,0.46622023954651975,,0,,0,0,0
2025-05-17,P0001,GH003,F08,Strawberry,24.74915836,68.94640088374994,1.3162941402351986,873.1683353085061,580.7329852387554,0.5234235688105469,2.0524891919645607,6.181129774937705,25.18324290355181,0.4115145101979832,0.1535031948527652,0.39995711855054855,,0,,0,0,0
