plot_id,marketable_yield,roi_normalized,precision_benefit,plot_health,env_stability_score,final_score,performance_percent,final_score_scaled_to_75
P0021,0.535248337184193,0.295294756435525,0.126636758179896,0.694348614260654,0.64525665746999,0.511105680358796,56.5477670860794,0.678573205032953
P0022,0.30413323879213,0.155114164973624,0.0158090551621634,0.696330545821501,0.544094389352431,0.386505760497393,42.7622672999675,0.51314720759961
P0023,0.374339036064357,0.440414675630677,0.197414496804545,0.695967843683912,0.448693904784902,0.473572151205917,52.395128314846,0.628741539778152
P0024,0.28321060821005,0.398589089413903,0.139007842536585,0.702211610529009,0.556906433190173,0.450649714554098,49.8590332201436,0.598308398641724
P0025,0.281493415856932,0.435777625534747,0.129088736487384,0.663047454490744,0.534871834847949,0.445839506815014,49.3268409215285,0.591922091058342
P0026,0.43660853524437,0.400901859019742,0.179875666983834,0.685475816531953,0.665771210805279,0.511436444431218,56.584362198297,0.679012346379564
P0027,0.154009001796004,0,0,0.663369131767688,0.619564109908134,0.304979599966943,33.7423668874698,0.404908402649638
P0028,0.266207065835466,0.470965703906123,0.319397070937354,0.698205924878422,0.527807034340269,0.467295935644684,51.7007396798195,0.620408876157834
P0029,0.423781349450399,0.301396672132944,0.0907881657339767,0.663253409617815,0.465927835307195,0.442725508855587,48.9823140690925,0.58778776882911
P0030,0.513628001252844,0.474504261027525,0.357843104232227,0.696746942508011,0.461805162429986,0.534064130835847,59.0878466823816,0.70905416018858
P0031,0.209405833928771,0.0969424736143414,0,0.707637979518596,0.389861638579316,0.322446109248763,35.6748284832436,0.428097941798923
P0032,0.724500832310417,0.41994993060721,0.17893205216597,0.702335993392768,0.658157336614035,0.605591933793524,67.0015476981682,0.804018572378018
P0033,0.310239030413128,0.505287702865096,0.193960991765102,0.707705729983554,0.546807847411895,0.48803929403614,53.9957456716912,0.647948948060295
P0034,0.0323781260144976,0.572921802876152,0.424502207335009,0.704993510392736,0.522538995436295,0.428798225803766,47.4414257784293,0.569297109341152
P0035,0.169179106209969,0.1386469444888,0.00494586215387552,0.682883856759277,0.513150347925178,0.33335627747148,36.8819088880144,0.442582906656173
P0036,0.623790210351479,0.420318218537311,0.120570639648223,0.697778311206911,0.488777497977889,0.546006352220594,60.4091114996324,0.724909337995589
P0037,0.661829892057564,0.33807769090292,0.222308064378849,0.6858542847177,0.59804231149863,0.555353711466161,61.4432856710428,0.737319428052514
P0038,0.406026294552159,0.42506118682637,0.145279471722616,0.706463324273915,0.549489494387654,0.494376413884998,54.696872642063,0.656362471704756
P0039,0.811028406037056,0.390750015694808,0.228668746968978,0.704175712078225,0.521395292669044,0.606682685003181,67.1222263517673,0.805466716221207
P0040,0.578155246886187,0.39492296692514,0.103309981031112,0.683609648719013,0.761680708054138,0.562497333236571,62.2336424906747,0.746803709888097
P0041,0.681457301796149,0.446037363428713,0.103180568556677,0.668084305447284,0.51743555000852,0.565741968686956,62.5926228283592,0.75111147394031
P0042,0.610022279888066,0.497550468898565,0.246722909046607,0.68524591401244,0.613453681853084,0.583059977424464,64.5086546044017,0.77410385525282
P0043,0.278872028489262,0.984126023766315,0.424033370301471,0.70427078221646,0.3568648135261,0.580492200586461,64.2245606251242,0.770694727501491
P0044,0.17121725868458,0.53114163824893,0.196668454844186,0.67973532862195,0.485778884638657,0.436784674761102,48.3250314060703,0.579900376872843
P0045,0.645977538671259,0.532419150197644,0.446559247537125,0.699558184222319,0.531124726309177,0.603784266529601,66.8015508064537,0.801618609677444
P0046,0.692009404383424,0.455997950211481,0.371588983455722,0.695146546363893,0.561793477893742,0.598237416315718,66.187857775815,0.79425429330978
P0047,0.259341293999583,0.4431962638883,0.15098968289324,0.672559449683025,0.505674790223854,0.440142019270946,48.6964816612056,0.584357779934467
P0048,0.388399677167124,0.327653370565237,0.173471920120903,0.665576001566022,0.562472048483486,0.45787164946152,50.6580544573348,0.607896653488017
P0049,0.474337774325104,0.214643395938033,0.0514792173842251,0.676028290052049,0.488510593081638,0.440819803626508,48.7714704420895,0.585257645305074
P0050,0.15622758123231,0.558936718497234,0.251516594779073,0.705924758222471,0.63670218689389,0.471164801322657,52.1287836708229,0.625545404049875
P0051,0.815549166396303,0.523521424931033,0.184698956278114,0.696250824447212,0.793619994704816,0.67788575928308,75,0.9
P0052,0.105786253963181,0.328717548259959,0.109631954652603,0.663219044060393,0.752656908775425,0.398100158317986,44.0450495750578,0.528540594900694
P0053,0.243963361411815,0.530199814408407,0.47122512971127,0.706870058220706,0.541176393117851,0.487194192034064,53.9022451824307,0.646826942189169
P0054,0.801165079493853,0.373020347025505,0.19637844961192,0.699682505412668,0.406777385287382,0.579360767231403,64.0993809757994,0.769192571709593
P0055,0.531185435481531,0.327316888988472,0.120250709462071,0.695858095716939,0.544859128749501,0.502890781606341,55.638886204608,0.667666634455295
P0056,0.636592444838234,0.48647659996105,0.2851026245952,0.673032696813431,0.662521349859689,0.594488391353804,65.7730727352782,0.789276872823338
P0057,0.0459186600856939,0.409862400066803,0.138940496542004,0.663199688652919,0.661473978723723,0.388209241841297,42.9507372582801,0.515408847099361
P0058,0.0406546732635617,0.487817142065014,0.232249336778364,0.669081292379194,0.671693979886439,0.413787574412005,45.7806756609276,0.549368107931132
P0059,0.242254573746832,0.477049859321505,0.341523247812944,0.703972390999892,0.471546865880571,0.455740126977132,50.4222268357335,0.605066722028802
P0060,0.603688961836391,0.488812727809617,0.258371252447222,0.660335555605287,0.49040798261823,0.554873519419739,61.3901581300251,0.736681897560301
P0061,0.049194552347736,0.419033954982375,0.116096273503291,0.674798451871343,0.5992033709202,0.383901786730945,42.4741685608965,0.509690022730758
P0062,0.184869840679941,0.397605509901607,0.202206471531131,0.700480934104424,0.538306377146129,0.420838843353966,46.5608147380583,0.558729776856699
P0063,0.17286001296067,0.475872869342661,0.221412535035917,0.705513078287929,0.490924271247309,0.431913758234741,47.7861224018991,0.573433468822789
P0064,0.0751139576440343,0.42878230264017,0.175241733585824,0.675395444107454,0.397935665773298,0.367031060525402,40.6076232793525,0.48729147935223
P0065,0.754954048884638,0.521101919793462,0.417783707149456,0.705764470217995,0.547182377023661,0.636169354079277,70.3845757232102,0.844614908678523
P0066,0.269044631249519,0.40906655361484,0.188896078146877,0.67003851889429,0.639871841016077,0.455915237561893,50.4416007400784,0.605299208880941
P0067,0.135117697898846,0.399059534954719,0.0945738179321601,0.660004975210665,0.394983225702643,0.369277611663004,40.8561774538765,0.490274129446518
P0068,0.208741209848943,0.472671673042138,0.184997119171888,0.706128073925915,0.480650067468303,0.438669665775536,48.5335832514905,0.582402999017885
P0069,0.738579477849878,0.425731071764402,0.0874485200335679,0.681873567341284,0.431488614284338,0.567570721275714,62.7949525605871,0.753539430727045
P0070,0.631937629494132,0.353855710623352,0.0997830196659478,0.671708344318157,0.41310439753837,0.51292711319767,56.7492869750058,0.68099144370007
P0071,0.20185888428166,0.503439546564755,0.333067585698416,0.705096871316254,0.617037332364587,0.471900748894359,52.2102075200804,0.626522490240965
P0072,0.174532406692871,0.510395086044747,0.179840062594974,0.669502618312137,0.552312781313066,0.439173068423791,48.5892787696543,0.583071345235851
P0073,0.421759529617935,0.226367886783017,0.0709915329805258,0.696283242013113,0.578839915504634,0.447566205059134,49.5178795538284,0.594214554645941
P0074,0.773048520335947,0.327115472932197,0.170371477006021,0.698501882849272,0.451580880581266,0.564574600983642,62.463467470617,0.749561609647404
P0075,0.798002511708212,0.48546167544876,0.314523112350633,0.700759858791653,0.657686911949374,0.650335329482505,71.951872484785,0.86342246981742
P0076,0.0867665781350975,0.563080616995636,0.18626488084932,0.676130780312449,0.606036864010237,0.436051596411552,48.2439250021323,0.578927100025587
P0077,0.198179763578763,0.58125962325902,0.501690253393621,0.694314255218866,0.588171935285439,0.491657701655597,54.3960794561718,0.652752953474062
P0078,0.108557625010113,0.509588621208739,0.323156911960739,0.677257902530968,0.563561909788385,0.429971050504255,47.5711848880317,0.57085421865638
P0079,0.222492820908962,1,0.769369812769786,0.708215627953501,0.708233627680247,0.63850528805159,70.6430190457381,0.847716228548857
P0080,0.0984944906444032,0.54856359337876,0.286851493436218,0.684344463543788,0.646628722944085,0.449112244537381,49.6889304415048,0.596267165298057
P0081,0.15512483660688,0.549368576015272,0.43924426901891,0.705974210879554,0.632967432646952,0.477280476053759,52.8054103716372,0.633664924459646
P0082,0.203244604403695,0.491644676528058,0.259293620324728,0.669466738603682,0.574181454687155,0.450343134323353,49.8251137624901,0.597901365149882
P0083,0.74374884515307,0.469098103778089,0.222505570383028,0.680073944419128,0.494239495346975,0.595678868416423,65.9047848688844,0.790857418426612
P0084,0.174132574704843,0.555853048491051,0.40772173348809,0.686524271230052,0.368272780575643,0.438461106102479,48.5105086031961,0.582126103238353
P0085,0.565044188459483,0.314192600923479,0.0692234756155264,0.701466218664039,0.636852104846985,0.522416950942548,57.7992246984633,0.693590696381559
P0086,0.186301560401189,1,0.56781465393034,0.704829787139103,0.600382219747713,0.600545980563806,66.4432729637513,0.797319275565015
P0087,0.0287965540945012,0.477757626014738,0.199825426153664,0.661036190147128,0.554231885374714,0.386463474382707,42.7575888441097,0.513091066129316
P0088,0.183375320225322,0.363842046548905,0.219131189201191,0.70322596073834,0.441772851860874,0.399002085128598,44.1448370538027,0.529738044645632
P0089,0.560472622059906,0.271922904166969,0.066481535525588,0.696752817346716,0.401245269774917,0.47382158423891,52.4227251144811,0.629072701373774
P0090,0.215398471003276,0.579561577881198,0.298176066184952,0.701950040163746,0.605071711084227,0.4906670057841,54.2864707361998,0.651437648834398
P0091,0.323907307696404,0.462556573261105,0.223965675086488,0.698190831126015,0.363606483936222,0.453098299750459,50.1299400613218,0.601559280735861
P0092,0.731808191220548,0.495322772909121,0.280539402633809,0.695656845199481,0.422693792135007,0.594718400845256,65.798520550965,0.789582246611579
P0093,0.483969465196748,0.351493739490139,0.191642698750773,0.668022218143145,0.561121095381736,0.493820128212145,54.6353262459445,0.655623914951333
P0094,0.133859839353355,1,0.502397377743698,0.672793512469194,0.456666713511725,0.551976205837249,61.0696048277746,0.732835257933295
P0095,0.301181995900283,0.55366122942392,0.417631687096194,0.693043371610809,0.515873600400233,0.500293373443612,55.3515138715312,0.664218166458375
P0096,0.723201661665011,0.316384904182249,0.145044097489204,0.701221494540915,0.457605750893901,0.54725516568884,60.5472778629699,0.726567334355639
P0097,0.188799501870741,1,0.260676883557545,0.705938391934018,0.483853979092463,0.568736389586473,62.9239199007469,0.755087038808962
P0098,0,0.49800854040564,0.274835801891137,0.675694469945984,0.675855612317591,0.408545884530101,45.200744993025,0.5424089399163
P0099,0.310379139471506,0.422674249469051,0.12808311962267,0.701678970312061,0.382630072443574,0.438000713634399,48.4595716501282,0.581514859801538
P0100,0.540549737330496,0.37913176294938,0.303245040841451,0.700042877566008,0.417927454341022,0.509809951521221,56.4044100948942,0.676852921138731
P0101,0.159791408736009,0.413915361857545,0.323793163584913,0.700583168631927,0.422713550407439,0.406158745983532,44.9366364931178,0.539239637917413
P0102,1,0.384054721315186,0.140407362652621,0.706660879076184,0.490210131604587,0.653230787971162,72.2722205429577,0.867266646515493
P0103,0.49366638733008,0.432887060607244,0.289570593075919,0.705936964109394,0.518913915529892,0.525121539361463,58.0984552526397,0.697181463031677
P0104,0.171738524410634,0.311554878516773,0.0960518600920361,0.675845574630401,0.639569722336729,0.399109721965095,44.1567457900856,0.529880949481027
P0105,0.0723140794356942,0.497352093860752,0.16034324640036,0.666393408679059,0.517979295398672,0.39834465609548,44.0721003473464,0.528865204168156
P0106,0.125858558595306,0.11634892012188,0,0.66366916089096,0.557207838718137,0.316343263639522,34.9996211722401,0.419995454066881
P0107,0.544011388783176,0.0462316940836882,0,0.669691234547676,0.48456129850584,0.41486834356867,45.900249919038,0.550802999028457
P0108,0.968162575928487,0.265513251085932,0.0669709167282961,0.669692164513264,0.648487844797856,0.624871849234438,69.1346411261787,0.829615693514144
P0109,0.607438357127966,0.35122360171712,0.082531946360038,0.701672837968688,0.5132829314429,0.526574654094279,58.259225122,0.699110701464
P0110,0.589622665223701,0.274845385464201,0.0955818228139123,0.675079749534587,0.557405901199438,0.502758059637419,55.6242020966549,0.667490425159859
P0111,0.277685812100838,0.448398603241997,0.262616368032887,0.686484152531852,0.541373677099345,0.46136330254026,51.0443643588474,0.612532372306169
P0112,0.0579538025807768,0.560318012401502,0.36072481117147,0.682243596985762,0.464840889469765,0.415788917100087,46.0021004357524,0.552025205229029
P0113,0.152285498437125,0.455516812750977,0.276488772111146,0.707604373882657,0.66678896259158,0.45030872918384,49.8213072428397,0.597855686914076
P0114,0.54632556733679,0.489825695162182,0.265354813809304,0.699759846010955,0.515189220100184,0.551840179199814,61.0545550975393,0.732654661170471
P0115,0.182962166365217,0.496284176960218,0.152990595545693,0.701215710191943,0.831127249851566,0.486582238952625,53.8345398493721,0.646014478192465
P0116,0.701556859066275,0.457745543180346,0.243909968753425,0.706113410275334,0.591528891583826,0.602356628259048,66.6435996047574,0.799723195257089
P0117,0.679960414174995,0.303937429260893,0.119050060554327,0.669532465021776,0.466069893134037,0.523218584820988,57.8879159566283,0.694654991479539
P0118,0.173270781004642,0.117532024748142,0,0.669560342977675,0.503011371522266,0.324206031961187,35.8695430079614,0.430434516095537
P0119,0.135009908183744,0.489421793122716,0.118060911002077,0.684525126076877,0.636506488366383,0.435368721060083,48.1683729630772,0.578020475556927
P0120,0.193608870461451,0.421180230642206,0.08738535266056,0.669318307239223,0.431265343189547,0.399766364720253,44.2293955042335,0.530752746050802
